id,id_encounter,id_item,flags_2,unk_1,flags_1,id_parent
12126,534,28166,255,2,3,534
12127,534,27814,255,2,3,534
12129,534,25943,255,2,3,534
12130,534,27816,255,2,3,534
12131,534,27817,255,2,3,534
12132,534,27818,255,2,3,534
12133,535,27824,255,2,3,535
12134,535,25952,255,2,3,535
12135,535,27825,255,2,3,535
12136,535,27826,255,2,3,535
12137,535,25944,255,2,3,535
12138,535,25945,255,2,3,535
12139,535,25946,255,2,3,535
12140,535,25947,255,2,3,535
12141,535,27821,255,2,3,535
12142,535,27822,255,2,3,535
12143,535,25950,255,2,3,535
12144,535,27823,255,2,3,535
12145,536,31920,255,2,2,536
12146,536,31921,255,2,2,536
12147,536,31570,255,2,2,536
12148,536,31554,255,2,2,536
12149,536,31922,255,2,2,536
12150,536,31923,255,2,2,536
12151,536,31924,255,2,2,536
12152,536,31562,255,2,2,536
12153,536,31578,255,2,2,536
12154,536,31919,255,2,2,536
12155,537,27840,255,2,3,537
12156,537,25953,255,2,3,537
12157,537,27842,255,2,3,537
12158,537,25954,255,2,3,537
12159,537,27843,255,2,3,537
12160,537,25955,255,2,3,537
12161,537,27844,255,2,3,537
12162,537,25956,255,2,3,537
12163,537,25957,255,2,3,537
12164,537,30535,255,2,3,537
12165,537,29352,255,2,3,537
12166,537,25962,255,2,3,537
12167,537,28400,255,2,3,537
12168,537,32082,255,2,3,537
12169,537,27827,255,2,3,537
12170,537,27828,255,2,3,537
12171,537,27829,255,2,3,537
12172,537,27798,255,2,3,537
12173,537,27831,255,2,3,537
12174,537,29240,255,2,3,537
12175,537,27835,255,2,3,537
12176,537,27837,255,2,3,537
12177,538,28210,255,2,3,538
12178,538,28211,255,2,3,538
12179,538,28212,255,2,3,538
12180,538,28213,255,2,3,538
12181,538,28214,255,2,3,538
12182,538,28215,255,2,3,538
12183,538,27417,255,2,3,538
12184,538,27418,255,2,3,538
12185,538,27436,255,2,3,538
12186,538,27420,255,2,3,538
12187,538,27423,255,2,3,538
12188,539,27424,255,2,3,539
12189,539,27426,255,2,3,539
12190,539,27427,255,2,3,539
12191,539,27428,255,2,3,539
12192,539,27430,255,2,3,539
12193,539,28216,255,2,3,539
12194,539,28217,255,2,3,539
12195,539,28218,255,2,3,539
12196,539,28219,255,2,3,539
12197,539,28220,255,2,3,539
12198,539,28221,255,2,3,539
12199,540,27904,255,2,3,540
12200,540,28224,255,2,3,540
12201,540,28225,255,2,3,540
12202,540,28226,255,2,3,540
12203,540,29250,255,2,3,540
12204,540,28227,255,2,3,540
12205,540,30534,255,2,3,540
12206,540,27911,255,2,3,540
12207,540,27431,255,2,3,540
12208,540,30536,255,2,3,540
12209,540,27432,255,2,3,540
12210,540,27433,255,2,3,540
12211,540,28233,255,2,3,540
12212,540,27434,255,2,3,540
12213,540,27440,255,2,3,540
12214,540,28401,255,2,3,540
12215,540,28344,255,2,3,540
12216,540,28222,255,2,3,540
12217,540,29246,255,2,3,540
12218,540,28191,255,2,3,540
12219,540,28223,255,2,3,540
12220,541,27914,255,2,3,541
12221,541,27915,255,2,3,541
12224,541,27918,255,2,3,541
12225,541,27919,255,2,3,541
12226,542,32769,255,2,2,542
12227,542,32778,255,2,2,542
12228,542,32779,255,2,2,542
12229,542,32780,255,2,2,542
12230,542,32781,255,2,2,542
12338,555,24384,255,2,3,555
12339,555,27488,255,2,3,555
12340,555,24385,255,2,3,555
12342,555,24387,255,2,3,555
12343,555,24388,255,2,3,555
12344,555,27483,255,2,3,555
12346,555,27485,255,2,3,555
12347,555,27487,255,2,3,555
12348,556,27489,255,2,3,556
12349,556,27490,255,2,3,556
12350,556,27491,255,2,3,556
12351,556,27492,255,2,3,556
12352,556,24389,255,2,3,556
12353,556,24390,255,2,3,556
12354,556,24391,255,2,3,556
12355,556,24392,255,2,3,556
12356,556,27848,255,2,3,556
12357,556,24393,255,2,3,556
12359,557,29347,255,2,3,557
12361,557,27495,255,2,3,557
12362,557,28264,255,2,3,557
12363,557,27497,255,2,3,557
12364,557,24394,255,2,3,557
12365,557,24395,255,2,3,557
12366,557,24396,255,2,3,557
12367,557,27788,255,2,3,557
12368,557,24397,255,2,3,557
12369,557,24398,255,2,3,557
12370,557,32080,255,2,3,557
12371,557,27505,255,2,3,557
12372,557,27506,255,2,3,557
12373,557,27507,255,2,3,557
12374,557,29239,255,2,3,557
12375,557,27512,255,2,3,557
12376,557,28121,255,2,3,557
12377,557,27514,255,2,3,557
12378,557,29245,255,2,3,557
12380,558,28304,255,2,3,558
12381,558,28306,255,2,3,558
12382,558,28301,255,2,3,558
12383,558,28311,255,2,3,558
12384,559,28321,255,2,3,559
12385,559,28315,255,2,3,559
12386,559,28316,255,2,3,559
12387,559,28317,255,2,3,559
12388,559,28318,255,2,3,559
12389,560,28322,255,2,3,560
12390,560,28323,255,2,3,560
12391,560,28324,255,2,3,560
12392,560,28325,255,2,3,560
12393,560,28327,255,2,3,560
12394,561,28328,255,2,3,561
12395,561,28338,255,2,3,561
12396,561,28339,255,2,3,561
12397,561,27739,255,2,3,561
12398,561,28340,255,2,3,561
12416,563,28256,255,2,3,563
12417,563,28257,255,2,3,563
12418,563,28253,255,2,3,563
12419,563,28254,255,2,3,563
12420,563,28255,255,2,3,563
12422,564,28259,255,2,3,564
12423,564,28260,255,2,3,564
12424,564,28262,255,2,3,564
12425,564,28263,255,2,3,564
12426,565,28288,255,2,3,565
12427,565,29362,255,2,3,565
12428,565,29251,255,2,3,565
12430,565,30533,255,2,3,565
12431,565,28278,255,2,3,565
12432,565,28265,255,2,3,565
12434,565,28266,255,2,3,565
12435,565,27899,255,2,3,565
12436,565,28267,255,2,3,565
12437,565,28204,255,2,3,565
12438,565,32076,255,2,3,565
12439,565,28269,255,2,3,565
12440,565,28285,255,2,3,565
12441,565,28286,255,2,3,565
12468,570,24356,255,2,3,570
12469,570,24357,255,2,3,570
12470,570,27541,255,2,3,570
12471,570,27542,255,2,3,570
12472,570,24359,255,2,3,570
12473,570,27543,255,2,3,570
12475,570,24360,255,2,3,570
12476,570,27545,255,2,3,570
12477,570,24361,255,2,3,570
12478,570,27546,255,2,3,570
12479,571,24376,255,2,3,571
12480,571,24378,255,2,3,571
12481,571,24379,255,2,3,571
12482,571,27547,255,2,3,571
12483,571,28124,255,2,3,571
12484,571,27548,255,2,3,571
12485,571,24380,255,2,3,571
12486,571,24381,255,2,3,571
12487,571,27549,255,2,3,571
12488,571,27550,255,2,3,571
12489,571,27551,255,2,3,571
12490,572,27712,255,2,3,572
12491,572,27713,255,2,3,572
12492,572,27714,255,2,3,572
12493,572,27683,255,2,3,572
12494,572,29349,255,2,3,572
12495,572,24362,255,2,3,572
12496,572,30538,255,2,3,572
12497,572,24363,255,2,3,572
12498,572,24364,255,2,3,572
12499,572,24365,255,2,3,572
12500,572,32078,255,2,3,572
12501,572,24366,255,2,3,572
12502,572,28337,255,2,3,572
12503,572,27796,255,2,3,572
12504,572,27672,255,2,3,572
12505,572,27800,255,2,3,572
12506,572,27673,255,2,3,572
12507,572,29242,255,2,3,572
12508,572,27740,255,2,3,572
12509,572,27741,255,2,3,572
12510,572,27742,255,2,3,572
12511,573,27784,255,2,3,573
12513,573,27508,255,2,3,573
12514,573,27789,255,2,3,573
12515,573,27783,255,2,3,573
12516,574,27792,255,2,3,574
12517,574,27793,255,2,3,574
12518,574,27794,255,2,3,574
12519,574,27790,255,2,3,574
12520,574,27791,255,2,3,574
12538,576,27745,255,2,3,576
12539,576,24450,255,2,3,576
12540,576,27746,255,2,3,576
12541,576,24451,255,2,3,576
12542,576,27747,255,2,3,576
12543,576,27748,255,2,3,576
12544,576,24452,255,2,3,576
12546,576,27743,255,2,3,576
12548,577,27760,255,2,3,577
12549,577,27761,255,2,3,577
12550,577,24458,255,2,3,577
12551,577,24459,255,2,3,577
12552,577,27755,255,2,3,577
12553,577,24460,255,2,3,577
12554,577,24461,255,2,3,577
12555,577,27757,255,2,3,577
12556,577,27758,255,2,3,577
12557,577,24462,255,2,3,577
12558,577,27759,255,2,3,577
12559,578,27762,255,2,3,578
12560,578,27763,255,2,3,578
12561,578,27764,255,2,3,578
12562,578,27765,255,2,3,578
12563,578,24453,255,2,3,578
12564,578,24454,255,2,3,578
12565,578,27766,255,2,3,578
12566,578,27767,255,2,3,578
12567,578,24455,255,2,3,578
12568,578,24456,255,2,3,578
12569,578,24457,255,2,3,578
12570,579,24481,255,2,3,579
12571,579,27938,255,2,3,579
12572,579,27907,255,2,3,579
12573,579,27779,255,2,3,579
12574,579,27780,255,2,3,579
12575,579,27781,255,2,3,579
12576,579,29350,255,2,3,579
12577,579,30541,255,2,3,579
12578,579,24463,255,2,3,579
12579,579,24464,255,2,3,579
12580,579,29265,255,2,3,579
12581,579,32081,255,2,3,579
12582,579,24465,255,2,3,579
12583,579,24466,255,2,3,579
12584,579,27768,255,2,3,579
12585,579,27896,255,2,3,579
12586,579,27769,255,2,3,579
12587,579,27770,255,2,3,579
12588,579,27771,255,2,3,579
12589,579,27772,255,2,3,579
12590,579,27773,255,2,3,579
12698,596,37638,255,2,3,596
12699,596,37639,255,2,3,596
12700,596,37640,255,2,3,596
12701,596,43305,255,2,3,596
12702,596,37641,255,2,3,596
12703,596,43306,255,2,3,596
12704,596,37642,255,2,3,596
12705,596,37643,255,2,3,596
12706,596,37644,255,2,3,596
12707,596,43309,255,2,3,596
12708,596,37645,255,2,3,596
12885,612,37088,255,2,3,612
12886,612,37681,255,2,3,612
12887,612,37682,255,2,3,612
12888,612,37683,255,2,3,612
12889,612,37084,255,2,3,612
12890,612,37684,255,2,3,612
12891,612,37086,255,2,3,612
12892,612,37095,255,2,3,612
12918,615,50193,255,2,3,615
12919,615,50194,255,2,3,615
12920,615,50196,255,2,3,615
12921,615,50197,255,2,3,615
12922,615,49783,255,2,3,615
12923,615,49784,255,2,3,615
12924,615,49785,255,2,3,615
12926,615,49786,255,2,3,615
12927,615,49787,255,2,3,615
12928,615,49788,255,2,3,615
12929,615,50316,255,0,255,615
12930,615,50317,255,0,255,615
12931,615,50191,255,2,3,615
12932,616,50208,255,2,3,616
12933,616,49792,255,2,3,616
12934,616,49793,255,2,3,616
12935,616,50209,255,2,3,616
12936,616,49794,255,2,3,616
12937,616,50210,255,2,3,616
12938,616,49795,255,2,3,616
12939,616,50211,255,2,3,616
12940,616,50212,255,2,3,616
12941,616,49796,255,2,3,616
12942,616,50213,255,2,3,616
12943,616,49797,255,2,3,616
12944,616,50214,255,2,3,616
12945,616,49798,255,2,3,616
12946,616,50215,255,2,3,616
12947,616,49799,255,2,3,616
12948,616,49800,255,2,3,616
12949,616,50198,255,2,3,616
12950,616,50203,255,2,3,616
12951,616,49789,255,2,3,616
12952,616,50206,255,2,3,616
12953,616,49790,255,2,3,616
12954,616,50207,255,2,3,616
12955,616,49791,255,2,3,616
13085,634,47248,255,2,14,634
13086,634,47249,255,2,14,634
13087,634,47170,255,2,1,634
13088,634,47250,255,2,14,634
13089,634,47171,255,2,1,634
13090,634,47172,255,2,1,634
13091,634,47173,255,2,1,634
13092,634,47493,255,2,14,634
13093,634,47174,255,2,1,634
13094,634,47175,255,2,1,634
13095,634,47243,255,2,14,634
13096,634,47244,255,2,14,634
13097,635,47200,255,2,3,635
13098,635,47201,255,2,3,635
13099,635,47202,255,2,3,635
13100,635,47494,255,2,3,635
13101,635,47495,255,2,3,635
13102,635,47496,255,2,3,635
13103,635,47176,255,2,3,635
13104,635,47497,255,2,3,635
13105,635,47177,255,2,3,635
13106,635,47178,255,2,3,635
13107,635,47210,255,2,3,635
13108,635,47498,255,2,3,635
13109,635,47500,255,2,3,635
13110,635,47501,255,2,3,635
13111,635,47181,255,2,3,635
13112,635,47213,255,2,3,635
13113,635,47502,255,2,3,635
13114,635,47503,255,2,3,635
13115,635,47504,255,2,3,635
13116,635,47185,255,2,3,635
13117,635,47508,255,2,3,635
13118,635,47509,255,2,3,635
13119,635,47197,255,2,3,635
13120,635,47199,255,2,3,635
13456,694,82880,255,0,255,694
13457,694,82772,255,0,255,694
13458,694,82879,255,0,255,694
13459,695,82881,255,0,255,695
13460,695,82882,255,0,255,695
13461,695,82877,255,0,255,695
13462,696,82884,255,0,255,696
13463,696,82885,255,0,255,696
13464,696,82878,255,0,255,696
13465,697,82888,255,0,255,697
13466,697,82883,255,0,255,697
13467,697,82886,255,0,255,697
13468,487,9473,255,0,255,487
13469,487,9474,255,0,255,487
13470,487,9475,255,0,255,487
13471,487,9470,255,0,255,487
13863,666,88352,255,2,1,666
13864,666,88353,255,2,1,666
13865,666,88354,255,2,1,666
13866,666,88350,255,2,1,666
13867,666,88351,255,2,1,666
13868,659,88336,255,2,1,659
13869,659,88337,255,2,1,659
13870,659,88338,255,2,1,659
13871,659,88339,255,2,1,659
13872,659,88335,255,2,1,659
13873,684,88355,255,2,1,684
13874,684,88356,255,2,1,684
13876,684,88358,255,2,1,684
13877,684,88359,255,2,1,684
13878,684,88360,255,2,1,684
13879,684,88361,255,2,1,684
13880,684,88362,255,2,1,684
13886,660,88264,255,2,1,660
13887,660,88265,255,2,1,660
13888,660,88266,255,2,1,660
13889,660,88267,255,2,1,660
13890,660,88268,255,2,1,660
13891,654,88272,255,2,1,654
13892,654,88273,255,2,1,654
13893,654,88269,255,2,1,654
13894,654,88270,255,2,1,654
13895,654,88271,255,2,1,654
13896,656,88274,255,2,1,656
13897,656,88275,255,2,1,656
13898,656,88276,255,2,1,656
13899,656,88277,255,2,1,656
13900,656,88278,255,2,1,656
13901,656,88279,255,2,1,656
13902,656,88280,255,2,1,656
13903,656,88281,255,2,1,656
13904,656,88282,255,2,1,656
13905,656,88283,255,2,1,656
13906,671,88289,255,2,1,671
13907,671,88290,255,2,1,671
13908,671,88291,255,2,1,671
13909,671,88292,255,2,1,671
13910,671,88293,255,2,1,671
13911,688,88288,255,2,1,688
13912,688,88284,255,2,1,688
13913,688,88285,255,2,1,688
13914,688,88286,255,2,1,688
13915,688,88287,255,2,1,688
13916,674,88294,255,2,1,674
13917,674,88295,255,2,1,674
13918,674,88296,255,2,1,674
13919,674,88297,255,2,1,674
13920,674,88298,255,2,1,674
13921,674,88299,255,2,1,674
13922,674,88300,255,2,1,674
13923,674,88301,255,2,1,674
13924,674,88302,255,2,1,674
13925,674,88303,255,2,1,674
13926,713,86176,255,2,3,713
13927,713,86177,255,2,3,713
13928,713,86178,255,2,3,713
13929,713,86179,255,2,3,713
13930,713,86180,255,2,3,713
13931,713,86181,255,2,3,713
13932,713,86182,255,2,3,713
13933,713,86172,255,2,3,713
13934,713,86173,255,2,3,713
13935,713,86174,255,2,3,713
13936,713,86175,255,2,3,713
13937,737,86210,255,2,3,737
13938,737,86211,255,2,3,737
13939,737,86212,255,2,3,737
13940,737,86213,255,2,3,737
13941,737,86214,255,2,3,737
13942,737,86217,255,2,3,737
13943,737,89243,255,2,3,737
13944,737,86219,255,2,3,737
13945,737,89244,255,2,3,737
13946,737,89245,255,2,3,737
13947,741,86513,255,2,3,741
13948,741,86514,255,2,3,741
13949,741,89240,255,2,3,741
13950,741,86200,255,2,3,741
13951,741,86201,255,2,3,741
13952,741,89241,255,2,3,741
13953,741,89242,255,2,3,741
13954,741,86202,255,2,3,741
13955,741,86204,255,2,3,741
13956,741,86205,255,2,3,741
13957,743,86226,255,2,3,743
13958,743,86227,255,2,3,743
13959,743,86228,255,2,3,743
13960,743,86229,255,2,3,743
13961,743,89237,255,2,3,743
13962,743,89238,255,2,3,743
13963,743,89239,255,2,3,743
13964,744,86162,255,2,3,744
13965,744,86163,255,2,3,744
13966,744,86164,255,2,3,744
13967,744,86165,255,2,3,744
13968,744,86166,255,2,3,744
13969,744,86167,255,2,3,744
13970,744,86168,255,2,3,744
13971,744,86169,255,2,3,744
13972,744,86170,255,2,3,744
13973,744,86171,255,2,3,744
13974,745,87824,255,2,3,745
13975,745,86160,255,2,3,745
13976,745,86161,255,2,3,745
13977,745,86153,255,2,3,745
13978,745,86154,255,2,3,745
13979,745,86155,255,2,3,745
13980,745,86203,255,2,3,745
13981,745,86156,255,2,3,745
13982,745,86157,255,2,3,745
13983,745,86158,255,2,3,745
13984,745,86159,255,2,3,745
13985,683,86320,255,2,3,683
13986,683,86390,255,2,3,683
13987,683,86230,255,2,3,683
13988,683,86231,255,2,3,683
13989,683,86232,255,2,3,683
13990,683,86233,255,2,3,683
13991,683,86234,255,2,3,683
13992,683,86315,255,2,3,683
13993,683,86316,255,2,3,683
13994,683,86317,255,2,3,683
13995,683,86318,255,2,3,683
13996,683,86319,255,2,3,683
13997,742,86321,255,2,3,742
13998,742,86322,255,2,3,742
13999,742,86323,255,2,3,742
14000,742,86324,255,2,3,742
14001,742,86325,255,2,3,742
14002,742,86326,255,2,3,742
14003,742,86327,255,2,3,742
14004,742,86328,255,2,3,742
14005,742,86329,255,2,3,742
14006,742,86330,255,2,3,742
14007,729,89248,255,2,3,729
14008,729,86336,255,2,3,729
14009,729,86391,255,2,3,729
14010,729,86331,255,2,3,729
14011,729,86332,255,2,3,729
14012,729,86333,255,2,3,729
14013,729,89246,255,2,3,729
14014,729,86334,255,2,3,729
14015,729,86335,255,2,3,729
14016,729,89247,255,2,3,729
14017,709,86386,255,2,3,709
14018,709,89234,255,2,3,709
14019,709,86387,255,2,3,709
14020,709,89235,255,2,3,709
14021,709,86388,255,2,3,709
14022,709,89236,255,2,3,709
14023,709,86389,255,2,3,709
14024,679,85922,255,2,3,679
14025,679,85923,255,2,3,679
14026,679,85924,255,2,3,679
14027,679,85925,255,2,3,679
14028,679,85926,255,2,3,679
14029,679,85975,255,2,3,679
14030,679,85976,255,2,3,679
14031,679,85977,255,2,3,679
14032,679,85978,255,2,3,679
14033,679,85979,255,2,3,679
14034,689,85984,255,2,3,689
14035,689,85985,255,2,3,689
14036,689,85986,255,2,3,689
14037,689,85987,255,2,3,689
14038,689,85988,255,2,3,689
14039,689,85989,255,2,3,689
14040,689,85990,255,2,3,689
14041,689,85980,255,2,3,689
14042,689,85982,255,2,3,689
14043,689,85983,255,2,3,689
14044,682,86038,255,2,3,682
14045,682,85991,255,2,3,682
14046,682,86039,255,2,3,682
14047,682,85992,255,2,3,682
14048,682,86040,255,2,3,682
14049,682,86041,255,2,3,682
14050,682,85993,255,2,3,682
14051,682,85994,255,2,3,682
14052,682,85995,255,2,3,682
14053,682,86027,255,2,3,682
14054,682,85996,255,2,3,682
14055,682,85997,255,2,3,682
14056,687,86128,255,2,3,687
14057,687,86080,255,2,3,687
14058,687,86129,255,2,3,687
14059,687,86081,255,2,3,687
14061,687,86083,255,2,3,687
14062,687,86084,255,2,3,687
14063,687,86086,255,2,3,687
14064,687,86071,255,2,3,687
14065,687,86075,255,2,3,687
14066,687,86076,255,2,3,687
14067,687,86047,255,2,3,687
14068,687,86127,255,2,3,687
14069,726,86130,255,2,3,726
14070,726,86131,255,2,3,726
14071,726,86132,255,2,3,726
14072,726,86133,255,2,3,726
14074,726,86135,255,2,3,726
14075,726,86136,255,2,3,726
14076,726,86137,255,2,3,726
14077,726,86138,255,2,3,726
14078,726,86139,255,2,3,726
14079,726,86140,255,2,3,726
14080,726,86141,255,2,3,726
14081,677,86144,255,2,3,677
14082,677,86145,255,2,3,677
14083,677,86146,255,2,3,677
14084,677,86147,255,2,3,677
14085,677,87827,255,2,3,677
14086,677,86148,255,2,3,677
14087,677,86149,255,2,3,677
14088,677,86150,255,2,3,677
14089,677,86151,255,2,3,677
14090,677,86152,255,2,3,677
14091,677,86142,255,2,3,677
14092,679,87012,255,2,12,679
14093,679,87013,255,2,12,679
14094,679,87014,255,2,12,679
14095,679,87015,255,2,12,679
14096,679,87016,255,2,12,679
14097,679,87017,255,2,12,679
14098,679,87018,255,2,12,679
14099,679,87019,255,2,12,679
14100,679,87020,255,2,12,679
14101,679,87021,255,2,12,679
14102,679,86739,255,2,16,679
14103,679,86740,255,2,16,679
14104,679,86741,255,2,16,679
14105,679,86742,255,2,16,679
14106,679,86743,255,2,16,679
14107,679,86744,255,2,16,679
14108,679,86745,255,2,16,679
14109,679,86746,255,2,16,679
14110,679,86747,255,2,16,679
14111,679,86748,255,2,16,679
14112,689,86752,255,2,16,689
14113,689,86753,255,2,16,689
14114,689,86754,255,2,16,689
14115,689,86755,255,2,16,689
14116,689,86756,255,2,16,689
14117,689,86757,255,2,16,689
14118,689,86758,255,2,16,689
14119,689,87022,255,2,12,689
14120,689,87023,255,2,12,689
14121,689,87024,255,2,12,689
14122,689,87025,255,2,12,689
14123,689,87026,255,2,12,689
14124,689,87027,255,2,12,689
14125,689,87028,255,2,12,689
14126,689,87029,255,2,12,689
14127,689,87030,255,2,12,689
14128,689,87031,255,2,12,689
14129,689,86749,255,2,16,689
14130,689,86750,255,2,16,689
14131,689,86751,255,2,16,689
14132,682,87040,255,2,12,682
14133,682,87041,255,2,12,682
14134,682,87042,255,2,12,682
14135,682,87043,255,2,12,682
14136,682,86759,255,2,16,682
14137,682,86760,255,2,16,682
14138,682,86761,255,2,16,682
14139,682,86762,255,2,16,682
14140,682,86763,255,2,16,682
14141,682,86764,255,2,16,682
14142,682,86765,255,2,16,682
14143,682,86766,255,2,16,682
14144,682,86767,255,2,16,682
14145,682,86768,255,2,16,682
14146,682,86769,255,2,16,682
14147,682,86770,255,2,16,682
14148,682,87032,255,2,12,682
14149,682,87033,255,2,12,682
14150,682,87034,255,2,12,682
14151,682,87035,255,2,12,682
14152,682,87036,255,2,12,682
14153,682,87037,255,2,12,682
14154,682,87038,255,2,12,682
14155,682,87039,255,2,12,682
14156,687,86784,255,2,16,687
14157,687,86785,255,2,16,687
14158,687,86786,255,2,16,687
14159,687,86787,255,2,16,687
14161,687,86788,255,2,16,687
14162,687,87045,255,2,12,687
14163,687,87046,255,2,12,687
14164,687,87047,255,2,12,687
14165,687,87048,255,2,12,687
14166,687,87049,255,2,12,687
14167,687,87050,255,2,12,687
14168,687,87051,255,2,12,687
14169,687,87052,255,2,12,687
14170,687,87053,255,2,12,687
14171,687,87054,255,2,12,687
14172,687,87055,255,2,12,687
14173,687,87056,255,2,12,687
14174,687,86776,255,2,16,687
14175,687,86777,255,2,16,687
14176,687,86778,255,2,16,687
14177,687,86779,255,2,16,687
14178,687,86780,255,2,16,687
14179,687,86781,255,2,16,687
14181,687,86783,255,2,16,687
14182,726,86789,255,2,16,726
14183,726,86790,255,2,16,726
14184,726,86791,255,2,16,726
14185,726,86792,255,2,16,726
14187,726,86794,255,2,16,726
14188,726,86795,255,2,16,726
14189,726,86796,255,2,16,726
14190,726,86797,255,2,16,726
14191,726,86798,255,2,16,726
14192,726,86799,255,2,16,726
14193,726,86800,255,2,16,726
14194,726,87057,255,2,12,726
14195,726,87058,255,2,12,726
14196,726,87059,255,2,12,726
14198,726,87061,255,2,12,726
14199,726,87062,255,2,12,726
14200,726,87063,255,2,12,726
14201,726,87064,255,2,12,726
14202,726,87065,255,2,12,726
14203,726,87066,255,2,12,726
14204,726,87067,255,2,12,726
14205,726,87068,255,2,12,726
14206,677,87825,255,2,12,677
14207,677,86801,255,2,16,677
14208,677,87826,255,2,16,677
14209,677,86802,255,2,16,677
14210,677,86803,255,2,16,677
14211,677,86804,255,2,16,677
14212,677,86805,255,2,16,677
14213,677,86806,255,2,16,677
14214,677,86807,255,2,16,677
14215,677,86808,255,2,16,677
14216,677,86809,255,2,16,677
14217,677,86810,255,2,16,677
14218,677,87069,255,2,12,677
14219,677,87070,255,2,12,677
14220,677,87071,255,2,12,677
14221,677,87072,255,2,12,677
14222,677,87073,255,2,12,677
14223,677,87074,255,2,12,677
14224,677,87075,255,2,12,677
14225,677,87076,255,2,12,677
14226,677,87077,255,2,12,677
14227,677,87078,255,2,12,677
14228,745,86854,255,2,16,745
14229,745,87822,255,2,12,745
14230,745,87823,255,2,16,745
14231,745,86811,255,2,16,745
14232,745,86812,255,2,16,745
14233,745,86813,255,2,16,745
14234,745,86814,255,2,16,745
14235,745,86943,255,2,12,745
14236,745,86815,255,2,16,745
14237,745,86944,255,2,12,745
14238,745,86816,255,2,16,745
14239,745,86945,255,2,12,745
14240,745,86817,255,2,16,745
14241,745,86946,255,2,12,745
14242,745,86818,255,2,16,745
14243,745,86947,255,2,12,745
14244,745,86819,255,2,16,745
14245,745,86948,255,2,12,745
14246,745,86949,255,2,12,745
14247,745,86950,255,2,12,745
14248,745,86951,255,2,12,745
14249,745,86952,255,2,12,745
14254,744,86820,255,2,16,744
14256,744,86821,255,2,16,744
14258,744,86822,255,2,16,744
14260,744,86823,255,2,16,744
14262,744,86824,255,2,16,744
14264,744,86825,255,2,16,744
14265,744,86826,255,2,16,744
14266,744,86827,255,2,16,744
14267,744,86828,255,2,16,744
14268,744,86829,255,2,16,744
14271,713,86830,255,2,16,713
14272,713,86831,255,2,16,713
14273,713,86832,255,2,16,713
14274,713,86833,255,2,16,713
14275,713,86834,255,2,16,713
14276,713,86963,255,2,12,713
14277,713,86835,255,2,16,713
14278,713,86964,255,2,12,713
14279,713,86836,255,2,16,713
14280,713,86965,255,2,12,713
14281,713,86837,255,2,16,713
14282,713,86966,255,2,12,713
14283,713,86838,255,2,16,713
14284,713,86967,255,2,12,713
14285,713,86839,255,2,16,713
14286,713,86968,255,2,12,713
14287,713,86840,255,2,16,713
14288,713,86969,255,2,12,713
14289,713,86970,255,2,12,713
14290,713,86971,255,2,12,713
14291,713,86972,255,2,12,713
14292,713,86973,255,2,12,713
14303,744,86953,255,2,12,744
14304,744,86954,255,2,12,744
14305,744,86955,255,2,12,744
14306,744,86956,255,2,12,744
14307,744,86957,255,2,12,744
14308,744,86958,255,2,12,744
14309,744,86959,255,2,12,744
14310,744,86960,255,2,12,744
14311,744,86961,255,2,12,744
14312,744,86962,255,2,12,744
14313,741,86912,255,2,16,741
14314,741,86976,255,2,12,741
14315,741,86977,255,2,12,741
14316,741,86978,255,2,12,741
14317,741,86851,255,2,16,741
14318,741,86979,255,2,12,741
14319,741,86852,255,2,16,741
14320,741,86980,255,2,12,741
14321,741,86853,255,2,16,741
14322,741,86855,255,2,16,741
14323,741,89255,255,2,12,741
14324,741,86856,255,2,16,741
14325,741,89256,255,2,12,741
14326,741,89257,255,2,12,741
14327,741,89270,255,2,16,741
14328,741,89271,255,2,16,741
14329,741,89272,255,2,16,741
14330,741,86974,255,2,12,741
14331,741,86911,255,2,16,741
14332,741,86975,255,2,12,741
14333,737,89252,255,2,12,737
14334,737,86981,255,2,12,737
14335,737,89253,255,2,12,737
14336,737,86982,255,2,12,737
14337,737,89254,255,2,12,737
14338,737,86983,255,2,12,737
14339,737,86984,255,2,12,737
14340,737,86857,255,2,16,737
14341,737,86985,255,2,12,737
14342,737,86858,255,2,16,737
14343,737,86986,255,2,12,737
14344,737,86859,255,2,16,737
14345,737,86987,255,2,12,737
14346,737,86860,255,2,16,737
14347,737,86861,255,2,16,737
14348,737,86862,255,2,16,737
14349,737,86863,255,2,16,737
14350,737,89267,255,2,16,737
14351,737,89268,255,2,16,737
14352,737,89269,255,2,16,737
14353,743,89249,255,2,12,743
14354,743,89250,255,2,12,743
14355,743,89251,255,2,12,743
14356,743,86988,255,2,12,743
14357,743,86989,255,2,12,743
14358,743,86990,255,2,12,743
14359,743,86991,255,2,12,743
14360,743,89264,255,2,16,743
14361,743,86864,255,2,16,743
14362,743,89265,255,2,16,743
14363,743,86865,255,2,16,743
14364,743,89266,255,2,16,743
14365,743,86866,255,2,16,743
14366,743,86867,255,2,16,743
14367,683,86868,255,2,16,683
14368,683,86869,255,2,16,683
14369,683,86870,255,2,16,683
14370,683,86871,255,2,16,683
14371,683,86872,255,2,16,683
14372,683,86873,255,2,16,683
14373,683,86874,255,2,16,683
14374,683,86875,255,2,16,683
14375,683,86876,255,2,16,683
14376,683,86877,255,2,16,683
14377,683,86878,255,2,16,683
