id,index,trigger_type,cooldown_charges,cooldown_duration,cooldown_group_duration,cooldown_group,id_spell,id_specialization,id_parent
10628,0,0,-1,0,3000,79,53760,0,46377
10629,0,0,-1,0,3000,79,54212,0,46378
10630,0,0,-1,0,3000,79,53758,0,46379
10631,0,0,-1,1500,-1,0,65258,0,46380
10632,0,0,-1,1500,-1,0,65265,0,46382
10633,0,0,0,10000,-1,0,65273,0,46385
10634,0,0,0,1500,-1,0,65300,0,46388
10635,0,0,-1,-1,-1,0,65514,0,46389
10636,0,0,-1,0,1000,11,5006,0,46392
10637,0,0,0,1500,-1,0,65353,0,46396
10638,0,0,0,1500,-1,0,65352,0,46397
10639,0,0,-1,-1,-1,0,55884,0,46398
10640,1,6,0,-1,-1,0,65358,0,46398
10641,0,0,-1,0,1000,59,69560,0,46399
10642,0,0,-1,0,1000,59,69561,0,46400
10643,0,0,-1,0,1000,59,69561,0,46401
10644,0,0,-1,0,1000,59,69560,0,46402
10645,0,0,-1,0,1000,59,65363,0,46403
10646,0,0,-1,-1,-1,0,55884,0,46544
10647,1,6,0,-1,-1,0,65382,0,46544
10648,0,0,-1,-1,-1,0,55884,0,46545
10649,1,6,0,-1,-1,0,65381,0,46545
10650,0,0,0,30000,-1,0,65361,0,46546
10651,0,0,-1,0,1000,11,433,0,46690
10652,0,0,-1,0,1000,11,215752,0,46691
10653,0,0,-1,15000,-1,0,65357,0,46693
10654,0,0,0,-1,-1,0,65426,0,46696
10655,0,0,-1,-1,-1,0,65433,0,46701
10656,0,0,-1,-1,-1,0,65435,0,46702
10659,0,0,-1,-1,3000,330,55884,0,46708
10660,1,6,0,-1,-1,0,64927,0,46708
10661,0,0,0,30000,-1,0,65451,0,46709
10664,0,0,-1,300000,-1,0,65460,0,46711
10665,0,0,0,1500,-1,0,65455,0,46716
10666,0,0,-1,30000,-1,0,65393,0,46718
10667,0,0,0,1500,-1,0,65517,0,46719
10668,0,0,0,2500,-1,0,65535,0,46720
10669,0,0,0,10000,-1,0,65580,0,46722
10670,0,1,0,-1,-1,0,66304,0,46723
10671,0,0,200,0,1000,133,67533,0,46725
10672,0,5,0,-1,-1,0,65595,0,46726
10673,0,1,0,-1,-1,0,65607,0,46735
10674,0,0,0,10000,-1,0,65622,0,46739
10715,0,0,-1,1000,-1,0,65673,0,46765
10716,0,0,-1,1000,-1,0,65683,0,46766
10717,0,0,-1,-1,-1,0,55884,0,46767
10718,1,6,0,-1,-1,0,65682,0,46767
10719,0,0,0,1500,-1,0,65739,0,46776
10720,0,0,0,120000,-1,0,65740,0,46777
10721,0,0,-1,-1,3000,330,55884,0,46778
10722,1,6,0,0,0,0,65917,0,46778
10723,0,0,-1,1000,-1,0,65745,0,46779
10724,0,0,0,1800000,-1,0,65783,0,46780
10725,0,0,0,10000,-1,0,65752,0,46781
10726,0,0,0,60000,-1,0,65751,0,46782
10727,0,0,-1,1000,-1,11,65780,0,46783
10728,0,0,-1,0,1000,11,433,0,46784
10729,0,0,1,5000,0,0,65849,0,46785
10730,0,0,-1,5000,-1,0,65849,0,46789
10731,0,0,-1,0,1000,11,433,0,46793
10732,0,0,-1,0,1000,11,433,0,46796
10733,0,0,-1,0,1000,11,433,0,46797
10734,0,0,0,30000,-30000,0,65953,0,46798
10735,0,1,0,-1,-1,0,66303,0,46800
10736,0,0,-1,-1,-1,0,55884,0,46802
10737,1,6,0,-1,-1,0,66030,0,46802
10748,0,0,-1,-1,3000,330,55884,0,46813
10749,1,6,0,-1,-1,0,66087,0,46813
10750,0,0,-1,-1,3000,330,55884,0,46814
10751,1,6,0,-1,-1,0,66088,0,46814
10752,0,0,-1,-1,3000,330,55884,0,46815
10753,1,6,0,-1,-1,0,66090,0,46815
10754,0,0,-1,-1,3000,330,55884,0,46816
10755,1,6,0,-1,-1,0,66091,0,46816
10756,0,0,-1,-1,-1,0,55884,0,46820
10757,1,6,0,-1,-1,0,66096,0,46820
10758,0,0,-1,-1,-1,0,55884,0,46821
10759,1,6,0,-1,-1,0,66096,0,46821
10760,0,1,0,-1,-1,0,66303,0,46824
10761,0,0,-1,-1,-1,0,66165,0,46829
10762,0,0,-1,1500,-1,0,55884,0,46831
10763,1,6,0,-1,-1,0,66175,0,46831
10764,0,0,0,60000,-1,0,66204,0,46838
10765,2,0,0,0,1000,1091,196079,0,46839
10768,1,0,0,1800000,-1,0,66238,0,46842
10769,0,0,0,-1,180000,1246,66241,0,46843
10770,0,0,-1,1000,-1,0,52410,0,46845
10771,1,5,0,-1,-1,0,52418,0,46845
10774,0,0,0,20000,-1,0,66280,0,46853
10775,0,0,0,5000,-1,0,66393,0,46856
10776,0,0,0,30000,-1,0,65393,0,46861
10777,0,0,0,1500,-1,0,66390,0,46870
10778,0,0,0,1800000,-1,0,66238,0,46874
10779,0,0,0,1500,-1,0,66474,0,46885
10780,0,0,-1,0,1000,11,66476,0,46887
10781,0,0,-1,-1,-1,0,66486,0,46888
10782,0,0,-1,-1,-1,0,55884,0,46892
10783,1,6,0,-1,-1,0,63318,0,46892
10784,0,0,0,1500,-1,0,66512,0,46893
10785,0,0,0,-1,-1,0,55884,0,46894
10786,1,6,0,-1,-1,0,66520,0,46894
10787,0,0,-1,-1,-1,0,66531,0,46895
10794,0,0,-1,-1,-1,0,483,0,46900
10795,1,6,0,-1,-1,0,66556,0,46900
10800,0,0,-1,-1,-1,0,483,0,46903
10801,1,6,0,-1,-1,0,66556,0,46903
10806,0,0,-1,-1,-1,0,483,0,46906
10807,1,6,0,-1,-1,0,53981,0,46906
10808,0,0,-1,-1,-1,0,483,0,46907
10809,1,6,0,-1,-1,0,66439,0,46907
10810,0,0,-1,-1,-1,0,483,0,46908
10811,1,6,0,-1,-1,0,66441,0,46908
10814,0,0,-1,-1,-1,0,483,0,46910
10815,1,6,0,-1,-1,0,66442,0,46910
10822,0,0,-1,-1,-1,0,483,0,46914
10823,1,6,0,-1,-1,0,66445,0,46914
10832,0,0,-1,-1,-1,0,483,0,46919
10833,1,6,0,-1,-1,0,66448,0,46919
10836,0,0,-1,-1,-1,0,483,0,46921
10837,1,6,0,-1,-1,0,66502,0,46921
10848,0,0,-1,-1,-1,0,483,0,46927
10849,1,6,0,-1,-1,0,66498,0,46927
10854,0,0,-1,-1,-1,0,483,0,46930
10855,1,6,0,-1,-1,0,66446,0,46930
10856,0,0,-1,-1,-1,0,483,0,46931
10857,1,6,0,-1,-1,0,66452,0,46931
10862,0,0,-1,-1,-1,0,483,0,46934
10863,1,6,0,-1,-1,0,66557,0,46934
10866,0,0,-1,-1,-1,0,483,0,46936
10867,1,6,0,-1,-1,0,66432,0,46936
10872,0,0,-1,-1,-1,0,483,0,46939
10873,1,6,0,-1,-1,0,66556,0,46939
10874,0,0,-1,-1,-1,0,483,0,46940
10875,1,6,0,-1,-1,0,66338,0,46940
10882,0,0,-1,-1,-1,0,483,0,46944
10883,1,6,0,-1,-1,0,66431,0,46944
10884,0,0,-1,-1,-1,0,483,0,46945
10885,1,6,0,-1,-1,0,66573,0,46945
10886,0,0,-1,-1,-1,0,483,0,46946
10887,1,6,0,-1,-1,0,66573,0,46946
10888,0,0,-1,-1,-1,0,483,0,46947
10889,1,6,0,-1,-1,0,66556,0,46947
10902,0,0,0,1000,-1,0,66588,0,46954
10905,0,0,0,1500,-1,0,66642,0,47006
10908,0,0,-1,-1,-1,0,483,0,47008
10909,1,6,0,-1,-1,0,66573,0,47008
10910,0,0,0,1500,-1,0,66621,0,47009
10913,0,0,-1,-1,-1,0,483,0,47011
10914,1,6,0,-1,-1,0,53946,0,47011
10915,0,0,-1,-1,-1,0,483,0,47012
10916,1,6,0,-1,-1,0,66581,0,47012
10919,0,0,-1,-1,-1,0,483,0,47016
10920,1,6,0,-1,-1,0,66585,0,47016
10933,0,0,-1,-1,-1,0,483,0,47023
10934,1,6,0,-1,-1,0,66584,0,47023
10935,0,0,0,1500,-1,0,66661,0,47029
10938,0,0,0,1500,-1,0,66719,0,47033
10939,0,0,-1,1500,-1,0,66741,0,47036
10940,0,1,0,-1,-1,0,67698,0,47041
10941,0,1,0,-1,-1,0,67752,0,47059
10942,0,0,0,180000,180000,1190,67699,0,47080
10943,0,0,0,180000,180000,1190,67753,0,47088
10944,0,0,-1,-1,3000,330,55884,0,47100
10945,1,6,0,0,0,0,66847,0,47100
10946,0,0,-1,-1,3000,330,55884,0,47101
10947,1,6,0,0,0,0,66846,0,47101
10948,0,1,0,-1,-1,0,67702,0,47115
10949,0,1,0,-1,-1,0,67771,0,47131
10950,0,0,-1,-1,3000,330,55884,0,47179
10951,1,6,0,-1,-1,0,66906,0,47179
10952,0,0,-1,-1,3000,330,55884,0,47180
10953,1,6,0,-1,-1,0,67466,0,47180
10954,0,1,0,-1,-1,0,67712,0,47182
10955,0,1,0,-1,-1,0,67758,0,47188
10956,0,1,0,-1,-1,0,67670,0,47213
10957,0,1,0,-1,-1,0,67672,0,47214
10958,0,1,0,-1,-1,0,67667,0,47215
10959,0,1,0,-1,-1,0,67653,0,47216
10960,0,1,0,-1,-1,0,67698,0,47271
10961,0,0,0,180000,180000,1190,67699,0,47290
10962,0,1,0,-1,-1,0,67702,0,47303
10963,0,1,0,-1,-1,0,67712,0,47316
10964,0,1,0,-1,-1,0,67752,0,47432
10965,0,0,0,180000,180000,1190,67753,0,47451
10966,0,1,0,-1,-1,0,67771,0,47464
10967,0,1,0,-1,-1,0,67758,0,47477
10968,0,0,-1,-1,-1,0,67056,0,47541
11041,0,0,0,120000,20000,1141,67738,0,47725
11042,0,0,0,120000,20000,1141,67736,0,47726
11043,0,0,0,120000,20000,0,67728,0,47727
11044,0,0,0,120000,20000,1141,67726,0,47728
11045,0,0,0,120000,20000,1141,67695,0,47734
11046,0,0,0,120000,-1,0,67694,0,47735
11047,0,0,-30,60000,0,0,67324,0,47828
11048,0,0,-1,-1,3000,330,55884,0,47840
11049,1,6,0,-1,-1,0,67336,0,47840
11052,0,0,0,120000,20000,1141,67736,0,47879
11053,0,0,0,120000,20000,1141,67726,0,47880
11054,0,0,0,120000,20000,1141,67738,0,47881
11055,0,0,0,120000,-10,0,67728,0,47882
11056,0,0,0,120000,20000,1141,67744,0,47946
11057,0,0,0,120000,20000,1141,67740,0,47947
11058,0,0,0,120000,20000,1141,67747,0,47948
11059,0,0,0,120000,20000,0,67742,0,47949
11060,0,0,0,120000,20000,1141,67744,0,48018
11061,0,0,0,120000,20000,1141,67740,0,48019
11062,0,0,0,120000,20000,1141,67747,0,48020
11063,0,0,0,120000,-10,0,67742,0,48021
11064,0,0,0,1500,-1,0,67362,0,48104
11065,0,0,-1,3000,-1,0,67402,0,48106
11066,0,0,0,3000,-1,0,67410,0,48110
11067,0,0,-1,-1,-1,0,55884,0,48112
11068,1,6,0,-1,-1,0,67413,0,48112
11069,0,0,-1,-1,-1,0,55884,0,48114
11070,1,6,0,-1,-1,0,67414,0,48114
11071,0,0,-1,-1,-1,0,55884,0,48116
11072,1,6,0,-1,-1,0,67415,0,48116
11073,0,0,-1,-1,-1,0,55884,0,48118
11074,1,6,0,-1,-1,0,67416,0,48118
11075,0,0,-1,-1,-1,0,55884,0,48120
11076,1,6,0,-1,-1,0,67417,0,48120
11077,0,0,-1,-1,-1,0,55884,0,48122
11078,1,6,0,-1,-1,0,67418,0,48122
11079,0,0,-1,-1,-1,0,55884,0,48124
11080,1,6,0,-1,-1,0,67419,0,48124
11081,0,0,-1,-1,-1,0,55884,0,48126
11082,1,6,0,-1,-1,0,67420,0,48126
11083,0,0,0,3000,-1,0,67501,0,48249
11084,0,0,-1,-1,-1,0,55884,0,48527
11085,1,6,0,-1,-1,0,67527,0,48527
11086,0,0,-1,-1,-1,0,67538,0,48601
11087,0,0,0,60000,-1,0,67569,0,48665
11088,0,1,0,-1,-1,0,57353,0,48677
11089,0,1,0,-1,-1,0,57353,0,48683
11090,0,1,0,-1,-1,0,57353,0,48685
11091,0,1,0,-1,-1,0,57353,0,48687
11092,0,1,0,-1,-1,0,57353,0,48689
11093,0,1,0,-1,-1,0,57353,0,48691
11094,0,0,0,1500,-1,0,67807,0,48707
11095,0,1,0,-1,-1,0,14595,0,48718
11098,0,0,0,120000,20000,1141,67683,0,48722
11099,0,0,0,120000,20000,1141,67684,0,48724
11100,0,0,0,5000,-1,0,67682,0,48768
11101,0,0,-1,3000,-1,0,67733,0,48857
11102,0,0,0,14400000,-1,0,67833,0,48933
11103,0,0,0,1500,-1,0,67435,0,48935
11104,0,0,-1,3000,-1,0,67785,0,48943
11105,0,0,0,600000,0,0,67799,0,48945
11106,0,0,-1,3000,-1,0,67829,0,48953
11107,1,0,0,1800000,1800000,1212,54406,0,48954
11108,1,0,0,1800000,1800000,1212,54406,0,48955
11109,1,0,0,1800000,1800000,1212,54406,0,48956
11110,1,0,0,1800000,1800000,1212,54406,0,48957
11111,0,0,0,3000,-1,0,94215,0,49014
11112,0,0,0,1000,-1,0,67917,0,49028
11113,0,0,0,15000,-1,0,67922,0,49038
11114,0,0,0,3600000,0,0,67826,0,49040
11115,0,0,-1,15000,-1,0,67923,0,49042
11116,0,0,-1,-1,3000,330,55884,0,49044
11117,1,6,0,-1,-1,0,68057,0,49044
11118,0,0,-1,-1,3000,330,55884,0,49046
11119,1,6,0,0,0,0,68056,0,49046
11122,0,0,0,-1,-1,0,68167,0,49064
11123,0,1,0,-1,-1,0,33648,0,49074
11124,0,1,0,-1,-1,0,60063,0,49076
11125,0,1,0,-1,-1,0,33953,0,49078
11126,0,0,0,120000,-1,0,68443,0,49080
11129,0,5,0,-1,-1,0,68171,0,49088
11130,0,5,0,-1,-1,0,68181,0,49092
11131,0,0,-1,-1,3000,330,55884,0,49096
11132,1,6,0,-1,-1,0,68187,0,49096
11133,0,0,-1,-1,3000,330,55884,0,49098
11134,1,6,0,-1,-1,0,68188,0,49098
11135,0,0,-1,3000,-1,0,68201,0,49102
11136,0,0,0,1500,-1,0,68211,0,49108
11139,0,0,0,600000,60000,94,68271,0,49116
11140,0,0,0,600000,60000,94,68270,0,49118
11141,0,0,0,30000,-1,0,43873,0,49126
11142,1,0,0,600000,60000,94,50070,0,49128
11143,0,0,0,1000,-1,0,68283,0,49132
11144,0,0,0,3000,-1,0,68290,0,49138
11145,0,0,0,5000,-1,0,68304,0,49144
11146,0,0,0,5000,-1,0,68355,0,49150
11147,0,5,0,-1,-1,0,68413,0,49168
11148,0,0,0,30000,-1,0,68422,0,49176
11149,0,0,-1,-1,-1,0,483,0,49177
11150,1,6,0,-1,-1,0,54197,0,49177
11151,0,0,-1,-1,-1,0,68490,0,49194
11152,0,0,0,3000,-1,0,68524,0,49199
11153,0,1,0,-1,-1,0,68531,0,49201
11154,0,0,-1,1000,-1,0,69094,0,49202
11155,0,0,0,-1,1000,0,97058,0,49210
11156,0,0,0,-1,1000,0,97057,0,49212
11157,0,0,0,-1,1000,0,97115,0,49215
11158,0,0,0,-1,1000,0,97116,0,49216
11159,0,0,0,3000,-1,0,68524,0,49219
11160,0,0,-1,-1,-1,0,68565,0,49223
11161,0,0,-1,-1,-1,0,68566,0,49224
11162,0,0,-1,-1,-1,0,68567,0,49225
11163,0,0,0,5000,-1,0,68662,0,49228
11164,0,0,0,180000,180000,0,68682,0,49240
11165,0,0,-1,0,1000,11,433,0,49253
11166,0,0,-1,0,1000,59,430,0,49254
11169,0,0,-1,-1,3000,330,55884,0,49282
11170,1,6,0,0,0,0,51412,0,49282
11171,0,0,-1,-1,3000,330,55884,0,49283
11172,1,6,0,0,0,0,42776,0,49283
11173,0,0,-1,-1,3000,330,55884,0,49284
11174,1,6,0,0,0,0,42777,0,49284
11175,0,0,-1,-1,3000,330,55884,0,49285
11176,1,6,0,-1,-1,0,46197,0,49285
11177,0,0,-1,-1,3000,330,55884,0,49286
11178,1,6,0,-1,-1,0,46199,0,49286
11179,0,0,-1,-1,-1,0,55884,0,49287
11180,1,6,0,-1,-1,0,68767,0,49287
11181,0,0,-1,-1,-1,0,68769,0,49288
11182,0,0,-1,-1,-1,0,68768,0,49289
11183,0,0,-1,-1,3000,330,55884,0,49290
11184,1,6,0,0,0,0,65917,0,49290
11185,0,1,0,-1,-1,0,265310,0,49296
11186,0,2,0,-1,-1,0,69211,0,49297
11187,0,2,0,-1,-1,0,144230,0,49301
11190,0,1,0,-1,-1,0,265317,0,49303
11191,0,0,0,900000,60000,94,69206,0,49308
11192,0,0,-1,-1,-1,0,55884,0,49343
11193,1,6,0,-1,-1,0,68810,0,49343
11194,0,0,0,600000,60000,94,68887,0,49349
11195,0,0,0,20000,-1,0,68007,0,49350
11196,0,0,0,15000,-1,0,68529,0,49351
11197,0,0,0,15000,-1,0,68530,0,49352
11198,0,5,0,-1,-1,0,69083,0,49355
11199,0,0,-1,0,1000,59,431,0,49360
11200,0,0,-1,0,1000,11,434,0,49361
11203,0,0,-1,0,1000,59,431,0,49365
11204,0,0,0,60000,-1,0,69054,0,49368
11205,0,5,0,-1,-1,0,69093,0,49369
11206,0,0,-1,-1,-1,0,69071,0,49372
11207,0,0,-1,-1,-1,0,69072,0,49373
11208,0,0,-1,-1,-1,0,69073,0,49374
11209,0,5,0,-1,-1,0,69083,0,49376
11210,0,0,-1,0,1000,11,434,0,49397
11211,0,0,-1,0,1000,59,431,0,49398
11212,0,2,0,-1,-1,0,69180,0,49437
11213,0,2,0,-1,-1,0,69181,0,49465
11214,0,0,0,900000,60000,94,69206,0,49490
11215,0,1,0,-1,-1,0,265327,0,49495
11218,0,2,0,-1,-1,0,21179,0,49497
11219,0,2,0,-1,-1,0,69212,0,49500
11220,0,1,0,-1,-1,0,265331,0,49501
11221,0,0,-1,-1,-1,0,69217,0,49533
11222,0,5,0,-1,-1,0,69093,0,49538
11223,0,0,0,-1,-1,0,69228,0,49539
11224,0,0,0,2500,-1,0,69230,0,49596
11225,0,0,-1,0,1000,11,434,0,49600
11226,0,0,-1,0,1000,59,431,0,49601
11227,0,0,-1,0,1000,59,201312,0,49602
11228,0,0,-1,0,1000,11,434,0,49603
11229,0,0,0,-1,-1,0,69303,0,49611
11231,0,1,0,-1,-1,0,71903,0,49623
11232,0,0,0,60000,-1,0,69310,0,49629
11238,0,7,0,-1,-1,0,69437,0,49642
11239,0,0,-1,-1,-1,0,55884,0,49646
11240,1,6,0,-1,-1,0,69452,0,49646
11241,0,0,0,-1,-1,0,69453,0,49647
11242,0,0,-1,-1,-1,0,69466,0,49649
11243,0,0,-1,-1,-1,0,69390,0,49651
11244,0,0,-1,-1,-1,0,69340,0,49652
11245,0,0,-1,0,1000,0,69531,0,49655
11246,0,5,0,-1,-1,0,69510,0,49661
11247,0,0,-1,-1,-1,0,55884,0,49662
11248,1,6,0,-1,-1,0,69535,0,49662
11249,0,0,-1,-1,-1,0,55884,0,49663
11250,1,6,0,-1,-1,0,69536,0,49663
11251,0,0,0,-1,-1,0,55884,0,49664
11252,1,6,0,-1,-1,0,69539,0,49664
11253,0,0,-1,-1,-1,0,55884,0,49665
11254,1,6,0,-1,-1,0,69541,0,49665
11255,0,0,0,0,1000,1142,69445,0,49668
11256,0,0,0,0,1000,1142,69563,0,49669
11257,0,0,0,0,1000,1142,69489,0,49670
11258,0,0,0,10000,-1,0,69624,0,49679
11259,0,0,0,10000,-1,0,69648,0,49685
11260,0,0,-1,-1,-1,0,69695,0,49692
11261,0,0,-1,-1,-1,0,55884,0,49693
11262,1,6,0,-1,-1,0,69677,0,49693
11263,0,0,-1,10000,-1,0,69743,0,49700
11264,0,0,0,6000,-1,0,69744,0,49701
11265,0,0,-1,-500,-1,0,69757,0,49702
11266,0,0,0,30000,0,0,30161,0,49703
11267,0,0,0,600000,0,0,30167,0,49704
11268,0,0,-1,-1,-1,0,69838,0,49723
11269,0,5,0,-1,-1,0,69858,0,49742
11270,0,0,0,5000,-1,0,69855,0,49743
11271,0,0,-1,-1,-1,0,69947,0,49765
11272,0,5,0,0,-1,0,70013,0,49766
11274,0,0,0,60000,-1,0,70155,0,49782
11275,0,0,-1,0,1000,1142,70233,0,49856
11276,0,0,-1,0,1000,1142,70234,0,49857
11277,0,0,-1,0,1000,1142,70235,0,49858
11278,0,0,-1,0,1000,1142,70242,0,49859
11279,0,0,-1,0,1000,1142,70244,0,49860
11280,0,0,-1,0,1000,1142,70243,0,49861
11281,0,0,0,30000,5000,0,70287,0,49865
11282,0,0,-1,0,-1,0,70477,0,49879
11283,0,0,0,10000,-1,0,70476,0,49880
11284,0,0,-1,-1,-1,0,3366,0,49881
11285,0,0,0,3000,-1,0,70458,0,49882
11286,0,0,-1,1500,-1,0,70478,0,49884
11287,0,0,0,5000,-1,0,68280,0,49887
11288,0,1,0,-1,-1,0,71168,0,49888
11289,0,0,-1,0,-1,0,70548,0,49889
11290,0,0,-1,-1,-1,0,55884,0,49912
11291,1,6,0,-1,-1,0,70613,0,49912
11292,0,0,-1,-1,-1,0,69922,0,49920
11293,0,0,-1,0,1000,27,70771,0,49936
11294,0,0,-1,0,1000,27,70771,0,49937
11295,0,0,-1,0,1000,27,70774,0,49938
11296,0,0,-1,0,1000,27,70774,0,49939
11297,0,0,-1,0,1000,27,70777,0,49940
11298,0,0,-1,0,1000,27,70777,0,49941
11299,0,0,-1,0,1000,27,70779,0,49942
11300,0,0,-1,0,1000,27,70779,0,49943
11301,0,0,0,60000,-1,0,70797,0,49944
11302,0,0,0,5000,-1,0,70813,0,49948
11339,0,1,0,-1,-1,0,71880,0,49982
11340,0,1,0,-1,-1,0,71845,0,49992
11341,0,1,0,-1,-1,0,71865,0,50028
11342,0,0,0,5000,-1,0,70885,0,50031
11343,0,1,0,-1,-1,0,71835,0,50034
11344,0,1,0,-1,-1,0,71876,0,50035
11347,0,0,0,8000,-1,0,70927,0,50053
11348,0,0,-1,0,1000,27,70884,0,50076
11351,0,0,-1,0,1000,27,70884,0,50091
11352,0,0,-1,0,1000,27,70884,0,50092
11353,0,0,-1,0,1000,27,70884,0,50093
11354,0,0,0,5000,-1,0,71030,0,50128
11355,0,0,-1,-1,-1,0,71024,0,50130
11356,0,0,0,5000,5000,0,70192,0,50131
11357,0,0,0,60000,-1,0,71061,0,50134
11358,0,0,-1,0,1000,1142,71087,0,50163
11359,0,0,-1,60000,-1,79,71092,0,50164
11364,0,1,0,-1,-1,0,71871,0,50179
11365,0,1,0,-1,-1,0,71404,0,50198
11366,0,0,0,8000,-1,0,70456,0,50218
11367,0,0,0,1000,-1,0,70631,0,50220
11368,0,0,0,5000,-1,0,56576,0,50232
11369,0,0,0,180000,180000,1190,71569,0,50235
11370,0,0,0,-1,-1,0,71421,0,50237
11373,0,1,0,-1,-1,0,71168,0,50251
11374,0,1,0,-1,-1,0,71354,0,50255
11375,0,1,0,-1,-1,0,71168,0,50256
11376,0,0,0,180000,20000,1141,71563,0,50259
11381,0,0,-1,-1,-1,0,71466,0,50307
11382,0,0,0,30000,-1,0,71388,0,50334
11383,0,0,-1,-1,-1,0,59934,0,50335
11384,0,0,-1,-1,-1,0,59936,0,50336
11385,0,0,-1,-1,-1,0,59941,0,50337
11386,0,0,-1,-1,-1,0,59937,0,50338
11387,0,0,0,120000,-1,0,71565,0,50339
11388,0,1,0,-1,-1,0,71571,0,50340
11389,0,1,0,-1,-1,0,71576,0,50341
11390,0,1,0,-1,-1,0,71402,0,50342
11391,0,1,0,-1,-1,0,71540,0,50343
11392,0,1,0,-1,-1,0,71578,0,50344
11393,0,1,0,-1,-1,0,71573,0,50345
11394,0,0,0,120000,-10,0,71574,0,50346
11395,0,1,0,-1,-1,0,71645,0,50348
11396,0,1,0,-1,-1,0,71640,0,50349
11397,0,1,0,-1,-1,0,71406,0,50351
11398,0,1,0,-1,-1,0,71634,0,50352
11399,0,1,0,-1,-1,0,71602,0,50353
11400,0,0,0,120000,-1,0,71607,0,50354
11401,0,1,0,-1,-1,0,71397,0,50355
11402,0,0,0,120000,20000,0,71586,0,50356
11403,0,0,0,120000,20000,1141,71579,0,50357
11404,0,1,0,-1,-1,0,71585,0,50358
11405,0,1,0,-1,-1,0,71611,0,50359
11406,0,1,0,-1,-1,0,71606,0,50360
11407,0,0,0,60000,-1,0,71635,0,50361
11408,0,1,0,-1,-1,0,71519,0,50362
11409,0,1,0,-1,-1,0,71562,0,50363
11410,0,0,0,60000,-1,0,71638,0,50364
11411,0,1,0,-1,-1,0,71637,0,50365
11412,0,1,0,-1,-1,0,71642,0,50366
11413,0,5,0,-1,-1,0,71653,0,50375
11414,0,5,0,-1,-1,0,71650,0,50376
11415,0,5,0,-1,-1,0,71581,0,50377
11416,0,5,0,-1,-1,0,71655,0,50378
11417,0,0,0,10000,-1,0,71648,0,50382
11418,0,5,0,-1,-1,0,71581,0,50384
11419,0,5,0,-1,-1,0,71655,0,50386
11420,0,5,0,-1,-1,0,71650,0,50387
11421,0,5,0,-1,-1,0,71653,0,50388
11438,0,0,0,5000,-1,0,71684,0,50405
11441,0,0,0,1000,-1,0,71697,0,50408
11442,0,2,0,-1,-1,0,71838,0,50415
11445,0,0,-1,1000,0,24,71755,0,50422
11446,0,0,0,5000,-1,0,71775,0,50430
11447,0,0,-1,-1,3000,330,55884,0,50435
11448,1,6,0,-1,-1,0,71810,0,50435
11449,0,0,0,-1,-1,0,71349,0,50441
11451,0,0,-1,-1,-1,0,55884,0,50446
11452,1,6,0,-1,-1,0,71840,0,50446
11453,0,0,0,-1,-1,0,71898,0,50465
11454,0,0,0,60000,-1,0,71909,0,50471
11455,0,0,0,5000,-1,0,71914,0,50602
11456,0,1,0,-1,-1,0,71836,0,50638
11457,0,1,0,-1,-1,0,71892,0,50641
11458,0,1,0,-1,-1,0,71846,0,50648
11459,0,1,0,-1,-1,0,71868,0,50685
11460,0,1,0,-1,-1,0,71878,0,50692
11461,0,1,0,-1,-1,0,71545,0,50706
11462,0,1,0,-1,-1,0,71873,0,50708
11463,0,2,0,-1,-1,0,71839,0,50709
11464,0,0,0,120000,-1,0,71646,0,50726
11467,0,0,0,3000,-1,0,71969,0,50742
11468,0,0,0,3000,-1,0,71978,0,50746
11469,0,0,-1,0,0,0,71692,0,50816
11472,0,0,0,5000,0,0,72424,0,50851
11473,0,0,0,900000,60000,94,72770,0,50966
11475,0,0,0,120000,120000,1182,42292,0,51377
11476,0,0,0,120000,120000,1182,42292,0,51378
11477,0,1,0,-1,-1,0,62459,0,51414
11478,1,1,0,-1,-1,0,33830,0,51420
11479,0,1,0,-1,-1,0,61252,0,51426
11480,1,1,0,-1,-1,0,33830,0,51434
11481,0,1,0,-1,-1,0,61255,0,51459
11482,0,1,0,-1,-1,0,44301,0,51464
11483,1,1,0,-1,-1,0,38522,0,51469
11484,0,1,0,-1,-1,0,44300,0,51475
11485,0,1,0,-1,-1,0,44297,0,51483
11486,0,1,0,-1,-1,0,44297,0,51488
11487,1,1,0,-1,-1,0,61249,0,51493
11488,0,1,0,-1,-1,0,32973,0,51498
11489,0,1,0,-1,-1,0,32973,0,51504
11490,0,1,0,-1,-1,0,32973,0,51510
11491,0,1,0,-1,-1,0,33063,0,51537
11492,0,1,0,-1,-1,0,22778,0,51542
11493,0,0,0,-1,-1,0,72520,0,51547
11494,1,0,0,1800000,1800000,1212,54406,0,51557
11495,1,0,0,1800000,1800000,1212,54406,0,51558
11496,1,0,0,1800000,1800000,1212,54406,0,51559
11497,1,0,0,1800000,1800000,1212,54406,0,51560
11498,0,0,0,1500,-1,0,72547,0,51567
11499,0,5,0,-1,-1,0,72652,0,51781
11500,0,0,0,900000,60000,94,72770,0,51887
11501,0,0,-1,-1,3000,330,55884,0,51954
11502,1,6,0,-1,-1,0,72808,0,51954
11503,0,0,-1,-1,3000,330,55884,0,51955
11504,1,6,0,-1,-1,0,72807,0,51955
11505,0,0,-1,-1,-1,0,72853,0,51956
11506,0,0,0,1500,-1,0,72891,0,52013
