id,unk_1,stack_amount,internal_cooldown,proc_chance,proc_charges,id_ppm,proc_flags_1,proc_flags_2,id_parent
6255,0,1,0,101,0,0,0,0,85729
6256,0,1,0,101,0,0,0,0,85732
6257,0,1,0,101,0,0,0,0,85733
6258,0,1,0,101,0,0,0,0,85735
6259,0,1,0,101,0,0,0,0,85736
6261,0,2,500,100,0,0,4112,0,85739
6263,0,0,500,100,0,0,4112,0,12950
6267,0,0,0,101,0,0,0,0,85746
6269,0,1,0,0,0,0,0,0,85764
6272,0,1,0,101,0,0,0,0,85780
6273,0,0,0,101,0,0,4,0,85788
6274,0,20,0,101,0,0,0,0,85791
6275,0,1,0,101,0,0,0,0,85792
6276,0,5,0,101,0,0,0,0,85790
6277,0,1,0,101,0,0,0,0,85838
6278,0,1,0,101,0,0,0,0,85850
6279,0,1,0,101,0,0,0,0,85852
6280,0,1,0,101,0,0,0,0,85853
6281,0,1,0,101,0,0,0,0,85854
6282,0,1,0,101,0,0,0,0,85856
6283,0,10,0,101,0,0,0,0,86028
6284,0,10,0,101,0,0,0,0,86029
6285,0,1,0,101,0,0,0,0,86068
6286,0,1,0,101,0,0,0,0,86076
6287,0,0,0,101,0,0,0,0,86079
6289,0,10,0,101,0,0,0,0,86111
6299,0,100,0,101,0,0,0,0,86214
6301,0,0,0,101,1,0,0,0,86262
6304,0,25,0,101,0,0,0,0,86282
6305,0,1,0,101,0,0,0,0,86286
6306,0,60,0,101,0,0,0,0,86291
6311,0,0,0,30,0,0,340,0,76806
6314,0,1,0,101,0,0,0,0,86411
6315,0,1,0,101,0,0,0,0,86412
6316,0,1,0,101,0,0,0,0,86413
6317,0,1,0,101,0,0,0,0,86453
6318,0,1,0,101,0,0,0,0,86454
6319,0,1,0,101,0,0,0,0,86455
6326,0,10,0,101,0,0,0,0,86533
6328,0,5,0,101,0,0,0,0,86576
6330,0,5,0,101,0,0,0,0,86581
6333,0,0,0,100,0,0,2446676,0,86622
6347,0,0,0,100,0,0,16384,0,86674
6350,0,0,0,101,0,0,0,0,86699
6352,0,0,0,100,0,0,69972,0,86701
6354,0,0,0,100,0,0,69972,0,86703
6356,0,0,0,100,1,0,139776,0,86766
6357,0,5,0,101,0,0,0,0,86785
6358,0,7,0,101,0,0,0,0,86834
6360,0,100,0,101,0,0,0,0,86851
6364,0,5,0,101,0,0,0,0,86872
6375,0,0,5000,30,0,0,2429268,0,86988
6377,0,99,0,101,0,0,0,0,87016
6378,0,0,0,100,1,0,4116,0,87080
6396,0,0,0,100,0,0,2148147880,0,87204
6397,0,0,0,100,0,0,327680,0,81749
6399,0,0,0,101,0,0,0,0,87274
6401,0,0,0,100,1,0,1048576,0,87351
6402,0,1,0,101,0,0,0,0,87360
6403,0,0,0,101,0,0,0,0,87373
6407,0,10,0,101,0,0,4,0,87393
6408,0,1,0,101,0,0,0,0,87395
6409,0,0,0,100,0,0,16384,0,87464
6417,0,5,0,101,0,0,0,0,87490
6418,0,0,0,101,0,0,0,0,87606
6419,0,1,0,101,0,0,0,0,87631
6420,0,250,0,101,0,0,0,0,87649
6421,0,1,0,101,0,0,0,0,87656
6422,0,1,0,101,0,0,0,0,87657
6423,0,5,0,101,0,0,0,0,87683
6425,0,5,0,101,0,0,0,0,87743
6428,0,5,0,101,0,0,0,0,87771
6432,0,0,0,101,0,0,0,0,87864
6433,0,0,0,100,0,0,4,0,87861
6434,0,0,0,100,0,0,4,0,87859
6436,0,0,3000,100,0,0,4,0,87897
6437,0,0,3000,100,0,0,4,0,87900
6438,0,20,0,101,0,0,0,0,87904
6441,0,0,0,101,0,0,0,0,88010
6442,0,0,0,100,1,0,131072,0,88023
6443,0,1,0,101,0,0,0,0,88049
6444,0,3,0,101,0,0,0,0,88050
6445,0,0,0,100,1,0,4,0,88061
6449,0,0,0,101,0,0,0,0,88082
6452,0,20,0,101,0,0,0,0,88182
6453,0,0,0,100,0,0,4,0,88184
6455,0,0,0,100,0,0,4,0,88192
6456,0,0,0,100,0,0,2428948,0,88204
6457,0,0,0,101,0,0,0,0,88253
6459,0,0,0,101,0,0,0,0,88287
6460,0,100,0,101,0,0,0,0,88301
6461,0,0,0,101,0,0,0,0,88350
6462,0,0,0,100,1,0,0,0,88385
6464,0,0,0,101,0,0,0,0,88399
6465,0,0,0,100,0,0,0,0,88408
6468,0,99,0,101,0,0,0,0,88058
6469,0,0,0,100,1,0,87376,0,88448
6472,0,0,0,100,0,0,4,0,88520
6473,0,0,20000,100,0,0,2,0,88166
6474,0,0,20000,100,0,0,2,0,88292
6476,0,0,20000,100,0,0,2,0,88450
6478,0,1,0,101,0,0,0,0,88636
6479,0,1,0,101,0,0,0,0,88637
6480,0,1,0,101,0,0,0,0,88638
6481,0,1,0,101,0,0,0,0,88639
6482,0,1,0,101,0,0,0,0,88640
6483,0,1,0,101,0,0,0,0,88641
6484,0,1,0,101,0,0,0,0,88642
6485,0,1,0,101,0,0,0,0,88643
6486,0,1,0,101,0,0,0,0,88644
6492,0,0,1000,100,0,0,20,0,88736
6493,0,20,0,101,0,0,0,0,88737
6503,0,0,0,101,0,0,0,0,88846
6505,0,1,0,101,0,0,0,0,88859
6506,0,3,0,101,0,0,0,0,88863
6507,0,1,0,101,0,0,0,0,88884
6508,0,100,0,101,0,0,0,0,88942
6509,0,3,0,101,0,0,0,0,88953
6515,0,0,0,100,0,0,340,0,89086
6516,0,0,45000,30,0,0,2424832,0,89088
6521,0,5,0,101,0,0,0,0,89182
6522,0,0,2000,100,0,0,2375680,0,89183
6523,0,99,0,101,0,0,0,0,89212
6526,0,99,0,101,0,0,0,0,89288
6528,0,99,0,101,0,0,0,0,89299
6529,0,2,0,101,0,0,0,0,89312
6530,0,5,0,101,0,0,0,0,89354
6542,0,500,0,101,0,0,0,0,89543
6543,0,1,0,20,0,0,4,0,89555
6544,0,1,0,101,0,0,0,0,89556
6545,0,1,0,101,0,0,0,0,89561
6549,0,99,0,101,0,0,0,0,89732
6550,0,1,0,101,0,0,0,0,89733
6552,0,20,0,101,0,0,0,0,89756
6568,0,0,0,100,0,0,272,0,89899
6571,0,1,0,101,0,0,0,0,89904
6572,0,3,0,101,0,0,0,0,89905
6574,0,0,0,10,0,0,256,0,89925
6587,0,1,0,101,0,0,0,0,90047
6588,0,1,0,101,0,0,0,0,90085
6589,0,1,0,101,0,0,0,0,90087
6591,0,99,0,101,0,0,0,0,90107
6595,0,3,0,101,0,0,0,0,90166
6597,0,0,0,100,0,0,16,0,90165
6598,0,1,0,101,0,0,0,0,90168
6602,0,0,45000,30,0,0,69700,0,90280
6604,0,3,0,101,0,0,0,0,90294
6605,0,0,100,100,0,0,16,0,90295
6606,0,0,4000,25,0,0,20,0,90304
6608,0,0,0,100,0,0,81920,0,90313
6610,0,0,0,101,1,0,2429268,0,90328
6611,0,1,0,101,0,0,0,0,90344
6612,0,1,0,101,0,0,0,0,90434
6613,0,1,0,101,0,0,0,0,90435
6614,0,1,0,101,0,0,0,0,90437
6615,0,1,0,100,1,0,16,0,90472
6617,0,0,0,100,0,0,16384,0,90499
6618,0,3,0,101,0,0,0,0,90507
6625,0,0,0,1,0,0,4,0,90473
6626,0,5,0,101,0,0,0,0,90524
6631,0,99,0,101,0,0,0,0,89267
6637,0,0,2000,100,0,0,4,0,90759
6641,0,100,0,101,0,0,0,0,90764
6648,0,0,500,100,0,0,2184208,0,85804
6652,0,0,50000,10,0,0,81920,0,90848
6653,0,6,0,101,0,0,0,0,90854
6654,0,0,0,100,0,0,81920,0,90855
6656,0,0,75000,10,0,0,81920,0,90886
6657,0,0,75000,10,0,0,81920,0,90888
6658,0,0,100000,10,0,0,81920,0,90892
6659,0,0,75000,10,0,0,81920,0,90897
6660,0,0,0,101,0,193,2441216,0,90899
6661,0,0,0,100,0,0,87376,0,90900
6663,0,5,0,101,0,0,0,0,90927
6664,0,0,500,100,0,0,2359296,0,90943
6665,0,20,0,101,0,0,0,0,90953
6667,0,20,0,101,0,0,0,0,90985
6668,0,0,500,100,0,0,2359296,0,90986
6669,0,0,50000,10,0,0,81920,0,90990
6670,0,0,50000,10,0,0,81920,0,90993
6671,0,0,20000,100,0,0,65536,0,90998
6672,0,0,20000,100,0,0,327680,0,91003
6674,0,1,0,101,0,0,0,0,91009
6676,0,0,100000,20,0,0,2424832,0,91011
6677,0,0,0,101,0,0,0,0,91021
6679,0,0,0,100,0,0,4112,0,91023
6680,0,0,100000,10,0,0,65536,0,91025
6681,0,5,0,101,0,0,0,0,91027
6682,0,0,2000,100,0,0,2424832,0,91031
6683,0,0,75000,10,0,0,65536,0,91048
6684,0,0,100000,10,0,0,65536,0,91080
6688,0,0,75000,30,0,0,2375680,0,91137
6689,0,0,0,101,0,105,2375680,0,91140
6690,0,0,75000,10,0,0,2375680,0,91142
6691,0,0,0,101,0,79,2375680,0,91144
6692,0,0,100000,10,0,0,2375680,0,91148
6693,0,0,100000,10,0,0,2375680,0,91150
6696,0,5,0,101,0,0,0,0,77373
6698,0,0,75000,10,0,0,2375680,0,91186
6699,0,0,50000,10,0,0,2375680,0,91193
6702,0,1,0,101,0,0,0,0,91196
6703,0,1,0,101,0,0,0,0,91277
6704,0,0,10000,25,0,0,20,0,91279
6705,0,0,0,100,1,0,2148139008,0,9941
6706,0,0,2000,100,3,0,172712,0,91289
6707,0,0,0,101,0,0,0,0,91313
6708,0,5,0,101,0,0,0,0,91320
6709,0,0,2000,100,0,0,2375680,0,91321
6710,0,20,0,101,0,0,0,0,91331
6711,0,0,0,100,0,0,4,0,91334
6712,0,10,0,101,0,0,0,0,91338
6713,0,0,0,100,0,0,20,0,91339
6716,0,15,0,101,0,0,0,0,91348
6719,0,0,100000,30,0,0,20,0,91353
6720,0,0,100000,10,0,0,20,0,91361
6721,0,0,0,101,0,86,20,0,91365
6722,0,0,50000,50,0,0,20,0,91366
6723,0,0,50000,50,0,0,20,0,91369
6724,0,100,0,101,0,0,0,0,91375
6725,0,10,0,101,0,0,0,0,91381
6726,0,10,0,101,0,0,0,0,91387
6727,0,10,0,101,0,0,0,0,91388
6728,0,10,0,101,0,0,0,0,89125
6730,0,0,500,100,0,0,0,0,91414
6762,0,1,0,101,0,0,0,0,91677
6768,0,3,0,101,0,0,0,0,91748
6769,0,0,0,101,0,0,0,0,91802
6771,0,1,0,101,0,0,0,0,91804
6773,0,0,0,101,0,0,0,0,91809
6774,0,10,0,101,0,0,0,0,91810
6775,0,0,0,100,0,0,20,0,91811
6776,0,0,50000,10,0,0,20,0,91814
6777,0,0,100000,10,0,0,20,0,91817
6778,0,0,75000,10,0,0,20,0,91822
6779,0,5,0,101,0,0,0,0,91832
6780,0,5,5000,50,0,0,20,0,91833
6781,0,5,0,101,0,0,0,0,91860
6783,0,3,0,101,0,0,0,0,91871
6797,0,0,0,101,0,0,0,0,92025
6798,0,0,0,100,0,0,4,0,92039
6799,0,0,0,101,0,0,0,0,92040
6800,0,0,75000,10,0,0,340,0,92044
6801,0,0,100000,10,0,0,340,0,92054
6802,0,0,100000,30,0,0,340,0,92056
6804,0,0,75000,10,0,0,340,0,92070
6807,0,10,0,101,0,0,0,0,92085
6808,0,0,0,100,0,0,340,0,92086
6809,0,0,100000,10,0,0,340,0,92088
6810,0,10,0,101,0,0,0,0,92089
6811,0,0,0,100,0,0,340,0,92090
6812,0,0,0,101,0,193,340,0,92093
6813,0,0,50000,50,0,0,340,0,92095
6814,0,0,50000,50,0,0,340,0,92097
6815,0,10,0,101,0,0,0,0,92104
6816,0,0,0,100,0,0,340,0,92105
6817,0,0,50000,10,0,0,20,0,92114
6818,0,100,0,101,0,0,0,0,92122
6819,0,0,75000,10,0,0,340,0,92125
6820,0,0,50000,10,0,0,340,0,92127
6821,0,99,0,101,0,0,0,0,92134
6823,0,0,100000,10,0,0,20,0,92164
6824,0,0,0,101,0,79,20,0,92175
6825,0,0,30000,100,0,0,40,0,92180
6826,0,0,30000,100,0,0,40,0,92185
6830,0,0,60000,100,0,0,40,0,92207
6831,0,0,60000,100,0,0,40,0,92209
6832,0,0,0,100,1,0,2149196448,0,92214
6833,0,0,55000,15,0,0,2429268,0,92217
6834,0,0,55000,25,0,0,2445652,0,92219
6835,0,0,55000,15,0,0,2429268,0,92221
6836,0,0,30000,100,0,0,40,0,92234
6837,0,0,30000,100,0,0,40,0,92236
6839,0,5,0,101,0,0,0,0,92271
6840,0,0,0,100,0,0,81920,0,92272
6841,0,0,0,100,1,0,2181038079,0,92276
6845,0,0,0,101,0,0,0,0,92307
6848,0,0,100000,20,0,0,2424832,0,92319
6849,0,0,100000,10,0,0,65536,0,92322
6850,0,5,0,101,0,0,0,0,92325
6851,0,0,2000,100,0,0,2424832,0,92326
6852,0,5,0,101,0,0,0,0,92329
6853,0,0,2000,100,0,0,2375680,0,92330
6854,0,0,75000,10,0,0,2375680,0,92333
6855,0,0,75000,10,0,0,20,0,92343
6856,0,0,100000,10,0,0,20,0,92346
6857,0,0,75000,10,0,0,340,0,92350
6858,0,0,50000,10,0,0,340,0,92353
6859,0,0,30000,100,0,0,40,0,92356
6865,0,10,0,101,0,0,0,0,75692
6872,0,0,0,100,0,0,40,0,92432
6873,0,0,0,50,0,0,40,0,92436
6874,0,3,0,101,0,0,0,0,92441
6881,0,4,0,101,0,0,0,0,92475
6888,0,1,0,101,0,0,0,0,92596
6889,0,5,0,101,0,0,0,0,92604
6895,0,0,2000,100,0,0,4,0,92681
6897,0,0,0,101,0,0,0,0,92729
6898,0,0,0,101,0,0,0,0,92730
6902,0,0,0,100,0,0,20,0,92796
6908,0,1,0,101,0,0,0,0,92933
6909,0,1,0,101,0,0,0,0,92935
6910,0,1,0,101,0,0,0,0,92945
6922,0,0,0,100,0,0,2149056512,0,93006
6926,0,0,0,100,0,0,0,0,93045
6927,0,5,0,101,0,0,0,0,93051
6928,0,0,20000,100,0,0,4,0,93053
6930,0,4,0,101,0,0,0,0,93082
6955,0,0,5000,5,0,0,340,0,93165
6956,0,0,5000,5,0,0,65536,0,93164
6970,0,0,0,100,0,0,86288,0,93224
6971,0,10,0,101,0,0,0,0,93245
6976,0,99,0,101,0,0,0,0,93277
6980,0,10,0,101,0,0,0,0,93301
6984,0,0,0,101,0,0,0,0,93321
6985,0,0,0,101,0,0,0,0,93322
6986,0,0,0,101,0,0,0,0,93325
6987,0,99,0,101,0,0,0,0,93327
6988,0,4,0,101,0,0,0,0,76189
6990,0,0,0,100,0,0,1188520,0,93336
6991,0,0,0,100,1,0,2149196448,0,93364
6992,0,0,0,101,0,0,0,0,93375
6993,0,0,0,101,0,0,0,0,93376
6994,0,0,0,100,0,0,1188520,0,93335
7003,0,99,0,101,0,0,0,0,93513
7004,0,10,0,101,0,0,0,0,93514
7005,0,99,0,101,0,0,0,0,93518
7007,0,1,0,101,0,0,0,0,93572
7008,0,1,0,101,0,0,0,0,93573
7009,0,1,0,101,0,0,0,0,93594
7010,0,1,0,101,0,0,0,0,93599
7011,0,1,0,101,0,0,0,0,93607
7012,0,3,0,101,0,0,0,0,93617
7013,0,0,0,100,1,0,16,0,93622
7018,0,1,0,101,0,0,0,0,93660
7020,0,10,0,101,0,0,0,0,93675
7022,0,3,0,101,0,0,0,0,93686
7023,0,1,0,101,0,0,0,0,93689
7024,0,100,0,101,0,0,0,0,93720
7026,0,5,0,101,0,0,0,0,93747
7027,0,0,0,101,0,0,0,0,93760
7029,0,0,0,100,0,0,16384,0,93772
7030,0,0,0,100,0,0,16384,0,93774
7032,0,10,0,101,0,0,0,0,93804
7034,0,2,0,101,0,0,0,0,93822
7035,0,5,0,101,0,0,0,0,93931
7037,0,0,1000,100,0,0,676,0,87761
7039,0,0,0,101,0,0,0,0,93958
7040,0,3,0,101,0,0,0,0,93959
7046,0,0,0,101,0,0,0,0,94028
7047,0,0,0,100,1,0,2181038079,0,94030
7048,0,0,0,100,1,0,2181038079,0,94032
7059,0,0,0,100,0,0,4,0,94132
7060,0,0,0,101,0,0,0,0,94160
7062,0,99,0,101,0,0,0,0,93718
7067,0,99,0,101,0,0,0,0,94306
7078,0,10,0,101,0,0,0,0,90170
7093,0,0,0,100,0,0,4,0,94467
7095,0,0,0,101,0,0,2148149928,0,82691
7100,0,20,0,101,0,0,0,0,94640
7101,0,0,100,100,0,0,1048576,0,93621
7104,0,0,0,100,0,0,2,0,31867
7105,0,0,0,100,0,0,2,0,31866
7107,0,0,45000,20,0,0,2441216,0,94746
7108,0,0,45000,15,0,0,2442240,0,94747
7130,0,100,0,101,0,0,0,0,94965
7132,0,0,0,100,0,0,17408,0,94979
7139,0,12,0,101,0,0,0,0,95182
7140,0,0,0,100,0,0,2148147880,0,95199
7141,0,100,0,101,0,0,0,0,93810
7142,0,1,0,101,0,0,0,0,95249
7159,0,0,0,100,0,0,40,0,95333
7160,0,5,0,101,0,0,0,0,95334
7173,0,0,10000,15,0,0,2424832,0,95472
7176,0,0,0,100,0,0,65536,0,86211
7179,0,10,0,101,0,0,0,0,95529
7183,0,3,0,101,0,0,0,0,95647
7184,0,3,0,101,0,0,0,0,95648
7185,0,1,0,101,0,0,0,0,95650
7186,0,1,0,101,0,0,0,0,95651
7187,0,0,20000,15,0,0,2441216,0,95653
7188,0,1,0,101,0,0,0,0,95654
7189,0,1,0,101,0,0,0,0,95660
7190,0,3,0,101,0,0,0,0,95678
7191,0,0,15000,15,0,0,2424832,0,95709
7192,0,0,40000,101,0,0,320,0,95713
7193,0,0,0,100,1,0,40,0,95723
7194,0,0,0,100,1,0,40,0,95724
7196,0,1,0,101,0,0,0,0,95732
7200,0,0,45000,10,0,0,340,0,95763
7202,0,0,0,101,0,0,0,0,95784
7204,0,99,0,101,0,0,0,0,95792
7206,0,0,3000,20,0,0,20,0,32911
7208,0,0,120000,20,0,0,340,0,95871
7209,0,0,100000,10,0,0,340,0,95873
7210,0,0,100000,10,0,0,2441216,0,95878
7218,0,1,0,101,0,0,0,0,95948
7229,0,1,0,101,0,0,0,0,95988
7230,0,1,0,101,0,0,0,0,95989
7247,0,0,0,101,0,0,0,0,96089
7249,0,500,0,101,0,0,0,0,96112
7255,0,0,0,25,0,0,4,0,81136
7262,0,0,0,101,0,0,0,0,96273
7264,0,0,0,100,0,0,2148147880,0,96294
7267,0,0,0,100,1,0,69904,0,96325
7299,0,0,0,10,0,0,256,0,96411
7300,0,0,3500,50,3,0,139944,0,96414
7301,0,30,0,101,0,0,0,0,96415
7302,0,3,0,101,0,0,0,0,96421
7303,0,40,0,101,0,0,0,0,95542
7308,0,10,0,101,0,0,0,0,96493
7309,0,10,0,101,0,0,0,0,96494
7311,0,50,0,101,0,0,0,0,96521
7313,0,25,0,101,0,0,0,0,96531
7316,0,20,0,101,0,0,0,0,96648
7318,0,99,0,101,0,0,0,0,96662
7319,0,0,0,100,0,0,0,0,96665
7324,0,99,0,101,0,0,0,0,96716
7325,0,0,0,100,0,0,0,0,96728
7326,0,40,0,101,0,0,0,0,96755
7327,0,10,0,101,0,0,0,0,96821
7329,0,0,0,100,0,0,0,0,96849
7330,0,0,0,100,1,0,2149196448,0,82772
7334,0,1,0,101,0,0,0,0,96874
7335,0,1,0,101,0,0,0,0,96875
7336,0,0,0,100,0,0,2148040704,0,96879
7337,0,20,0,101,0,0,0,0,96570
7338,0,0,2500,100,0,0,2424832,0,96887
7339,0,10,0,101,0,0,0,0,96890
7340,0,3,0,101,0,0,0,0,72221
7341,0,10,0,101,0,0,0,0,96907
7342,0,0,900,100,0,0,81920,0,96908
7343,0,0,60000,100,0,0,340,0,96910
7344,0,5,0,101,0,0,0,0,96913
7345,0,5,0,101,0,0,0,0,96923
7346,0,0,0,100,0,0,20,0,96924
7347,0,0,60000,100,0,0,40,0,96947
7350,0,10,0,101,0,0,0,0,96962
7351,0,0,0,100,0,0,2359296,0,96963
7352,0,0,45000,10,0,0,2375680,0,96967
7353,0,0,105000,20,0,0,340,0,96976
7354,0,5,0,101,0,0,0,0,96980
7355,0,0,0,100,0,0,20,0,96981
7356,0,0,0,100,0,0,4,0,97004
7357,0,0,1000,100,0,0,139936,0,97064
7368,0,0,0,100,0,0,2148040704,0,97117
7369,0,0,2500,100,0,0,2424832,0,97119
7370,0,10,0,101,0,0,0,0,97120
7371,0,0,900,100,0,0,81920,0,97121
7372,0,0,59000,100,0,0,340,0,97126
7373,0,0,60000,100,0,0,40,0,97130
7374,0,10,0,101,0,0,0,0,97131
7375,0,0,0,100,0,0,2359296,0,97132
7376,0,0,45000,10,0,0,2375680,0,97137
7377,0,0,105000,20,0,0,340,0,97138
7378,0,5,0,101,0,0,0,0,97142
7379,0,0,0,100,0,0,20,0,97143
7380,0,0,0,100,0,0,4,0,97172
7381,0,0,45000,20,0,0,2375680,0,97184
7383,0,1,0,101,0,0,0,0,97202
7386,0,3,0,101,0,0,0,0,97128
7387,0,0,45000,20,0,0,2375680,0,97232
7391,0,20,0,101,0,0,0,0,97088
7393,0,0,0,101,0,0,0,0,97320
7394,0,0,200,101,0,0,1188520,0,97329
7397,0,20,0,101,0,0,0,0,97357
7425,0,10,0,101,0,0,0,0,97515
7426,0,0,0,101,0,0,1188520,0,97503
7427,0,0,0,101,0,0,1188520,0,97535
7428,0,0,0,101,0,0,1188520,0,97539
7429,0,0,0,101,0,0,0,0,97565
7436,0,0,0,100,0,0,0,0,97642
7440,0,10,0,101,0,0,0,0,97709
7446,0,0,0,101,1,0,2148147880,0,97848
7447,0,0,0,101,1,0,2148147880,0,97849
7448,0,0,0,101,1,0,2148147880,0,97850
7449,0,0,0,101,1,0,2148147880,0,97851
7451,0,0,0,100,0,0,2148042752,0,97868
7452,0,10,0,101,0,0,0,0,46392
7454,0,15,0,101,0,0,0,0,46393
7457,0,0,0,100,0,0,2148147880,0,97934
7461,0,0,3000,50,0,0,20,0,97987
7464,0,99,0,101,0,0,0,0,98000
7467,0,50,0,101,0,0,0,0,43657
7470,0,75,0,101,0,0,0,0,98027
7471,0,99,0,101,0,0,0,0,98039
7489,0,50,0,101,0,0,0,0,98255
7490,0,0,0,100,0,0,2148180008,0,98229
7494,0,100,0,101,0,0,0,0,98313
7495,0,0,10000,50,0,0,2429268,0,98279
7496,0,0,10000,50,0,0,2429268,0,98280
7497,0,50,0,101,0,0,0,0,97238
7498,0,100,0,101,0,0,0,0,97235
7500,0,0,0,100,1,0,139944,0,91317
7512,0,0,500,100,0,0,0,0,97964
7513,0,20,0,101,0,0,0,0,98276
7514,0,20,0,101,0,0,0,0,98491
7517,0,0,500,100,0,0,33554432,0,98501
7518,0,0,500,100,0,0,33554432,0,98502
7519,0,0,0,100,0,0,2149231272,0,98509
7528,0,0,500,100,0,0,33554432,0,98575
7531,0,6,0,101,0,0,0,0,98589
7534,0,5,0,101,0,0,0,0,98282
7535,0,20,0,101,0,0,0,0,98596
7540,0,80,0,101,0,0,0,0,98632
7541,0,500,0,101,0,0,0,0,98643
7542,0,0,0,101,0,0,84,0,98674
7543,0,50,0,101,0,0,0,0,98584
7544,0,0,0,101,0,0,0,0,98734
7545,0,0,0,101,0,0,0,0,98761
7555,0,0,500,100,0,0,33554432,0,98833
7556,0,0,0,100,0,0,2149231272,0,98843
7558,0,0,45000,20,0,0,340,0,98854
7560,0,0,45000,20,0,0,340,0,98866
7569,0,0,0,100,0,0,20,0,98956
7571,0,0,0,101,0,0,174624,0,98958
7572,0,0,0,100,0,0,20,0,98966
7573,0,0,0,100,0,0,17424,0,98970
7574,0,0,0,100,0,0,16,0,98996
7575,0,0,0,100,0,0,16,0,99001
7576,0,0,0,40,0,0,2359296,0,99013
7578,0,0,45000,20,0,0,65536,0,99019
7579,0,0,0,10,0,0,256,0,99057
7580,0,0,0,10,0,0,64,0,99059
7581,0,0,0,100,1,0,87376,0,99060
7582,0,0,45000,20,0,0,65536,0,99061
7583,0,0,0,101,0,0,0,0,99062
7584,0,0,0,40,0,0,16384,0,99067
7585,0,0,0,100,0,0,16384,0,99070
7586,0,0,0,100,0,0,16,0,99074
7588,0,0,0,100,0,0,16,0,99093
7589,0,1,0,101,0,0,0,0,99100
7591,0,0,500,100,0,0,16384,0,99134
7592,0,0,45000,5,0,0,16384,0,99135
7595,0,0,0,100,0,0,20,0,99155
7596,0,0,0,100,0,0,65536,0,99157
7598,0,0,0,100,0,0,20,0,99174
7599,0,0,0,100,0,0,17424,0,99175
7600,0,0,500,100,0,0,33554432,0,99178
7601,0,0,0,40,0,0,2359296,0,99190
7602,0,0,0,30,0,0,2424832,0,99204
7604,0,0,0,100,0,0,0,0,99212
7606,0,0,45000,5,0,0,2359296,0,99220
7607,0,0,0,5,0,0,65536,0,99229
7608,0,0,0,100,0,0,17424,0,99234
7609,0,0,0,30,0,0,16,0,99238
7610,0,0,0,100,0,0,16,0,99239
7611,0,0,0,100,0,0,4,0,99246
7612,0,200,0,101,0,0,0,0,99250
7613,0,99,0,101,0,0,0,0,99252
7614,0,100,0,100,0,0,32768,0,99256
7615,0,999,0,100,0,0,16384,0,99262
7616,0,0,5000,100,1,0,139944,0,99296
7618,0,0,0,100,10,0,16384,0,99326
7620,0,0,20000,20,0,0,4,0,99361
7622,0,99,0,101,0,0,0,0,99369
7623,0,0,0,100,1,0,131584,0,99392
7626,0,100,1000,100,0,0,20,0,99399
7627,0,0,5000,100,0,0,20,0,99401
7629,0,10,0,101,0,0,0,0,99414
7630,0,0,0,100,0,0,16777216,0,98011
7631,0,0,0,100,0,0,16777216,0,96998
7632,0,0,0,100,0,0,131072,0,99432
7633,0,25,0,101,0,0,0,0,99461
7634,0,50,0,101,0,0,0,0,99497
7636,0,10,0,101,0,0,0,0,99506
7638,0,10,0,101,0,0,0,0,99532
7639,0,1,0,101,0,0,0,0,99538
7640,0,1,0,101,0,0,0,0,99552
7644,0,100,0,101,0,0,0,0,99569
7645,0,0,0,101,0,0,0,0,99610
7646,0,100,0,101,0,0,0,0,99613
7647,0,1,0,101,0,0,0,0,99615
7648,0,1,0,101,0,0,0,0,99616
7649,0,1,0,101,0,0,0,0,99617
7650,0,0,40000,10,0,0,320,0,99622
7651,0,0,1000,100,0,0,139944,0,99649
7652,0,50,0,101,0,0,0,0,99650
7653,0,1,0,101,0,0,0,0,99687
7654,0,0,0,100,1,0,131584,0,99709
7655,0,0,55000,15,0,0,2429268,0,99718
7656,0,0,55000,25,0,0,2445652,0,99720
7657,0,0,55000,15,0,0,2429268,0,99722
7658,0,0,55000,25,0,0,2445652,0,99743
7659,0,0,55000,15,0,0,2429268,0,99747
7660,0,0,55000,15,0,0,2429268,0,99749
7661,0,20,0,101,0,0,0,0,99744
7662,0,1,0,101,0,0,0,0,99802
7663,0,1,0,101,0,0,0,0,99804
7664,0,0,0,100,0,0,4,0,99812
7665,0,0,1000,100,0,0,131072,0,99813
7666,0,50,0,101,0,0,0,0,99821
7667,0,1,0,101,0,0,0,0,99822
7668,0,0,0,101,0,0,0,0,99837
7669,0,99,0,101,0,0,0,0,99844
7671,0,20,0,101,0,0,0,0,99899
7677,0,10,0,101,0,0,0,0,99931
7678,0,100,0,101,0,0,0,0,99936
7679,0,100,0,101,0,0,0,0,99937
7680,0,0,0,100,0,0,4,0,99984
7682,0,10,0,101,0,0,0,0,99993
7685,0,99,0,101,0,0,0,0,100014
7686,0,0,0,100,0,0,2148147880,0,100033
7687,0,0,0,101,0,0,0,0,100048
7688,0,1,0,101,0,0,0,0,100060
7689,0,99,0,101,0,0,0,0,100093
7692,0,0,0,100,0,0,139944,0,100129
7693,0,0,0,101,0,0,0,0,100130
7702,0,5,0,101,0,0,0,0,100057
7707,0,5,0,100,1,0,0,0,100229
7711,0,10,0,101,0,0,0,0,100238
7715,0,5,0,100,1,0,0,0,100270
7716,0,100,0,101,0,0,0,0,100277
7724,0,0,50000,15,0,0,2429268,0,100309
7729,0,0,0,100,0,0,131072,0,100399
7734,0,100,0,101,0,0,0,0,100431
