id,desc,desc_2,id_property_1,id_property_2,id_property_3,coeff_1,coeff_2,coeff_3,unk_20,unk_5,unk_6,amount_1,amount_2,amount_3,id_aura,slot,req_skill,req_skill_value,min_scaling_level,charges,type_1,type_2,type_3,scaling_type,unk_19,unk_15,req_player_level,max_scaling_level
1587,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1588,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1589,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1590,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1591,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1592,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1593,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,12,0,0,0,0,0,0,30,0,5,0,0,0,0,0,0,0
1594,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,13,0,0,0,0,0,0,30,0,5,0,0,0,0,0,0,0
1595,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1596,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1597,"+$k1 Attack Power","",38,0,0,0.188000,0.000000,0.000000,0,0,0,16,0,0,0,32,0,0,55,0,5,0,0,-1,0,0,0,80
1598,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1599,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1600,"+$k1 Attack Power","",38,0,0,0.180000,0.000000,0.000000,0,0,0,19,0,0,0,32,0,0,55,0,5,0,0,-1,0,0,0,80
1601,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1602,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1603,"+$k1 Attack Power","",38,0,0,0.380000,0.000000,0.000000,0,0,0,22,0,0,0,32,0,0,55,0,5,0,0,-1,0,0,0,80
1604,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1605,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1606,"+$k1 Attack Power","",38,0,0,0.240000,0.000000,0.000000,0,0,0,25,0,0,101,32,0,0,55,0,5,0,0,-1,0,0,0,80
1607,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,26,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1608,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,27,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1609,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1610,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,29,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1611,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,30,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1612,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,31,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1613,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,32,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1614,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,33,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1615,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,34,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1616,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,35,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1617,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,36,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1618,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,37,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1619,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,38,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1620,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,39,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1621,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,40,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1622,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,41,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1623,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,42,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1624,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,43,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1625,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,44,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1626,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,45,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1627,"+$k1 Attack Power","",38,0,0,0.000000,0.000000,0.000000,0,0,0,46,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1643,"Sharpened (+$k1 Damage)","",0,0,0,0.348000,0.000000,0.000000,0,0,0,8,0,0,0,33,0,0,35,0,2,0,0,-1,0,0,0,35
1703,"Weighted (+$k1 Damage)","",0,0,0,0.348000,0.000000,0.000000,0,0,0,8,0,0,0,33,0,0,35,0,2,0,0,-1,0,0,0,35
1704,"Thorium Spike (20-30)","",16624,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
1723,"Omen of Clarity","",16870,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0,26,1,0,0,1,0,1,0,0,0,0,0,0,0
1743,"MHTest02","",19109,0,0,0.000000,0.000000,0.000000,0,0,0,100,0,0,105,0,0,0,1,0,1,0,0,0,0,0,0,0
1763,"Cold Blood","",0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0
1803,"Firestone 1","",0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0,32,3,0,0,1,0,0,0,0,0,0,0,0,0
1823,"Firestone 2","",0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0,32,3,0,0,1,0,0,0,0,0,0,0,0,0
1824,"Firestone 3","",0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0,32,3,0,0,1,0,0,0,0,0,0,0,0,0
1825,"Firestone 4","",0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0,32,3,0,0,1,0,0,0,0,0,0,0,0,0
1843,"Reinforced (+$k1 Armor)","",0,0,0,0.150000,0.000000,0.000000,0,0,0,40,0,0,0,32,0,0,40,0,4,0,0,-1,0,0,0,60
1883,"+$k1 Intellect","",5,0,0,0.200000,0.000000,0.000000,0,0,0,7,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,60
1884,"+$k1 Versatility","",40,0,0,0.200000,0.000000,0.000000,0,0,0,9,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,60
1885,"+$k1 Strength","",4,0,0,0.270000,0.000000,0.000000,0,0,0,9,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,60
1886,"+$k1 Stamina","",7,0,0,0.280000,0.000000,0.000000,0,0,0,9,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,60
1887,"+$k1 Agility","",3,0,0,0.180000,0.000000,0.000000,0,0,0,7,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,60
1888,"+$19992s1 All Resistances","",19992,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
1889,"+$k1 Armor","",0,0,0,0.200000,0.000000,0.000000,0,0,0,70,0,0,0,32,0,0,1,0,4,0,0,-1,0,0,0,60
1890,"+$k1 Versatility and +$k2 Stamina","",40,7,0,0.300000,0.300000,0.000000,0,0,0,10,10,0,29,32,0,0,1,0,5,5,0,-1,0,0,0,60
1891,"+$144768s1 All Stats","",144768,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,-4,0,0,0,0
1892,"+$19990s1 Health","",19990,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
1893,"+$k1 Mana","",0,0,0,3.030000,0.000000,0.000000,0,0,0,100,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,60
1894,"Icy Chill","",20005,0,0,0.000000,0.000000,0.000000,41120,100000,135864,0,0,0,126,256,0,0,1,0,1,0,0,0,0,0,0,0
1895,"+$k1 Damage","",0,0,0,0.000000,0.000000,0.000000,0,0,0,9,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0
1896,"+$k1 Weapon Damage","",0,0,0,0.280000,0.000000,0.000000,0,0,0,9,0,0,24,32,0,0,1,0,2,0,0,-1,0,0,0,60
1897,"+$k1 Weapon Damage","",0,0,0,0.150000,0.000000,0.000000,0,0,0,5,0,0,2,32,0,0,1,0,2,0,0,-1,0,0,0,60
1898,"Lifestealing","",20004,0,0,0.000000,0.000000,0.000000,0,10000,136130,0,0,0,107,256,0,0,1,0,1,0,0,0,0,0,0,0
1899,"Unholy Weapon","",20006,0,0,0.000000,0.000000,0.000000,41116,25000,136225,0,0,0,161,256,0,0,1,0,1,0,0,0,0,0,0,0
1900,"Crusader","",20007,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0,103,0,0,0,1,0,1,0,0,0,0,0,0,0
1901,"+$k1 Intellect","",5,0,0,0.000000,0.000000,0.000000,0,0,0,9,0,0,29,0,0,0,1,0,5,0,0,0,0,0,0,0
1903,"+$k1 Versatility","",40,0,0,0.280000,0.000000,0.000000,0,0,0,9,0,0,29,32,0,0,1,0,5,0,0,-1,0,0,0,60
1904,"+$k1 Intellect","",5,0,0,0.280000,0.000000,0.000000,0,0,0,9,0,0,29,32,0,0,1,0,5,0,0,-1,0,0,0,60
1923,"+$k1 Fire Resistance","",2,0,0,0.000000,0.000000,0.000000,0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
1943,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1944,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1945,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1946,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1947,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1948,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1949,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1950,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1951,"+$k1 Dodge","",13,0,0,0.210000,0.000000,0.000000,0,0,0,18,0,0,0,32,0,0,30,0,5,0,0,-1,0,0,0,80
1952,"+$k1 Dodge","",13,0,0,0.280000,0.000000,0.000000,0,0,0,20,0,0,0,32,0,0,55,0,5,0,0,-1,0,0,0,80
1953,"+$k1 Dodge","",13,0,0,0.220000,0.000000,0.000000,0,0,0,22,0,0,0,32,0,0,55,0,5,0,0,-1,0,0,0,80
1954,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1955,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,32,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1956,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1957,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1958,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1959,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1960,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1961,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1962,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,26,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1963,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,27,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1964,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1965,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,29,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1966,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,30,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1967,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,31,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1968,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,33,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1969,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,34,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1970,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,35,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1971,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,36,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1972,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,37,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1973,"+$k1 Dodge","",13,0,0,0.000000,0.000000,0.000000,0,0,0,38,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1983,"+$k1 Block","",15,0,0,0.000000,0.000000,0.000000,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1984,"+$k1 Block","",15,0,0,0.000000,0.000000,0.000000,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1985,"+$k1 Block","",15,0,0,0.000000,0.000000,0.000000,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1986,"+$k1 Block","",15,0,0,0.000000,0.000000,0.000000,0,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1987,"Block Level 14","",15,4,0,0.000000,0.000000,0.000000,0,0,0,2,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1988,"Block Level 15","",15,4,0,0.000000,0.000000,0.000000,0,0,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1989,"Block Level 16","",15,4,0,0.000000,0.000000,0.000000,0,0,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1990,"Block Level 17","",15,4,0,0.000000,0.000000,0.000000,0,0,0,4,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1991,"Block Level 18","",15,4,0,0.000000,0.000000,0.000000,0,0,0,4,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1992,"Block Level 19","",15,4,0,0.000000,0.000000,0.000000,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1993,"Block Level 20","",15,4,0,0.000000,0.000000,0.000000,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1994,"Block Level 21","",15,4,0,0.000000,0.000000,0.000000,0,0,0,6,6,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1995,"Block Level 22","",15,4,0,0.000000,0.000000,0.000000,0,0,0,6,6,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1996,"Block Level 23","",15,4,0,0.000000,0.000000,0.000000,0,0,0,7,7,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1997,"Block Level 24","",15,4,0,0.000000,0.000000,0.000000,0,0,0,7,7,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1998,"Block Level 25","",15,4,0,0.000000,0.000000,0.000000,0,0,0,8,8,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1999,"Block Level 26","",15,4,0,0.000000,0.000000,0.000000,0,0,0,8,8,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2000,"Block Level 27","",15,4,0,0.000000,0.000000,0.000000,0,0,0,9,9,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2001,"Block Level 28","",15,4,0,0.000000,0.000000,0.000000,0,0,0,9,9,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2002,"Block Level 29","",15,4,0,0.000000,0.000000,0.000000,0,0,0,9,9,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2003,"Block Level 30","",15,4,0,0.000000,0.000000,0.000000,0,0,0,9,9,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2004,"Block Level 31","",15,4,0,0.000000,0.000000,0.000000,0,0,0,10,10,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2005,"Block Level 32","",15,4,0,0.000000,0.000000,0.000000,0,0,0,10,10,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2006,"Block Level 33","",15,4,0,0.000000,0.000000,0.000000,0,0,0,10,10,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2007,"Block Level 34","",15,4,0,0.000000,0.000000,0.000000,0,0,0,10,10,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2008,"Block Level 35","",15,4,0,0.000000,0.000000,0.000000,0,0,0,11,11,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2009,"Block Level 36","",15,4,0,0.000000,0.000000,0.000000,0,0,0,11,11,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2010,"Block Level 37","",15,4,0,0.000000,0.000000,0.000000,0,0,0,12,12,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2011,"Block Level 38","",15,4,0,0.000000,0.000000,0.000000,0,0,0,12,12,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2012,"Block Level 39","",15,4,0,0.000000,0.000000,0.000000,0,0,0,12,12,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2013,"Block Level 40","",15,4,0,0.000000,0.000000,0.000000,0,0,0,12,12,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2014,"Block Level 41","",15,4,0,0.000000,0.000000,0.000000,0,0,0,12,12,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2015,"Block Level 42","",15,4,0,0.000000,0.000000,0.000000,0,0,0,12,12,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2016,"Block Level 43","",15,4,0,0.000000,0.000000,0.000000,0,0,0,12,12,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2017,"Block Level 44","",15,4,0,0.000000,0.000000,0.000000,0,0,0,12,12,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2018,"Block Level 45","",15,4,0,0.000000,0.000000,0.000000,0,0,0,13,13,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2019,"Block Level 46","",15,4,0,0.000000,0.000000,0.000000,0,0,0,13,13,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2020,"Block Level 47","",15,4,0,0.000000,0.000000,0.000000,0,0,0,14,14,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2021,"Block Level 48","",15,4,0,0.000000,0.000000,0.000000,0,0,0,14,14,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2022,"Block Level 49","",15,4,0,0.000000,0.000000,0.000000,0,0,0,14,14,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2023,"Block Level 50","",15,4,0,0.000000,0.000000,0.000000,0,0,0,14,14,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2024,"Block Level 51","",15,4,0,0.000000,0.000000,0.000000,0,0,0,15,15,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2025,"Block Level 52","",15,4,0,0.000000,0.000000,0.000000,0,0,0,15,15,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2026,"Block Level 53","",15,4,0,0.000000,0.000000,0.000000,0,0,0,16,16,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2027,"Block Level 54","",15,4,0,0.000000,0.000000,0.000000,0,0,0,16,16,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2028,"Block Level 55","",15,4,0,0.000000,0.000000,0.000000,0,0,0,16,16,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2029,"Block Level 56","",15,4,0,0.000000,0.000000,0.000000,0,0,0,16,16,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2030,"Block Level 57","",15,4,0,0.000000,0.000000,0.000000,0,0,0,17,17,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2031,"Block Level 58","",15,4,0,0.000000,0.000000,0.000000,0,0,0,17,17,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2032,"Block Level 59","",15,4,0,0.000000,0.000000,0.000000,0,0,0,18,18,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2033,"Block Level 60","",15,4,0,0.000000,0.000000,0.000000,0,0,0,18,18,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2034,"Block Level 61","",15,4,0,0.000000,0.000000,0.000000,0,0,0,18,18,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2035,"Block Level 62","",15,4,0,0.000000,0.000000,0.000000,0,0,0,18,18,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2036,"Block Level 63","",15,4,0,0.000000,0.000000,0.000000,0,0,0,19,19,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2037,"Block Level 64","",15,4,0,0.000000,0.000000,0.000000,0,0,0,19,19,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2038,"Block Level 65","",15,4,0,0.000000,0.000000,0.000000,0,0,0,20,20,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2039,"Block Level 66","",15,4,0,0.000000,0.000000,0.000000,0,0,0,20,20,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
2040,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2041,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2042,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2043,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2044,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2045,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2046,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2047,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2048,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2049,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2050,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2051,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2052,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2053,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2054,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2055,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2056,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2057,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2058,"+$k1 Ranged Attack Power","",39,0,0,0.000000,0.000000,0.000000,0,0,0,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
