id,id_power,class_id,tier,index,id_parent
4200,126,12,3,1,259
4201,160,12,3,2,259
4202,481,11,3,0,259
4203,122,11,3,1,259
4204,169,11,3,2,259
4205,361,11,3,3,259
4206,362,11,3,4,259
4207,481,10,3,0,259
4208,116,10,3,1,259
4209,185,10,3,2,259
4210,391,10,3,3,259
4211,481,4,3,0,259
4212,136,4,3,1,259
4213,180,4,3,2,259
4214,414,4,3,3,259
4215,462,12,2,0,259
4216,21,12,2,1,259
4217,20,12,2,2,259
4218,462,11,2,0,259
4219,102,11,2,1,259
4220,20,11,2,2,259
4221,462,10,2,0,259
4222,102,10,2,1,259
4223,20,10,2,2,259
4224,462,4,2,0,259
4225,21,4,2,1,259
4226,461,4,2,2,259
4227,202,12,1,0,259
4228,15,12,1,1,259
4229,219,11,1,0,259
4230,15,11,1,1,259
4231,218,10,1,0,259
4232,15,10,1,1,259
4233,217,4,1,0,259
4234,15,4,1,1,259
4235,13,12,0,0,259
4236,13,11,0,0,259
4237,13,10,0,0,259
4238,13,4,0,0,259
4239,157,12,3,0,260
4240,220,12,3,1,260
4241,134,12,3,2,260
4242,157,11,3,0,260
4243,200,11,3,1,260
4244,111,11,3,2,260
4245,251,11,3,3,260
4246,120,11,3,4,260
4247,157,10,3,0,260
4248,238,10,3,1,260
4249,76,10,3,2,260
4250,389,10,3,3,260
4251,157,4,3,0,260
4252,249,4,3,1,260
4253,129,4,3,2,260
4254,445,4,3,3,260
4255,21,12,2,0,260
4256,31,12,2,1,260
4257,20,12,2,2,260
4258,21,11,2,0,260
4259,42,11,2,1,260
4260,20,11,2,2,260
4261,21,10,2,0,260
4262,42,10,2,1,260
4263,20,10,2,2,260
4264,21,4,2,0,260
4265,31,4,2,1,260
4266,462,4,2,2,260
4267,14,12,1,0,260
4268,87,12,1,1,260
4269,14,11,1,0,260
4270,87,11,1,1,260
4271,14,10,1,0,260
4272,87,10,1,1,260
4273,14,4,1,0,260
4274,87,4,1,1,260
4275,13,12,0,0,260
4276,13,11,0,0,260
4277,13,10,0,0,260
4278,13,4,0,0,260
4279,479,12,3,0,261
4280,159,12,3,1,261
4281,246,12,3,2,261
4282,479,11,3,0,261
4283,173,11,3,1,261
4284,247,11,3,2,261
4285,241,11,3,3,261
4286,172,11,3,4,261
4287,479,10,3,0,261
4288,186,10,3,1,261
4289,385,10,3,2,261
4290,388,10,3,3,261
4291,479,4,3,0,261
4292,181,4,3,1,261
4293,446,4,3,2,261
4294,240,4,3,3,261
4295,18,12,2,0,261
4296,459,12,2,1,261
4297,98,12,2,2,261
4298,18,11,2,0,261
4299,463,11,2,1,261
4300,98,11,2,2,261
4301,18,10,2,0,261
4302,463,10,2,1,261
4303,98,10,2,2,261
4304,18,4,2,0,261
4305,459,4,2,1,261
4306,30,4,2,2,261
4307,44,12,1,0,261
4308,85,12,1,1,261
4309,44,11,1,0,261
4310,85,11,1,1,261
4311,44,10,1,0,261
4312,85,10,1,1,261
4313,44,4,1,0,261
4314,85,4,1,1,261
4315,13,12,0,0,261
4316,13,11,0,0,261
4317,13,10,0,0,261
4318,13,4,0,0,261
4319,504,12,3,0,262
4320,245,12,3,1,262
4321,355,12,3,2,262
4322,504,11,3,0,262
4323,250,11,3,1,262
4324,359,11,3,2,262
4325,112,11,3,3,262
4326,363,11,3,4,262
4327,504,10,3,0,262
4328,382,10,3,1,262
4329,387,10,3,2,262
4330,117,10,3,3,262
4331,504,4,3,0,262
4332,406,4,3,1,262
4333,411,4,3,2,262
4334,124,4,3,3,262
4335,459,12,2,0,262
4336,30,12,2,1,262
4337,100,12,2,2,262
4338,459,11,2,0,262
4339,103,11,2,1,262
4340,100,11,2,2,262
4341,459,10,2,0,262
4342,103,10,2,1,262
4343,100,10,2,2,262
4344,459,4,2,0,262
4345,30,4,2,1,262
4346,22,4,2,2,262
4347,14,12,1,0,262
4348,84,12,1,1,262
4349,14,11,1,0,262
4350,84,11,1,1,262
4351,14,10,1,0,262
4352,84,10,1,1,262
4353,14,4,1,0,262
4354,84,4,1,1,262
4355,13,12,0,0,262
4356,13,11,0,0,262
4357,13,10,0,0,262
4358,13,4,0,0,262
4359,194,12,3,0,263
4360,353,12,3,1,263
4361,354,12,3,2,263
4362,194,11,3,0,263
4363,357,11,3,1,263
4364,358,11,3,2,263
4365,171,11,3,3,263
4366,364,11,3,4,263
4367,194,10,3,0,263
4368,384,10,3,1,263
4369,386,10,3,2,263
4370,184,10,3,3,263
4371,194,4,3,0,263
4372,408,4,3,1,263
4373,410,4,3,2,263
4374,175,4,3,3,263
4375,22,12,2,0,263
4376,462,12,2,1,263
4377,89,12,2,2,263
4378,22,11,2,0,263
4379,38,11,2,1,263
4380,89,11,2,2,263
4381,22,10,2,0,263
4382,38,10,2,1,263
4383,89,10,2,2,263
4384,22,4,2,0,263
4385,462,4,2,1,263
4386,21,4,2,2,263
4387,466,12,1,0,263
4388,83,12,1,1,263
4389,467,11,1,0,263
4390,83,11,1,1,263
4391,470,10,1,0,263
4392,83,10,1,1,263
4393,473,4,1,0,263
4394,83,4,1,1,263
4395,13,12,0,0,263
4396,13,11,0,0,263
4397,13,10,0,0,263
4398,13,4,0,0,263
4399,156,12,3,0,264
4400,352,12,3,1,264
4401,221,12,3,2,264
4402,156,11,3,0,264
4403,356,11,3,1,264
4404,209,11,3,2,264
4405,360,11,3,3,264
4406,210,11,3,4,264
4407,156,10,3,0,264
4408,383,10,3,1,264
4409,248,10,3,2,264
4410,390,10,3,3,264
4411,156,4,3,0,264
4412,407,4,3,1,264
4413,239,4,3,2,264
4414,413,4,3,3,264
4415,31,12,2,0,264
4416,461,12,2,1,264
4417,98,12,2,2,264
4418,31,11,2,0,264
4419,105,11,2,1,264
4420,98,11,2,2,264
4421,31,10,2,0,264
4422,105,10,2,1,264
4423,98,10,2,2,264
4424,31,4,2,0,264
4425,461,4,2,1,264
4426,21,4,2,2,264
4427,86,12,1,0,264
4428,44,12,1,1,264
4429,86,11,1,0,264
4430,44,11,1,1,264
4431,86,10,1,0,264
4432,44,10,1,1,264
4433,86,4,1,0,264
4434,44,4,1,1,264
4435,13,12,0,0,264
4436,13,11,0,0,264
4437,13,10,0,0,264
4438,13,4,0,0,264
4439,479,12,3,0,265
4440,159,12,3,1,265
4441,134,12,3,2,265
4442,479,11,3,0,265
4443,173,11,3,1,265
4444,111,11,3,2,265
4445,171,11,3,3,265
4446,120,11,3,4,265
4447,479,10,3,0,265
4448,186,10,3,1,265
4449,76,10,3,2,265
4450,184,10,3,3,265
4451,479,4,3,0,265
4452,181,4,3,1,265
4453,129,4,3,2,265
4454,175,4,3,3,265
4455,30,12,2,0,265
4456,18,12,2,1,265
4457,43,12,2,2,265
4458,30,11,2,0,265
4459,19,11,2,1,265
4460,43,11,2,2,265
4461,30,10,2,0,265
4462,19,10,2,1,265
4463,43,10,2,2,265
4464,30,4,2,0,265
4465,18,4,2,1,265
4466,31,4,2,2,265
4467,85,12,1,0,265
4468,44,12,1,1,265
4469,85,11,1,0,265
4470,44,11,1,1,265
4471,85,10,1,0,265
4472,44,10,1,1,265
4473,85,4,1,0,265
4474,44,4,1,1,265
4475,13,12,0,0,265
4476,13,11,0,0,265
4477,13,10,0,0,265
4478,13,4,0,0,265
4479,478,12,3,0,266
4480,353,12,3,1,266
4481,160,12,3,2,266
4482,478,11,3,0,266
4483,357,11,3,1,266
4484,169,11,3,2,266
4485,251,11,3,3,266
4486,172,11,3,4,266
4487,478,10,3,0,266
4488,384,10,3,1,266
4489,185,10,3,2,266
4490,389,10,3,3,266
4491,478,4,3,0,266
4492,408,4,3,1,266
4493,180,4,3,2,266
4494,445,4,3,3,266
4495,22,12,2,0,266
4496,461,12,2,1,266
4497,101,12,2,2,266
4498,22,11,2,0,266
4499,463,11,2,1,266
4500,101,11,2,2,266
4501,22,10,2,0,266
4502,463,10,2,1,266
4503,101,10,2,2,266
4504,22,4,2,0,266
4505,461,4,2,1,266
4506,18,4,2,2,266
4507,202,12,1,0,266
4508,85,12,1,1,266
4509,219,11,1,0,266
4510,85,11,1,1,266
4511,218,10,1,0,266
4512,85,10,1,1,266
4513,217,4,1,0,266
4514,85,4,1,1,266
4515,13,12,0,0,266
4516,13,11,0,0,266
4517,13,10,0,0,266
4518,13,4,0,0,266
4519,192,12,3,0,267
4520,220,12,3,1,267
4521,355,12,3,2,267
4522,192,11,3,0,267
4523,200,11,3,1,267
4524,359,11,3,2,267
4525,112,11,3,3,267
4526,363,11,3,4,267
4527,192,10,3,0,267
4528,238,10,3,1,267
4529,387,10,3,2,267
4530,117,10,3,3,267
4531,192,4,3,0,267
4532,249,4,3,1,267
4533,411,4,3,2,267
4534,124,4,3,3,267
4535,461,12,2,0,267
4536,30,12,2,1,267
4537,89,12,2,2,267
4538,461,11,2,0,267
4539,42,11,2,1,267
4540,89,11,2,2,267
4541,461,10,2,0,267
4542,42,10,2,1,267
4543,89,10,2,2,267
4544,461,4,2,0,267
4545,30,4,2,1,267
4546,459,4,2,2,267
4547,15,12,1,0,267
4548,83,12,1,1,267
4549,15,11,1,0,267
4550,83,11,1,1,267
4551,15,10,1,0,267
4552,83,10,1,1,267
4553,15,4,1,0,267
4554,83,4,1,1,267
4555,13,12,0,0,267
4556,13,11,0,0,267
4557,13,10,0,0,267
4558,13,4,0,0,267
4559,196,12,3,0,268
4560,245,12,3,1,268
4561,354,12,3,2,268
4562,196,11,3,0,268
4563,250,11,3,1,268
4564,358,11,3,2,268
4565,241,11,3,3,268
4566,362,11,3,4,268
4567,196,10,3,0,268
4568,382,10,3,1,268
4569,386,10,3,2,268
4570,388,10,3,3,268
4571,196,4,3,0,268
4572,406,4,3,1,268
4573,410,4,3,2,268
4574,240,4,3,3,268
4575,30,12,2,0,268
4576,462,12,2,1,268
4577,101,12,2,2,268
4578,30,11,2,0,268
4579,38,11,2,1,268
4580,101,11,2,2,268
4581,30,10,2,0,268
4582,38,10,2,1,268
4583,101,10,2,2,268
4584,30,4,2,0,268
4585,462,4,2,1,268
4586,18,4,2,2,268
4587,83,12,1,0,268
4588,86,12,1,1,268
4589,83,11,1,0,268
4590,86,11,1,1,268
4591,83,10,1,0,268
4592,86,10,1,1,268
4593,83,4,1,0,268
4594,86,4,1,1,268
4595,13,12,0,0,268
4596,13,11,0,0,268
4597,13,10,0,0,268
4598,13,4,0,0,268
4599,504,12,3,0,269
4600,126,12,3,1,269
4601,221,12,3,2,269
4602,504,11,3,0,269
4603,122,11,3,1,269
4604,209,11,3,2,269
4605,360,11,3,3,269
4606,364,11,3,4,269
4607,504,10,3,0,269
4608,116,10,3,1,269
4609,248,10,3,2,269
4610,390,10,3,3,269
4611,504,4,3,0,269
4612,136,4,3,1,269
4613,239,4,3,2,269
4614,413,4,3,3,269
4615,18,12,2,0,269
4616,21,12,2,1,269
4617,99,12,2,2,269
4618,18,11,2,0,269
4619,102,11,2,1,269
4620,99,11,2,2,269
4621,18,10,2,0,269
4622,102,10,2,1,269
4623,99,10,2,2,269
4624,18,4,2,0,269
4625,21,4,2,1,269
4626,30,4,2,2,269
4627,15,12,1,0,269
4628,84,12,1,1,269
4629,15,11,1,0,269
4630,84,11,1,1,269
4631,15,10,1,0,269
4632,84,10,1,1,269
4633,15,4,1,0,269
4634,84,4,1,1,269
4635,13,12,0,0,269
4636,13,11,0,0,269
4637,13,10,0,0,269
4638,13,4,0,0,269
4639,505,12,3,0,270
4640,352,12,3,1,270
4641,134,12,3,2,270
4642,505,11,3,0,270
4643,356,11,3,1,270
4644,111,11,3,2,270
4645,361,11,3,3,270
4646,210,11,3,4,270
4647,505,10,3,0,270
4648,383,10,3,1,270
4649,76,10,3,2,270
4650,391,10,3,3,270
4651,505,4,3,0,270
4652,407,4,3,1,270
4653,129,4,3,2,270
4654,414,4,3,3,270
4655,462,12,2,0,270
4656,22,12,2,1,270
4657,100,12,2,2,270
4658,462,11,2,0,270
4659,104,11,2,1,270
4660,100,11,2,2,270
4661,462,10,2,0,270
4662,104,10,2,1,270
4663,100,10,2,2,270
4664,462,4,2,0,270
4665,22,4,2,1,270
4666,459,4,2,2,270
4667,466,12,1,0,270
4668,14,12,1,1,270
4669,467,11,1,0,270
4670,14,11,1,1,270
4671,470,10,1,0,270
4672,14,10,1,1,270
4673,473,4,1,0,270
4674,14,4,1,1,270
4675,13,12,0,0,270
4676,13,11,0,0,270
4677,13,10,0,0,270
4678,13,4,0,0,270
4679,157,12,3,0,271
4680,159,12,3,1,271
4681,354,12,3,2,271
4682,157,11,3,0,271
4683,173,11,3,1,271
4684,358,11,3,2,271
4685,241,11,3,3,271
4686,120,11,3,4,271
4687,157,10,3,0,271
4688,186,10,3,1,271
4689,386,10,3,2,271
4690,388,10,3,3,271
4691,157,4,3,0,271
4692,181,4,3,1,271
4693,410,4,3,2,271
4694,240,4,3,3,271
4695,461,12,2,0,271
4696,18,12,2,1,271
4697,43,12,2,2,271
4698,461,11,2,0,271
4699,42,11,2,1,271
4700,43,11,2,2,271
4701,461,10,2,0,271
4702,42,10,2,1,271
4703,43,10,2,2,271
4704,461,4,2,0,271
4705,18,4,2,1,271
4706,22,4,2,2,271
4707,84,12,1,0,271
4708,83,12,1,1,271
4709,84,11,1,0,271
4710,83,11,1,1,271
4711,84,10,1,0,271
4712,83,10,1,1,271
4713,84,4,1,0,271
4714,83,4,1,1,271
4715,13,12,0,0,271
4716,13,11,0,0,271
4717,13,10,0,0,271
4718,13,4,0,0,271
4719,505,12,3,0,272
4720,353,12,3,1,272
4721,221,12,3,2,272
4722,505,11,3,0,272
4723,357,11,3,1,272
4724,209,11,3,2,272
4725,361,11,3,3,272
4726,362,11,3,4,272
4727,505,10,3,0,272
4728,384,10,3,1,272
4729,248,10,3,2,272
4730,391,10,3,3,272
4731,505,4,3,0,272
4732,408,4,3,1,272
4733,239,4,3,2,272
4734,414,4,3,3,272
4735,22,12,2,0,272
4736,459,12,2,1,272
4737,99,12,2,2,272
4738,22,11,2,0,272
4739,104,11,2,1,272
4740,99,11,2,2,272
4741,22,10,2,0,272
4742,104,10,2,1,272
4743,99,10,2,2,272
4744,22,4,2,0,272
4745,459,4,2,1,272
4746,461,4,2,2,272
4747,44,12,1,0,272
4748,14,12,1,1,272
4749,44,11,1,0,272
4750,14,11,1,1,272
4751,44,10,1,0,272
4752,14,10,1,1,272
4753,44,4,1,0,272
4754,14,4,1,1,272
4755,13,12,0,0,272
4756,13,11,0,0,272
4757,13,10,0,0,272
4758,13,4,0,0,272
4759,195,12,3,0,273
4760,126,12,3,1,273
4761,355,12,3,2,273
4762,195,11,3,0,273
4763,122,11,3,1,273
4764,359,11,3,2,273
4765,112,11,3,3,273
4766,364,11,3,4,273
4767,195,10,3,0,273
4768,116,10,3,1,273
4769,387,10,3,2,273
4770,117,10,3,3,273
4771,195,4,3,0,273
4772,136,4,3,1,273
4773,411,4,3,2,273
4774,124,4,3,3,273
4775,21,12,2,0,273
4776,462,12,2,1,273
4777,98,12,2,2,273
4778,21,11,2,0,273
4779,105,11,2,1,273
4780,98,11,2,2,273
4781,21,10,2,0,273
4782,105,10,2,1,273
4783,98,10,2,2,273
4784,21,4,2,0,273
4785,462,4,2,1,273
4786,31,4,2,2,273
4787,466,12,1,0,273
4788,84,12,1,1,273
4789,467,11,1,0,273
4790,84,11,1,1,273
4791,470,10,1,0,273
4792,84,10,1,1,273
4793,473,4,1,0,273
4794,84,4,1,1,273
4795,13,12,0,0,273
4796,13,11,0,0,273
4797,13,10,0,0,273
4798,13,4,0,0,273
4799,192,12,3,0,274
4800,352,12,3,1,274
4801,246,12,3,2,274
4802,192,11,3,0,274
4803,356,11,3,1,274
4804,247,11,3,2,274
4805,360,11,3,3,274
4806,210,11,3,4,274
4807,192,10,3,0,274
4808,383,10,3,1,274
4809,385,10,3,2,274
4810,390,10,3,3,274
4811,192,4,3,0,274
4812,407,4,3,1,274
4813,446,4,3,2,274
4814,413,4,3,3,274
4815,31,12,2,0,274
4816,22,12,2,1,274
4817,20,12,2,2,274
4818,31,11,2,0,274
4819,19,11,2,1,274
4820,20,11,2,2,274
4821,31,10,2,0,274
4822,19,10,2,1,274
4823,20,10,2,2,274
4824,31,4,2,0,274
4825,22,4,2,1,274
4826,459,4,2,2,274
4827,86,12,1,0,274
4828,85,12,1,1,274
4829,86,11,1,0,274
4830,85,11,1,1,274
4831,86,10,1,0,274
4832,85,10,1,1,274
4833,86,4,1,0,274
4834,85,4,1,1,274
4835,13,12,0,0,274
4836,13,11,0,0,274
4837,13,10,0,0,274
4838,13,4,0,0,274
4839,480,12,3,0,275
4840,245,12,3,1,275
4841,160,12,3,2,275
4842,480,11,3,0,275
4843,250,11,3,1,275
4844,169,11,3,2,275
4845,251,11,3,3,275
4846,172,11,3,4,275
4847,480,10,3,0,275
4848,382,10,3,1,275
4849,185,10,3,2,275
4850,389,10,3,3,275
4851,480,4,3,0,275
4852,406,4,3,1,275
4853,180,4,3,2,275
4854,445,4,3,3,275
4855,18,12,2,0,275
4856,31,12,2,1,275
4857,99,12,2,2,275
4858,18,11,2,0,275
4859,103,11,2,1,275
4860,99,11,2,2,275
4861,18,10,2,0,275
4862,103,10,2,1,275
4863,99,10,2,2,275
4864,18,4,2,0,275
4865,31,4,2,1,275
4866,462,4,2,2,275
4867,87,12,1,0,275
4868,15,12,1,1,275
4869,87,11,1,0,275
4870,15,11,1,1,275
4871,87,10,1,0,275
4872,15,10,1,1,275
4873,87,4,1,0,275
4874,15,4,1,1,275
4875,13,12,0,0,275
4876,13,11,0,0,275
4877,13,10,0,0,275
4878,13,4,0,0,275
4879,193,12,3,0,276
4880,220,12,3,1,276
4881,246,12,3,2,276
4882,193,11,3,0,276
4883,200,11,3,1,276
4884,247,11,3,2,276
4885,171,11,3,3,276
4886,363,11,3,4,276
4887,193,10,3,0,276
4888,238,10,3,1,276
4889,385,10,3,2,276
4890,184,10,3,3,276
4891,193,4,3,0,276
4892,249,4,3,1,276
4893,446,4,3,2,276
4894,175,4,3,3,276
4895,459,12,2,0,276
4896,21,12,2,1,276
4897,101,12,2,2,276
4898,459,11,2,0,276
4899,38,11,2,1,276
4900,101,11,2,2,276
4901,459,10,2,0,276
4902,38,10,2,1,276
4903,101,10,2,2,276
4904,459,4,2,0,276
4905,21,4,2,1,276
4906,30,4,2,2,276
4907,202,12,1,0,276
4908,86,12,1,1,276
4909,219,11,1,0,276
4910,86,11,1,1,276
4911,218,10,1,0,276
4912,86,10,1,1,276
4913,217,4,1,0,276
4914,86,4,1,1,276
4915,13,12,0,0,276
4916,13,11,0,0,276
4917,13,10,0,0,276
4918,13,4,0,0,276
4919,157,3,3,0,277
4920,107,3,3,1,277
4921,162,3,3,2,277
4922,373,3,3,3,277
4923,157,7,3,0,277
4924,457,7,3,1,277
4925,179,7,3,2,277
4926,423,7,3,3,277
4927,462,3,2,0,277
4928,21,3,2,1,277
4929,461,3,2,2,277
4930,462,7,2,0,277
4931,21,7,2,1,277
4932,102,7,2,2,277
4933,203,3,1,0,277
4934,15,3,1,1,277
4935,207,7,1,0,277
4936,15,7,1,1,277
4937,13,3,0,0,277
4938,13,7,0,0,277
4939,478,3,3,0,278
4940,211,3,3,1,278
4941,36,3,3,2,278
4942,371,3,3,3,278
4943,478,7,3,0,278
4944,222,7,3,1,278
4945,137,7,3,2,278
4946,449,7,3,3,278
4947,21,3,2,0,278
4948,31,3,2,1,278
4949,462,3,2,2,278
4950,21,7,2,0,278
4951,31,7,2,1,278
4952,42,7,2,2,278
4953,14,3,1,0,278
4954,87,3,1,1,278
4955,14,7,1,0,278
4956,87,7,1,1,278
4957,13,3,0,0,278
4958,13,7,0,0,278
4959,505,3,3,0,279
4960,161,3,3,1,279
4961,368,3,3,2,279
4962,213,3,3,3,279
4963,505,7,3,0,279
4964,178,7,3,1,279
4965,447,7,3,2,279
4966,224,7,3,3,279
4967,18,3,2,0,279
4968,459,3,2,1,279
4969,30,3,2,2,279
4970,18,7,2,0,279
4971,459,7,2,1,279
4972,463,7,2,2,279
4973,44,3,1,0,279
4974,85,3,1,1,279
4975,44,7,1,0,279
4976,85,7,1,1,279
4977,13,3,0,0,279
4978,13,7,0,0,279
4979,482,3,3,0,280
4980,366,3,3,1,280
4981,370,3,3,2,280
4982,371,3,3,3,280
4983,482,7,3,0,280
4984,448,7,3,1,280
4985,420,7,3,2,280
4986,449,7,3,3,280
4987,459,3,2,0,280
4988,30,3,2,1,280
4989,22,3,2,2,280
4990,459,7,2,0,280
4991,30,7,2,1,280
4992,103,7,2,2,280
4993,14,3,1,0,280
4994,84,3,1,1,280
4995,14,7,1,0,280
4996,84,7,1,1,280
4997,13,3,0,0,280
4998,13,7,0,0,280
5019,156,3,3,0,282
5020,365,3,3,1,282
5021,212,3,3,2,282
5022,372,3,3,3,282
5023,156,7,3,0,282
5024,416,7,3,1,282
5025,223,7,3,2,282
5026,422,7,3,3,282
5027,31,3,2,0,282
5028,461,3,2,1,282
5029,21,3,2,2,282
5030,31,7,2,0,282
5031,461,7,2,1,282
5032,105,7,2,2,282
5033,86,3,1,0,282
5034,44,3,1,1,282
5035,86,7,1,0,282
5036,44,7,1,1,282
5037,13,3,0,0,282
5038,13,7,0,0,282
5039,157,3,3,0,283
5040,161,3,3,1,283
5041,36,3,3,2,283
5042,163,3,3,3,283
5043,157,7,3,0,283
5044,178,7,3,1,283
5045,137,7,3,2,283
5046,191,7,3,3,283
5047,30,3,2,0,283
5048,18,3,2,1,283
5049,31,3,2,2,283
5050,30,7,2,0,283
5051,18,7,2,1,283
5052,19,7,2,2,283
5053,85,3,1,0,283
5054,83,3,1,1,283
5055,85,7,1,0,283
5056,83,7,1,1,283
5057,13,3,0,0,283
5058,13,7,0,0,283
5059,505,3,3,0,284
5060,367,3,3,1,284
5061,162,3,3,2,284
5062,110,3,3,3,284
5063,505,7,3,0,284
5064,417,7,3,1,284
5065,179,7,3,2,284
5066,138,7,3,3,284
5067,22,3,2,0,284
5068,461,3,2,1,284
5069,18,3,2,2,284
5070,22,7,2,0,284
5071,461,7,2,1,284
5072,463,7,2,2,284
5073,15,3,1,0,284
5074,44,3,1,1,284
5075,15,7,1,0,284
5076,44,7,1,1,284
5077,13,3,0,0,284
5078,13,7,0,0,284
5079,196,3,3,0,285
5080,211,3,3,1,285
5081,370,3,3,2,285
5082,163,3,3,3,285
5083,196,7,3,0,285
5084,222,7,3,1,285
5085,420,7,3,2,285
5086,191,7,3,3,285
5087,461,3,2,0,285
5088,30,3,2,1,285
5089,459,3,2,2,285
5090,461,7,2,0,285
5091,30,7,2,1,285
5092,42,7,2,2,285
5093,203,3,1,0,285
5094,83,3,1,1,285
5095,207,7,1,0,285
5096,83,7,1,1,285
5097,13,3,0,0,285
5098,13,7,0,0,285
5119,480,3,3,0,287
5120,107,3,3,1,287
5121,212,3,3,2,287
5122,372,3,3,3,287
5123,480,7,3,0,287
5124,457,7,3,1,287
5125,223,7,3,2,287
5126,422,7,3,3,287
5127,18,3,2,0,287
5128,21,3,2,1,287
5129,30,3,2,2,287
5130,18,7,2,0,287
5131,21,7,2,1,287
5132,102,7,2,2,287
5133,469,3,1,0,287
5134,14,3,1,1,287
5135,474,7,1,0,287
5136,14,7,1,1,287
5137,13,3,0,0,287
5138,13,7,0,0,287
5139,193,3,3,0,288
5140,365,3,3,1,288
5141,36,3,3,2,288
5142,373,3,3,3,288
5143,193,7,3,0,288
5144,416,7,3,1,288
5145,137,7,3,2,288
5146,423,7,3,3,288
5147,462,3,2,0,288
5148,22,3,2,1,288
5149,459,3,2,2,288
5150,462,7,2,0,288
5151,22,7,2,1,288
5152,104,7,2,2,288
5153,15,3,1,0,288
5154,14,3,1,1,288
5155,15,7,1,0,288
5156,14,7,1,1,288
5157,13,3,0,0,288
5158,13,7,0,0,288
5179,481,3,3,0,290
5180,367,3,3,1,290
5181,212,3,3,2,290
5182,213,3,3,3,290
5183,481,7,3,0,290
5184,417,7,3,1,290
5185,223,7,3,2,290
5186,224,7,3,3,290
5187,22,3,2,0,290
5188,459,3,2,1,290
5189,461,3,2,2,290
5190,22,7,2,0,290
5191,459,7,2,1,290
5192,104,7,2,2,290
5193,44,3,1,0,290
5194,84,3,1,1,290
5195,44,7,1,0,290
5196,84,7,1,1,290
5197,13,3,0,0,290
5198,13,7,0,0,290
5199,479,3,3,0,291
5200,107,3,3,1,291
5201,370,3,3,2,291
5202,110,3,3,3,291
5203,479,7,3,0,291
5204,457,7,3,1,291
5205,420,7,3,2,291
5206,138,7,3,3,291
5207,21,3,2,0,291
5208,462,3,2,1,291
5209,31,3,2,2,291
5210,21,7,2,0,291
5211,462,7,2,1,291
5212,105,7,2,2,291
5213,469,3,1,0,291
5214,84,3,1,1,291
5215,474,7,1,0,291
5216,84,7,1,1,291
5217,13,3,0,0,291
5218,13,7,0,0,291
5219,504,3,3,0,292
5220,365,3,3,1,292
5221,368,3,3,2,292
5222,110,3,3,3,292
5223,504,7,3,0,292
5224,416,7,3,1,292
5225,447,7,3,2,292
5226,138,7,3,3,292
5227,31,3,2,0,292
5228,22,3,2,1,292
5229,459,3,2,2,292
5230,31,7,2,0,292
5231,22,7,2,1,292
5232,19,7,2,2,292
5233,86,3,1,0,292
5234,15,3,1,1,292
5235,86,7,1,0,292
5236,15,7,1,1,292
5237,13,3,0,0,292
5238,13,7,0,0,292
5239,479,3,3,0,293
5240,366,3,3,1,293
5241,162,3,3,2,293
5242,371,3,3,3,293
5243,479,7,3,0,293
5244,448,7,3,1,293
5245,179,7,3,2,293
5246,449,7,3,3,293
5247,18,3,2,0,293
5248,31,3,2,1,293
5249,462,3,2,2,293
5250,18,7,2,0,293
5251,31,7,2,1,293
5252,103,7,2,2,293
5253,87,3,1,0,293
5254,85,3,1,1,293
5255,87,7,1,0,293
5256,85,7,1,1,293
5257,13,3,0,0,293
5258,13,7,0,0,293
5259,194,3,3,0,294
5260,211,3,3,1,294
5261,368,3,3,2,294
5262,372,3,3,3,294
5263,194,7,3,0,294
5264,222,7,3,1,294
5265,447,7,3,2,294
5266,422,7,3,3,294
5267,459,3,2,0,294
5268,21,3,2,1,294
5269,30,3,2,2,294
5270,459,7,2,0,294
5271,21,7,2,1,294
5272,38,7,2,2,294
5273,84,3,1,0,294
5274,83,3,1,1,294
5275,84,7,1,0,294
5276,83,7,1,1,294
5277,13,3,0,0,294
5278,13,7,0,0,294
5279,504,3,3,0,295
5280,367,3,3,1,295
5281,369,3,3,2,295
5282,163,3,3,3,295
5283,504,7,3,0,295
5284,417,7,3,1,295
5285,416,7,3,2,295
5286,191,7,3,3,295
5287,22,3,2,0,295
5288,462,3,2,1,295
5289,21,3,2,2,295
5290,22,7,2,0,295
5291,462,7,2,1,295
5292,38,7,2,2,295
5293,469,3,1,0,295
5294,87,3,1,1,295
5295,474,7,1,0,295
5296,87,7,1,1,295
5297,13,3,0,0,295
5298,13,7,0,0,295
5299,192,3,3,0,296
5300,366,3,3,1,296
5301,369,3,3,2,296
5302,213,3,3,3,296
5303,192,7,3,0,296
5304,448,7,3,1,296
5305,416,7,3,2,296
5306,224,7,3,3,296
5307,30,3,2,0,296
5308,462,3,2,1,296
5309,18,3,2,2,296
5310,30,7,2,0,296
5311,462,7,2,1,296
5312,38,7,2,2,296
5313,83,3,1,0,296
5314,86,3,1,1,296
5315,83,7,1,0,296
5316,86,7,1,1,296
5317,13,3,0,0,296
5318,13,7,0,0,296
5319,192,3,3,0,297
5320,161,3,3,1,297
5321,369,3,3,2,297
5322,373,3,3,3,297
5323,192,7,3,0,297
5324,178,7,3,1,297
5325,416,7,3,2,297
5326,423,7,3,3,297
5327,461,3,2,0,297
5328,18,3,2,1,297
5329,22,3,2,2,297
5330,461,7,2,0,297
5331,18,7,2,1,297
5332,42,7,2,2,297
5333,203,3,1,0,297
5334,86,3,1,1,297
