id,unk_1,category_cooldown,cooldown,gcd_cooldown,id_parent
6070,0,0,1800000,1500,69046
6071,0,90000,90000,1500,69070
6074,0,0,90000,1500,69179
6075,0,0,5000,1000,69228
6076,0,0,0,1000,69280
6077,0,6000,0,1500,69304
6078,0,0,0,1500,69305
6079,0,0,1000,0,69354
6080,0,0,500,0,69367
6081,0,0,500,0,69433
6082,0,0,500,0,69435
6083,0,0,5000,0,69453
6084,0,0,10000,0,69461
6085,0,0,2000,0,69517
6086,0,0,0,1500,69607
6087,0,0,0,1500,69608
6088,0,0,0,1500,69626
6089,0,0,0,1500,69630
6090,0,0,1000,0,69794
6091,0,0,0,1500,69867
6092,0,0,0,1500,69992
6093,0,0,0,1500,70051
6094,0,6000,0,0,70117
6095,0,0,5000,1000,70151
6096,0,0,5000,1000,70152
6097,0,0,0,1500,70171
6098,0,0,0,2000,70218
6099,0,0,0,1500,70340
6100,0,0,35000,0,70355
6101,0,4000,0,0,70410
6102,0,0,10000,1000,70432
6103,0,5000,0,0,70456
6104,0,0,0,250,70607
6105,0,0,1000,0,70631
6106,0,0,0,1500,70732
6107,0,0,250,0,70735
6108,0,0,0,1500,70736
6109,0,0,0,1500,70741
6110,0,0,0,1500,70742
6112,0,6000,0,1500,70796
6114,0,0,5000,0,71349
6115,0,0,0,1500,71526
6116,0,0,1000,0,71543
6117,0,0,5000,1000,71658
6118,0,0,0,1000,71659
6119,0,0,10000,1000,71660
6120,0,0,0,1500,71804
6121,0,0,0,4000,71812
6122,0,0,0,1500,71867
6123,0,0,0,1500,71924
6124,0,0,0,1000,71974
6125,0,0,300000,1500,71975
6126,0,0,0,1000,71984
6127,0,0,0,1500,71985
6128,0,0,1500,0,72013
6129,0,0,0,1500,72014
6130,0,0,0,1500,72043
6131,0,0,1000,0,72051
6132,0,6000,0,1500,72114
6133,0,0,6000,0,72177
6134,0,0,1500,0,72188
6135,0,0,0,1500,72205
6136,0,0,0,1500,72206
6137,0,0,1500,0,72210
6138,0,0,5000,0,72226
6139,0,0,0,1000,72240
6140,0,0,0,1000,72246
6141,0,0,0,1000,72294
6142,0,0,0,1500,72339
6143,0,0,2000,0,72375
6144,0,0,1000,0,72472
6145,0,0,5000,1000,72520
6146,0,0,10000,0,72591
6147,0,0,1000,0,72596
6148,0,0,1000,0,72609
6149,0,0,1000,0,72616
6150,0,0,10000,0,72654
6151,0,0,1500,0,72741
6152,0,0,0,20000,72849
6153,0,0,0,1000,72887
6154,0,0,0,1500,72922
6155,0,0,0,1500,72932
6156,0,0,5000,1000,72940
6157,0,0,0,1500,73066
6158,0,0,0,1500,73155
6159,0,0,1500,0,73207
6160,0,0,0,1500,73212
6161,0,0,0,1500,73254
6162,0,0,0,1500,73257
6163,0,0,0,1500,73291
6164,0,0,300000,0,73302
6165,0,0,0,1000,73393
6167,0,0,500,500,73456
6168,0,0,0,1500,73461
6169,0,0,0,1500,73462
6170,0,0,0,1500,73463
6171,0,0,5000,500,73477
6172,0,1000,0,0,73478
6173,0,0,0,3000,73485
6174,0,0,0,3000,73486
6184,0,0,0,1500,73507
6185,0,0,5000,5000,73518
6188,0,0,1000,0,73673
6189,0,0,0,1500,73692
6190,0,0,1000,0,73742
6191,0,1500,0,0,73841
6192,0,0,5000,0,73851
6193,0,0,6000,2000,73874
6194,0,120000,600000,1000,73903
6195,0,0,5000,0,73945
6196,0,0,3000,0,73958
6197,0,0,3000,0,73969
6198,0,0,0,1500,73976
6200,0,1000,1000,0,73982
6201,0,1000,1000,0,73983
6202,0,0,1000,0,73984
6203,0,0,0,1000,73991
6204,0,0,3000,1000,73994
6205,0,1000,15000,0,73995
6206,0,0,8000,1000,73997
6207,0,0,1500,1000,73998
6208,0,1500,0,0,74000
6209,0,1500,0,0,74003
6210,0,1500,0,0,74004
6211,0,1500,0,0,74005
6212,0,6000,0,1500,74019
6213,0,0,0,1500,74020
6214,0,0,0,1500,74022
6215,0,0,10000,0,74089
6216,0,3000,0,1500,74104
6217,0,0,0,1500,74122
6218,0,5000,0,0,74136
6220,0,0,250,0,74183
6221,0,0,5000,1000,74309
6222,0,0,2000,0,74359
6224,0,6000,0,1500,74425
6225,0,0,0,1500,74428
6226,0,0,10000,0,74489
6227,0,0,0,1500,74494
6229,0,0,0,1500,74498
6230,0,30000,0,0,74504
6231,0,0,1500,0,74578
6232,0,0,120000,0,74606
6234,0,10000,0,0,74640
6235,0,10000,0,0,74668
6236,0,4000,0,0,74739
6237,0,4000,0,0,74740
6238,0,4000,0,0,74741
6239,0,0,0,1500,74811
6240,0,2000,2000,0,74922
6241,0,5000,0,0,74930
6242,0,9000,0,9000,74934
6243,0,9000,0,9000,74935
6244,0,9000,0,9000,74937
6245,0,0,1000,0,74948
6246,0,0,0,1500,74973
6247,0,2000,2000,0,74974
6248,0,0,0,1500,75014
6249,0,0,0,1500,75015
6250,0,0,0,1500,75019
6251,0,0,0,1500,75021
6253,0,0,3000,0,75067
6254,0,0,0,1500,75068
6255,0,2000,2000,0,75070
6256,0,0,0,1500,75139
6263,0,3000,0,0,75158
6264,0,3000,0,1500,75241
6265,0,0,0,1500,75242
6266,0,0,10000,0,75275
6267,0,0,0,1000,75342
6268,0,30000,0,0,75355
6270,0,0,140000,0,75392
6271,0,0,5000,0,75395
6272,0,0,60000,0,75400
6273,0,0,3000,0,75409
6274,0,0,3000,0,75410
6275,0,0,3000,0,75411
6276,0,4000,0,0,75428
6277,0,0,0,1500,75439
6278,0,0,3000,0,75443
6279,0,0,0,1500,75527
6280,0,0,0,1500,75528
6281,0,0,0,5000,75556
6282,0,0,1500,1500,75557
6283,0,0,0,1500,75561
6284,0,0,0,1500,75562
6285,0,0,6000,1500,75563
6286,0,0,0,1500,75604
6287,0,10000,0,1500,75609
6288,0,0,0,1500,75635
6289,0,0,0,1000,75637
6290,0,0,1000,0,75638
6291,0,20000,0,0,75656
6292,0,0,5000,1000,75668
6293,0,0,0,1000,75678
6294,0,0,6000,1500,75684
6295,0,0,10000,1000,75698
6296,0,0,0,1500,75722
6298,0,0,500,0,75776
6300,0,0,500,0,75794
6301,0,0,2000,0,75832
6302,0,0,0,1500,75833
6303,0,0,0,1500,75849
6304,0,0,0,1500,75923
6305,0,0,0,1500,75961
6306,0,18000,0,0,75967
6307,0,18000,0,0,75968
6308,0,0,30000,0,75994
6309,0,0,0,1500,76001
6310,0,6000,0,1500,76016
6311,0,0,0,1500,76026
6312,0,0,0,1500,76047
6313,0,0,0,1500,76094
6314,0,10000,0,1500,76100
6315,0,0,0,1500,76160
6316,0,1000,0,1500,76170
6317,0,1000,0,1500,76171
6318,0,3000,0,0,76184
6320,0,0,140000,0,76214
6321,0,0,140000,0,76217
6322,0,7000,0,0,76325
6323,0,0,10000,0,76337
6325,0,24000,0,0,76417
6326,0,0,0,1500,76418
6327,0,0,0,30000,76460
6328,0,0,0,1500,76478
6329,0,0,0,1500,76484
6330,0,0,15000,1000,76490
6331,0,0,0,1000,76511
6333,0,0,0,1500,76579
6334,0,0,0,1500,76584
6335,0,0,0,1500,76591
6336,0,0,60000,1500,76597
6337,0,6000,6000,1000,76610
6338,0,0,0,1000,76643
6339,0,0,6000,1000,76664
6340,0,3000,0,0,76674
6341,0,3000,0,0,76675
6342,0,6000,0,1500,76680
6343,0,0,0,1500,76719
6344,0,0,0,1500,76720
6345,0,5000,0,0,76727
6346,0,5000,0,0,76729
6347,0,6000,0,1500,76732
6348,0,0,0,1500,76815
6349,0,0,0,1500,76820
6350,0,0,1500,0,76846
6351,0,0,1000,0,76859
6352,0,0,0,1500,76876
6353,0,0,1500,0,76887
6354,0,0,1500,0,76889
6355,0,0,30000,1500,76903
6358,0,0,10000,1000,77001
6359,0,0,0,1500,77023
6360,0,3000,0,0,77024
6362,0,0,0,1500,77042
6363,0,0,1500,0,77055
6364,0,3000,0,0,77060
6365,0,3000,0,0,77061
6366,0,0,0,1500,77069
6367,0,3000,0,0,77106
6368,0,0,0,1500,77160
6369,0,0,0,1500,77230
6370,0,0,3000,0,77301
6371,0,0,0,1500,77313
6372,0,0,0,1000,77330
6373,0,0,0,1500,77345
6374,0,0,2000,0,77380
6375,0,0,3000,0,77408
6376,0,0,0,1500,77426
6377,0,0,0,1500,77434
6378,0,20000,0,0,77438
6379,0,0,0,1500,77457
6380,0,0,0,1500,77500
6381,0,0,0,1500,77508
6382,0,3000,0,0,77518
6383,0,0,1500,0,77526
6384,0,0,32000,0,77546
6385,0,0,0,1500,77553
6386,0,3000,0,0,77557
6387,0,0,0,1500,77567
6388,0,2000,0,1500,77569
6389,0,0,5000,0,77571
6390,0,0,0,1500,77593
6392,0,0,2000,0,77628
6393,0,0,10000,0,77629
6394,0,0,0,1500,77645
6395,0,0,3000,0,77664
6396,0,0,0,1500,77670
6397,0,2000,0,1000,77679
6398,0,0,3000,0,77682
6399,0,0,0,1500,77695
6400,0,0,0,1000,77699
6401,0,0,0,1500,77718
6402,0,0,0,1500,77721
6403,0,0,0,1500,77722
6404,0,0,0,250,77743
6405,0,0,15000,1500,77745
6406,0,0,0,1000,77760
6408,0,10000,0,0,77780
6409,0,3000,0,1000,77786
6410,0,120000,0,0,77806
6411,0,0,1000,0,77814
6412,0,2000,0,1500,77896
6413,0,0,0,1000,77912
6414,0,0,0,750,77913
6415,0,0,6000,0,77917
6416,0,6000,0,1500,77918
6417,0,0,0,1500,77921
6419,0,0,6000,0,77941
6420,0,0,10000,0,77977
6421,0,0,0,1500,77993
6422,0,3000,0,0,77995
6423,0,8000,0,0,77998
6424,0,0,0,1500,78011
6425,0,0,0,1500,78026
6426,0,0,0,1500,78060
6427,0,0,0,1500,78061
6428,0,0,0,1500,78066
6429,0,1500,0,0,78068
6430,0,10000,0,0,78075
6431,0,0,30000,0,78106
6432,0,0,3000,0,78109
6433,0,0,8000,1500,78144
6434,0,6000,0,1500,78145
6435,0,0,6000,1500,78146
6436,0,0,300000,1500,78151
6437,0,0,600000,1500,78154
6438,0,0,0,1000,78155
6440,0,0,0,1000,78157
6441,0,0,0,1000,78158
6442,0,0,0,1000,78159
6443,0,0,0,1500,78160
6444,0,0,0,1000,78161
6445,0,0,1500,0,78176
6446,0,0,1500,0,78178
6447,0,0,1500,0,78179
6448,0,0,1500,0,78180
6449,0,0,0,1500,78183
6450,0,15000,0,0,78189
6451,0,0,0,1000,78222
6452,0,0,3000,0,78269
6453,0,0,0,1500,78273
6454,0,0,0,1500,78294
6455,0,0,0,1000,78295
6456,0,0,0,4000,78331
6458,0,0,0,1000,78371
6459,0,0,4000,1500,78372
6460,0,0,1500,0,78403
6461,0,0,0,1500,78491
6462,0,0,0,1500,78521
6464,0,10000,0,0,78603
6465,0,0,0,1500,78623
6466,0,6000,0,1500,78630
6467,0,0,15000,1000,78638
6468,0,0,0,1500,78660
6469,0,0,0,1500,78678
6470,0,0,0,1500,78683
6471,0,0,0,1500,78685
6472,0,0,0,1500,78702
6473,0,8000,0,1500,78732
6474,0,6000,0,1500,78754
6475,0,0,0,1500,78770
6476,0,10000,0,0,78778
6477,0,0,0,1500,78799
6478,0,0,0,1500,78802
6479,0,0,0,1500,78808
6480,0,0,0,1500,78810
6481,0,30000,0,1500,78823
6482,0,0,200,200,78825
6483,0,7000,0,1500,78828
6484,0,0,0,1500,78832
6485,0,0,0,1500,78841
6486,0,60000,0,0,78899
6487,0,60000,0,0,78906
6488,0,5000,0,0,78916
6489,0,0,0,1500,78921
6490,0,0,0,1500,78962
6491,0,0,0,1500,78966
6492,0,0,0,1000,78968
6493,0,0,8000,1000,78972
6494,0,60000,0,0,78989
6495,0,60000,0,0,78990
6496,0,0,0,1000,79019
6497,0,0,10000,1000,79020
6498,0,8000,0,0,79023
6499,0,0,250,0,79024
6500,0,0,250,0,79040
6501,0,0,100,0,79043
6502,0,0,250,0,79044
6503,0,0,250,0,79046
6504,0,0,0,1000,79050
6505,0,0,0,1500,79085
6506,0,0,1000,0,79205
6507,0,0,10000,1000,79213
6508,0,0,0,1000,79222
6509,0,0,8000,1000,79223
6510,0,0,10000,1000,79224
6511,0,0,0,500,79247
6512,0,0,500,0,79319
6513,0,0,1000,0,79323
6514,0,3000,0,1000,79340
6515,0,0,0,1000,79345
6516,0,6000,0,1000,79351
6517,0,0,0,1500,79425
6518,0,0,0,1000,79429
6519,0,0,8000,0,79430
6520,0,0,0,1000,79431
6521,0,0,1000,0,79449
6522,0,1000,0,0,79470
6523,0,60000,0,0,79475
6524,0,60000,0,0,79476
6525,0,8000,0,0,79499
6526,0,40000,0,0,79507
6527,0,0,0,1500,79539
6528,0,0,0,1500,79558
6529,0,0,0,1500,79563
6530,0,0,0,1500,79565
6531,0,0,0,1500,79571
6532,0,0,0,500,79572
6533,0,2000,0,0,79580
6534,0,0,0,1500,79581
6535,0,0,6000,1500,79583
6536,0,0,0,1500,79584
6537,0,18000,0,1500,79616
6538,0,18000,0,1500,79619
6540,0,1000,0,0,79633
6541,0,1000,0,0,79634
6542,0,0,0,1500,79673
6543,0,0,0,1500,79719
6544,0,30000,0,1500,79733
6545,0,0,0,1500,79777
6546,0,0,0,1500,79811
6547,0,0,0,1500,79831
6548,0,0,0,1500,79833
6549,0,0,0,1500,79847
6550,0,0,0,1500,79849
6551,0,0,0,1000,79851
6552,0,0,0,1000,79852
6553,0,0,0,1500,79857
6554,0,0,0,1500,79859
6555,0,0,30000,1000,79864
6556,0,0,10000,0,79865
6558,0,0,15000,0,79870
6559,0,20000,0,1500,79872
6560,0,10000,0,0,79878
6561,0,0,0,1500,79880
6562,0,0,0,1500,79881
6563,0,0,300000,1500,79883
6564,0,0,0,1500,79884
6565,0,0,0,1500,79885
6566,0,0,0,1500,79886
6567,0,0,0,1500,79890
6568,0,0,0,1500,79891
6569,0,0,0,1500,79893
6570,0,0,0,1500,79895
6571,0,0,0,1500,79896
6572,0,0,8000,1500,79899
6573,0,0,0,1500,79902
6574,0,3000,0,0,79904
6575,0,0,0,1500,79909
6576,0,6000,0,1500,79913
6577,0,8000,0,1500,79914
6578,0,3000,0,0,79921
6579,0,0,0,1500,79926
6580,0,0,0,1500,79927
6581,0,0,0,1500,79930
6582,0,0,0,1500,79932
6583,0,0,0,1500,79933
6584,0,0,0,1500,79934
6585,0,0,0,1500,79939
6586,0,0,0,1500,79949
6587,0,0,0,1500,79954
6588,0,0,0,1500,79956
6589,0,0,0,1500,79957
6590,0,0,0,1500,79958
6591,0,0,0,1500,79961
6592,0,0,0,1500,79962
6593,0,0,0,1500,79963
6594,0,0,0,1500,79964
6595,0,0,0,1500,79966
6596,0,0,0,1500,79967
6597,0,0,0,1500,79968
6598,0,0,0,1500,79971
6599,0,0,0,1500,79972
6600,0,0,0,1500,79976
6601,0,0,0,1500,79977
6602,0,0,0,1500,80003
6603,0,0,0,1000,80004
6604,0,0,0,1500,80009
6605,0,0,10000,1500,80012
6606,0,0,0,1000,80015
6607,0,0,0,1500,80016
6608,0,0,0,1000,80018
6609,0,0,30000,0,80070
6610,0,0,0,3000,80101
6611,0,3000,0,0,80130
6612,0,3000,0,0,80145
6613,0,0,0,1500,80174
6614,0,2000,0,2000,80183
6617,0,0,0,1500,80256
6619,0,3000,0,0,80270
6620,0,0,1000,0,80277
6621,0,0,0,1500,80304
6622,0,0,0,1500,80306
6623,0,10000,0,0,80352
6624,0,0,15000,1000,80365
6625,0,5000,0,0,80390
6626,0,0,6000,6000,80393
6628,0,0,6000,6000,80436
6629,0,0,6000,6000,80446
6631,0,3000,0,1500,80451
6634,0,0,0,1500,80522
6636,0,0,0,1500,80555
6637,0,0,3000,0,80562
6638,0,0,0,1500,80564
6639,0,0,0,1500,80570
6640,0,0,0,1500,80576
6641,0,0,0,1000,80588
6642,0,60000,0,0,80597
6643,0,0,0,1500,80607
6644,0,0,0,1500,80638
6645,0,13000,0,0,80652
6647,0,0,0,1500,80820
6648,0,6000,0,1000,80869
6649,0,20000,0,0,80920
6650,0,0,10000,0,80952
6651,0,0,0,1500,80966
6652,0,0,0,1500,80983
6653,0,0,1200000,1500,80985
6654,0,0,10000,0,80994
6655,0,0,0,1500,81072
6656,0,0,0,1500,81087
6657,0,0,0,1500,81140
6658,0,0,0,1500,81167
6659,0,0,0,1500,81203
6660,0,0,0,1500,81212
6661,0,0,0,1500,81224
6662,0,0,0,1500,81236
6663,0,0,0,1500,81293
6664,0,0,3000,1500,81342
6665,0,0,1500,0,81361
6666,0,0,3000,1500,81365
6667,0,0,10000,1500,81367
6668,0,0,4000,1500,81369
6669,0,0,3000,1500,81371
6670,0,0,0,1500,81419
6671,0,0,0,1500,81439
6672,0,0,0,1500,81440
6673,0,0,0,1500,81442
6674,0,0,0,1500,81453
6675,0,0,0,1500,81454
6676,0,0,0,1500,81455
6677,0,0,0,1500,81456
6678,0,0,5000,1500,81457
6679,0,0,30000,0,81490
6681,0,1500,1000,0,81506
6682,0,1500,1000,0,81513
6683,0,1500,1000,0,81514
6684,0,0,0,1500,81521
6685,0,0,10000,0,81526
6686,0,0,1000,500,81529
6687,0,1500,1000,0,81541
6688,0,0,8000,1500,81576
6690,0,10000,0,0,81683
6772,0,0,0,1500,82326
6774,0,0,2000,0,81886
6775,0,0,0,1500,81888
6776,0,0,0,1500,81937
6777,0,0,0,1500,81954
6778,0,0,1000,0,81957
6779,0,3000,0,0,81958
6780,0,0,0,1500,81993
6781,0,0,0,1500,81996
6782,0,0,0,1500,82019
6783,0,2000,0,0,82036
6784,0,45000,0,1500,82048
6785,0,10000,0,0,82049
6786,0,0,0,1500,82053
6787,0,0,0,1500,82061
6788,0,0,0,1500,82062
6793,0,60000,0,0,82184
6794,0,60000,0,0,82186
6795,0,3000,0,0,82203
6796,0,60000,0,1500,82207
6797,0,0,15000,0,82208
6798,0,3000,0,0,82215
6799,0,7000,0,1500,82226
6800,0,0,0,1000,82261
6801,0,0,120000,0,82269
6802,0,0,0,1500,82294
6817,0,5000,0,0,76030
6818,0,5000,0,0,76032
6820,0,6000,0,1500,82405
6845,0,0,0,1500,82531
6847,0,60000,0,0,82538
6848,0,0,1200000,1500,82540
6849,0,0,10000,0,82535
6852,0,0,5000,1500,82577
6853,0,0,5000,1500,82578
6854,0,0,0,1500,82580
6855,0,0,3000,1500,82585
6856,0,0,0,1500,82587
6858,0,0,7500,1500,34026
6859,0,0,0,1500,82604
6860,0,6000,0,1500,82611
6861,0,0,0,1500,82641
6865,0,0,0,1500,82671
6867,0,0,0,1500,82707
6868,0,0,0,1500,82708
6869,0,4000,0,0,82717
6870,0,0,30000,0,82726
6871,0,0,30000,0,82728
6873,0,0,0,1500,82738
6875,0,0,0,1500,82742
6877,0,0,0,1500,82760
6878,0,180000,0,0,82768
6879,0,0,0,1500,82674
6880,0,5000,0,0,82777
6881,0,0,0,1500,82783
6882,0,0,0,1500,82784
6883,0,0,0,1500,82785
6885,0,5000,0,0,82788
6886,0,0,0,1500,82789
6887,0,0,120000,1500,82791
6888,0,0,120000,1500,82792
6889,0,0,0,1500,82794
6890,0,0,0,1500,82795
6891,0,0,0,1000,82796
6892,0,0,0,1500,82798
6893,0,0,0,1500,82811
6895,0,15000,0,0,82746
6896,0,0,120000,0,82836
6897,0,0,0,1500,82844
6898,0,0,0,1500,82846
6899,0,4000,0,0,82856
6900,0,0,0,1000,82858
6901,0,0,0,1500,82878
6902,0,0,0,1500,82886
6924,0,0,30000,0,79586
6926,0,0,15000,0,65579
6927,0,0,0,1500,83006
6928,0,0,0,1000,83009
6929,0,0,45000,1000,83010
6930,0,0,8000,0,83014
6931,0,0,0,1500,83015
6932,0,18000,0,0,83016
6933,0,0,0,2000,83017
6934,0,600000,0,0,83021
6935,0,0,2000,0,65009
6942,0,0,3000,0,83121
6943,0,0,3000,0,83135
6944,0,0,1000,0,83136
6949,0,0,0,1500,83175
6950,0,3000,0,0,83233
6951,0,0,0,1500,83242
6952,0,0,0,1500,83243
6953,0,0,0,1500,83244
6954,0,0,0,1500,83245
6956,0,20000,0,1500,83370
6960,0,90000,200000,0,82815
6961,0,90000,200000,0,83085
6962,0,90000,200000,0,83093
6963,0,90000,200000,0,83452
6964,0,10000,0,0,83476
6966,0,0,0,1500,83497
6968,0,0,0,1500,83504
6969,0,0,0,1500,83540
6970,0,0,0,1500,83564
6971,0,0,0,1500,83567
6973,0,0,0,500,83573
6974,0,0,0,1500,83586
6975,0,0,0,1500,83596
6976,0,0,0,1500,83598
6977,0,0,0,1500,83599
6983,0,5000,0,0,83698
6986,0,10000,0,0,83718
6987,0,0,0,1500,83785
6988,0,3000,0,0,83790
6989,0,0,0,1500,83848
6990,0,0,0,1500,83849
6992,0,0,0,1500,83872
6993,0,0,15000,1500,83902
6994,0,0,0,1500,83914
6995,0,0,1000,0,83939
6996,0,0,3600000,0,83958
7003,0,5000,0,0,83929
7004,0,5000,0,0,83985
7005,0,0,0,1500,84012
7019,0,0,120000,1500,84126
7020,0,18000,0,0,84146
7021,0,20000,0,1500,84165
7023,0,0,0,1500,84263
7028,0,0,0,1500,84309
7029,0,0,0,1500,84333
7030,0,0,0,1500,84342
7031,0,600000,600000,1500,84348
7033,0,3000,0,0,84402
7035,0,10000,0,0,84419
7036,0,120000,0,0,84442
7037,0,0,0,1500,84472
7038,0,0,0,1500,84492
7040,0,0,1600,0,84499
7041,0,0,0,1500,84533
7042,0,0,5000,0,84545
7043,0,0,0,500,84562
7044,0,0,0,1000,84575
7049,0,0,0,1500,84632
7052,0,6000,0,1500,84675
7054,0,20000,0,1500,84715
7056,0,15000,0,0,84724
7057,0,5000,0,0,84742
7058,0,0,0,1500,84752
7059,0,5000,0,1500,84763
7061,0,0,0,1500,84766
7064,0,13000,0,0,84784
7066,0,0,2000,1500,84804
7067,0,0,0,1500,84806
7068,0,30000,0,0,84813
7069,0,0,0,1500,84816
7070,0,5000,0,1500,84817
7071,0,0,0,1500,84822
7072,0,0,0,1500,84824
7073,0,6000,0,1500,84829
7074,0,0,0,1000,84832
7076,0,0,0,1500,84836
7078,0,0,0,1500,84845
7079,0,0,0,1000,84850
7080,0,0,0,1500,84853
7081,0,0,0,1500,84868
7087,0,0,0,1500,84875
7088,0,0,0,1500,84876
7089,0,0,0,1500,84883
7095,0,2000,0,0,84931
7097,0,10000,0,0,84948
7098,0,10000,0,0,84913
7100,0,0,0,1500,84992
7101,0,0,1500,0,84996
7102,0,0,1500,0,84997
7103,0,0,1500,0,84998
7104,0,0,1500,0,84999
7105,0,0,1500,0,85000
7107,0,0,0,1500,84963
7108,0,0,120000,0,31850
7128,0,0,1000,0,85144
7129,0,0,2000,1500,85147
7133,0,0,10000,0,85216
7136,0,0,0,1500,85240
7137,0,0,0,1500,85243
7139,0,0,0,1500,85246
7140,0,0,12000,0,85227
7141,0,0,1000,0,85248
7142,0,0,0,1500,85256
7143,0,0,1500,0,85188
7145,0,0,0,1500,85288
7146,0,0,30000,0,84995
7150,0,0,10000,0,85491
7154,0,0,0,1500,85527
7157,0,0,0,1500,85563
7159,0,0,3000,0,85580
7160,0,0,12000,1500,85222
7161,0,0,300000,0,85594
7162,0,0,0,1500,85600
7163,0,0,0,1500,85609
7170,0,0,0,1500,85714
7171,0,6000,0,1500,85715
7173,0,0,0,1000,85745
7174,0,0,30000,0,85754
7175,0,0,0,1500,85308
7179,0,0,0,1500,85800
7181,0,3000,0,0,85816
7191,0,0,2000,1500,85846
7192,0,0,0,1500,85910
7193,0,0,0,1500,85948
7194,0,0,0,1500,85964
7195,0,0,0,1500,85966
7196,0,0,0,1500,85979
7202,0,10000,0,0,75790
7203,0,10000,0,0,75774
7213,0,0,0,1500,86042
7215,0,0,0,1000,86070
7216,0,0,0,1000,86071
7217,0,0,0,1000,86072
7218,0,3000,0,1500,86079
7219,0,0,0,1000,86085
7220,0,0,0,1500,86090
7222,0,0,20000,1500,86121
7223,0,0,0,1500,86137
7229,0,0,0,1500,86211
7230,0,0,0,1500,86213
7231,0,4000,0,0,86226
7232,0,0,0,10000,86227
7234,0,120000,0,0,86237
7235,0,0,500,0,1234
7237,0,0,0,2000,86332
7241,0,6000,0,0,86377
7244,0,0,2000,0,86425
7246,0,0,0,1500,86507
7247,0,6000,0,0,86545
7248,0,0,1000,0,86561
7249,0,0,5000,1000,86601
7251,0,0,30000,0,84971
7254,0,0,0,1000,85252
7255,0,13000,0,0,86695
7256,0,0,0,1500,86699
7257,0,0,0,1500,86717
7259,0,5000,0,1500,86722
7265,0,3000,0,0,86801
7266,0,6000,0,1500,86816
7267,0,0,0,1500,86817
7269,0,0,8000,0,81459
7270,0,0,0,1500,86861
7284,0,4000,0,0,87080
7285,0,0,0,1500,87113
7290,0,3000,0,0,83654
7291,0,3000,0,0,83113
7293,0,0,0,2000,87217
7294,0,0,0,2000,87219
7295,0,0,500,500,87232
7296,0,0,1500,1500,87238
7298,0,0,1500,0,87272
7299,0,0,10000,0,87274
7300,0,0,120000,0,87279
7301,0,0,60000,0,87277
7302,0,0,60000,0,87280
7304,0,0,15000,0,87281
7305,0,0,30000,0,87275
7306,0,0,30000,0,87282
7307,0,0,15000,0,87283
7309,0,0,15000,0,87278
7312,0,0,0,1500,87344
7313,0,30000,0,0,87347
7315,0,0,0,1500,87393
7317,0,0,300000,1500,87441
7335,0,0,60000,0,87596
7342,0,0,10000,0,87606
7343,0,0,30000,0,87607
7344,0,0,15000,0,87608
7345,0,0,120000,0,87609
7346,0,0,60000,0,87611
7347,0,0,15000,0,87612
7348,0,0,30000,0,87613
7349,0,0,15000,0,87614
7352,0,0,12000,0,87094
7355,0,3000,0,0,87645
7357,0,5000,0,0,87698
7358,0,10000,0,0,87650
7359,0,5000,0,0,87662
7361,0,0,0,1500,87720
7362,0,0,0,1500,87732
7363,0,0,1500,0,87747
7364,0,5000,0,0,87753
7366,0,20000,0,1500,87759
7367,0,0,0,1500,87761
7368,0,0,0,1500,87762
7369,0,0,0,1500,87771
7370,0,300000,0,1500,87772
7371,0,0,0,1500,87780
7374,0,5000,0,0,73872
7376,0,0,0,1500,87863
7377,0,0,20000,0,87851
7379,0,0,2000,0,87960
7380,0,0,2000,0,87963
7381,0,0,2000,0,87976
7382,0,0,0,500,87985
7383,0,0,1500,0,87997
7384,0,0,0,1500,88010
7385,0,0,0,1500,88032
7388,0,0,2000,0,88068
7390,0,0,0,1500,88074
7391,0,0,0,1500,88082
7392,0,0,0,1500,88084
7393,0,5000,0,0,88097
7394,0,5000,0,0,88100
7395,0,0,4000,0,88027
7398,0,0,10000,0,84788
7399,0,0,0,1500,88171
7400,0,0,0,1500,88201
7401,0,0,0,1500,88209
7403,0,3000,0,1500,88253
7404,0,0,0,1500,88255
7406,0,3000,0,1500,88287
7408,0,0,0,1500,88323
7409,0,0,0,1500,88342
7410,0,0,0,1500,88344
7411,0,0,60000,1500,88345
7412,0,0,60000,1500,88346
7413,0,0,1500,0,88354
7414,0,0,1000,0,88418
7415,0,0,0,1500,88434
7417,0,0,0,1500,88439
7418,0,0,120000,0,88448
7419,0,0,0,1500,88456
7420,0,0,1000,0,88478
7421,0,0,1000,0,88527
7423,0,0,60000,1500,88625
7424,0,0,1000,0,88496
7426,0,0,1000,0,88650
7427,0,0,0,1000,88651
7428,0,0,0,200,88661
7429,0,0,0,1500,88663
7433,0,0,8000,0,88679
7444,0,0,0,1500,88760
7449,0,0,0,1500,88839
7450,0,0,0,1500,88846
7451,0,0,250,0,88868
7452,0,0,0,1500,88879
7453,0,0,0,1500,88886
7454,0,0,2000,0,88890
7455,0,0,0,1000,88901
7456,0,5000,0,0,82859
7460,0,0,0,1500,88962
7461,0,5000,0,0,89001
7462,0,19000,0,0,84643
7463,0,5000,0,0,89016
7464,0,5000,0,0,89017
7465,0,5000,0,0,89018
7466,0,0,0,1500,89039
7469,0,0,0,1500,89050
7470,0,0,0,1500,89051
7473,0,60000,0,0,89078
7474,0,10000,0,0,89083
