id,name,unk_4,title,unk_5,id_1,id_2,id_3,unk_1,unk_2_1,unk_2_2,unk_2_3,unk_2_4,unk_3_1,unk_3_2,unk_3_3,unk_3_4,id_creature,unk_6,unk_7,unk_8
84439,"Yepa","","","",58339,0,0,0,1065353216,0,0,0,12773.000000,49689.000000,0.000000,0.000000,0,7,0,0
84440,"Fern Greenfoot","","","",58340,0,0,0,1065353216,0,0,0,12773.000000,49689.000000,0.000000,0.000000,0,7,0,0
84441,"Sea Calf","","","",49259,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
84444,"Aggra","","","",48082,0,0,0,1065353216,0,0,0,58137.000000,110159.000000,0.000000,0.000000,1,7,0,0
84464,"Backdraft","","","",23767,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,10,0,0
84476,"Faal","","","",58360,0,0,0,1065353216,0,0,0,13348.000000,0.000000,0.000000,0.000000,0,7,0,0
84477,"Besandran Shatterfury","","","",58362,0,0,0,1065353216,0,0,0,13348.000000,0.000000,0.000000,0.000000,0,7,0,0
84478,"Syverandin Yewshade","","","",58363,0,0,0,1065353216,0,0,0,20580.000000,12867.000000,0.000000,0.000000,0,7,0,0
84479,"Matoclaw","","","",31626,0,0,0,1065353216,0,0,0,20580.000000,12867.000000,0.000000,0.000000,0,7,0,0
84480,"Ellington Moonheart","","","",58364,0,0,0,1065353216,0,0,0,40244.000000,33334.000000,0.000000,0.000000,0,7,0,0
84481,"Tama Skyhoof","","","",58365,0,0,0,1065353216,0,0,0,40244.000000,33334.000000,0.000000,0.000000,0,7,0,0
84482,"Gorandir Wildsong","","","",58366,0,0,0,1065353216,0,0,0,2177.000000,0.000000,0.000000,0.000000,0,7,0,0
84484,"Goahn","","","",58368,0,0,0,1065353216,0,0,0,2177.000000,0.000000,0.000000,0.000000,0,7,0,0
84486,"Mojo'kai","","","",58369,0,0,0,1065353216,0,0,0,25625.000000,0.000000,0.000000,0.000000,0,7,0,0
84487,"Ruvan Hornsby","","","",58372,0,0,0,1065353216,0,0,0,25625.000000,0.000000,0.000000,0.000000,0,7,0,0
84491,"Elodor Elekk-Herder","","","",58374,58375,58376,58377,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,7,0,0
84521,"Deathwatch Hatchling","","","",58395,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
84542,"Yrel","","","",52921,0,0,0,1065353216,0,0,0,111523.000000,0.000000,0.000000,0.000000,0,7,0,0
84631,"Warlock Gateway","","","",58402,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,0,10,0,0
84636,"Warlock Gateway","","","",58405,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,0,10,0,0
84646,"Ilya Plagueheart","","Gateway Guardian","",58412,0,0,0,1065353216,0,0,0,30910.000000,48032.000000,0.000000,0.000000,1,7,0,0
84651,"Decker Watts","","Gateway Guardian","",58416,0,0,0,1065353216,0,0,0,45214.000000,49490.000000,0.000000,0.000000,1,7,0,0
84658,"Cerulean Fog Bunny","","","",20570,16946,0,0,0,1065353216,0,0,0.000000,0.000000,0.000000,0.000000,0,10,0,0
84663,"Fallen Rangari","","","",58418,58419,0,0,1065353216,1065353216,1065353216,1065353216,108493.000000,0.000000,108491.000000,0.000000,0,7,0,0
84665,"Xeranitas","","","",58420,0,0,0,1065353216,0,0,0,36705.000000,0.000000,0.000000,0.000000,0,7,0,0
84667,"Muaha Stonehide","","","",58421,0,0,0,1065353216,0,0,0,36705.000000,0.000000,0.000000,0.000000,0,7,0,0
84668,"Tholo Whitehoof","","","",31777,0,0,0,1065353216,0,0,0,34198.000000,0.000000,0.000000,0.000000,0,7,0,0
84669,"Daven Kessler","","","",58423,0,0,0,1065353216,0,0,0,39744.000000,0.000000,0.000000,0.000000,0,7,0,0
84671,"Kuma Thunderhide","","","",58424,0,0,0,1065353216,0,0,0,40233.000000,0.000000,0.000000,0.000000,0,7,0,0
84672,"Guardian Atohi","","","",58425,0,0,0,1065353216,0,0,0,47525.000000,0.000000,0.000000,0.000000,0,7,0,0
84673,"Kirandros Galeheart","","","",58427,0,0,0,1065353216,0,0,0,47525.000000,0.000000,0.000000,0.000000,0,7,0,0
84674,"Haumeja","","","",58428,0,0,0,1065353216,0,0,0,70227.000000,0.000000,0.000000,0.000000,0,7,0,0
84676,"Ursila Hudsen","","","",58430,0,0,0,1065353216,0,0,0,70227.000000,0.000000,0.000000,0.000000,0,7,0,0
84678,"Iye","","","",58432,0,0,0,1065353216,0,0,0,51798.000000,86829.000000,0.000000,0.000000,0,7,0,0
84679,"Thaal'kos Thundersong","","","",58434,0,0,0,1065353216,0,0,0,51798.000000,86829.000000,0.000000,0.000000,0,7,0,0
84685,"Invasive Thornbloom","","","",29998,23767,0,0,0,1065353216,0,0,0.000000,0.000000,0.000000,0.000000,0,10,0,0
84699,"Ilspeth Hollander","","","",58453,0,0,0,1065353216,0,0,0,67098.000000,0.000000,0.000000,0.000000,0,7,0,0
84701,"Neejala","","","",58456,0,0,0,1065353216,0,0,0,67098.000000,0.000000,0.000000,0.000000,0,7,0,0
84703,"Kihra","","","",58457,0,0,0,1065353216,0,0,0,45214.000000,47309.000000,0.000000,0.000000,0,7,0,0
84704,"Kaluaka","","","",58458,0,0,0,1065353216,0,0,0,45214.000000,47309.000000,0.000000,0.000000,0,7,0,0
84707,"Jakama","","","",58459,0,0,0,1065353216,0,0,0,24461.000000,0.000000,0.000000,0.000000,0,7,0,0
84710,"Seline Keihl","","","",58461,0,0,0,1065353216,0,0,0,24461.000000,0.000000,0.000000,0.000000,0,7,0,0
84711,"Sulaka","","","",58462,0,0,0,1065353216,0,0,0,31186.000000,0.000000,0.000000,0.000000,0,7,0,0
84715,"Randee Wallyce","","","",58464,0,0,0,1065353216,0,0,0,31186.000000,0.000000,0.000000,0.000000,0,7,0,0
84721,"Humak the Verdant","","","",58466,0,0,0,1065353216,0,0,0,28771.000000,30911.000000,0.000000,0.000000,0,7,0,0
84723,"Ramall Trueoak","","","",58467,0,0,0,1065353216,0,0,0,28771.000000,30911.000000,0.000000,0.000000,0,7,0,0
84733,"Attacking Vine","","","",30512,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1,0,0
84736,"Lost Outcast","","","",59371,59446,59447,0,1065353216,1065353216,1065353216,0,0.000000,0.000000,0.000000,0.000000,0,7,0,0
84747,"Torag Stonefury","","","",58477,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,0,7,0,0
84761,"Haunted Hound","","","",30213,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,6,0,0
84762,"Ghastly Guard","","","",53835,53840,53909,53910,1065353216,0,0,0,1899.000000,143.000000,0.000000,0.000000,0,6,0,0
84763,"Ghastly Nightwatch","","","",53835,53840,53909,53910,1065353216,0,0,0,1899.000000,143.000000,0.000000,0.000000,0,6,0,0
84772,"Merhean Sunfall","","","",58488,0,0,0,1065353216,0,0,0,41824.000000,28754.000000,0.000000,0.000000,0,7,0,0
84786,"Ruthia the Unchaste","","","",58498,0,0,0,1065353216,0,0,0,70226.000000,0.000000,0.000000,0.000000,0,7,0,0
84788,"Kinndy Brightsocket","","","",58500,0,0,0,1065353216,0,0,0,70226.000000,0.000000,0.000000,0.000000,0,7,0,0
84789,"Arctic Whitemace","","","",58502,0,0,0,1065353216,0,0,0,56424.000000,0.000000,0.000000,0.000000,0,7,0,0
84790,"Phaedra Heartbinder","","","",58503,0,0,0,1065353216,0,0,0,56424.000000,0.000000,0.000000,0.000000,0,7,0,0
84844,"Burning Flameseer","","Burning Blade Clan","",55556,55558,55557,55559,1065353216,1065353216,1065353216,1065353216,111919.000000,0.000000,0.000000,0.000000,0,7,0,0
84847,"General Kull'krosh","","Commander of Ironfist Harbor","",55277,0,0,0,1065353216,1065353216,1065353216,1065353216,30090.000000,0.000000,0.000000,0.000000,0,7,0,0
84848,"Red Arrow","","","",23767,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,10,0,0
84849,"Iron Arbalester","","","",54670,54672,54649,54669,1065353216,1065353216,1065353216,1065353216,53109.000000,0.000000,76351.000000,0.000000,0,7,0,0
84850,"Iron Guard","","","",54304,54313,54312,54316,1065353216,1065353216,1065353216,1065353216,11042.000000,0.000000,0.000000,0.000000,0,7,0,0
84853,"Soul of the Forge","","","",58534,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
84858,"Snow Lurker","","","",54371,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,1,42,0
84878,"Ashmaul Pyromancer","","","",52889,0,0,0,1065353216,0,0,0,102102.000000,0.000000,0.000000,0.000000,1,7,0,0
84885,"Draenei Micro Defender","","","",58547,0,0,0,1065353216,1065353216,1065353216,1065353216,114920.000000,114921.000000,0.000000,0.000000,0,12,0,0
84889,"Phylarch the Evergreen","","Lord of the Everbloom","",58429,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,0,7,0,0
84906,"Ashmaul Magma Caster","","","",53234,0,0,0,1065353216,0,0,0,102102.000000,0.000000,0.000000,0.000000,1,7,0,0
84915,"Molten Corgi","","","",58570,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
84958,"Ogre Grunt","","","",58585,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,6,7,0,0
84963,"Deema","","","",58594,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,0,7,0,0
84973,"Exarch Akama","","High Vindicator","",55504,0,0,0,1065353216,0,0,0,30699.000000,30699.000000,0.000000,0.000000,0,7,0,0
84975,"Exarch Naielle","","Rangari Prime","",55506,0,0,0,1065353216,0,0,0,109236.000000,0.000000,109236.000000,0.000000,0,7,0,0
84976,"Vindicator Yrel","","","",52921,0,0,0,1065353216,0,0,0,111523.000000,0.000000,0.000000,0.000000,0,7,0,0
84991,"Pet Training Post","","","",28047,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,1,3,0
85003,"Icespine Hatchling","","","",58610,58611,0,0,1091567616,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,14,0,0
85004,"Frost Ravager Hatchling","","","",58611,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85005,"Mossbite Skitterer","","","",58612,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,14,0,0
85006,"Red Ravager Hatchling","","","",58613,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85007,"Thicket Skitterer","","","",58614,58615,0,0,1091567616,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,14,0,0
85008,"Gold Ravager Hatchling","","","",58615,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85009,"Murkidan","","","",64589,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85014,"Bone Wasp","","","",58617,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,3
85053,"Bodrick Grey","","SI:7","",56418,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,7,0,0
85074,"Exterminator Lemmy","","","",58631,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,46383.000000,0.000000,0,7,0,0
85081,"Admiral Taylor","","","",60858,0,0,0,1065353216,0,0,0,54825.000000,0.000000,0.000000,0.000000,0,7,0,0
85134,"Garona Halforcen","","","",60059,0,0,0,1065353216,0,0,0,61297.000000,61297.000000,0.000000,0.000000,1,7,0,0
85142,"Karabor Slave","","","",58670,58671,58672,58673,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,7,0,0
85145,"Liberated Frostwolf Prisoner","","","",58666,58667,58668,58669,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,7,0,0
85146,"Liberated Karabor Prisoner","","","",58670,58671,58672,58673,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,7,0,0
85147,"Penny Clobberbottom","","","",58501,0,0,0,0,0,0,0,0.000000,0.000000,50150.000000,0.000000,1,7,0,0
85151,"Zen'Kiki","","","",33878,0,0,0,1065353216,0,0,0,43219.000000,0.000000,0.000000,0.000000,0,7,0,0
85153,"Dekland Strange","","","",58676,0,0,0,1065353216,0,0,0,45128.000000,0.000000,0.000000,0.000000,0,7,0,0
85154,"Ja'kala","","","",58677,0,0,0,1065353216,0,0,0,50429.000000,0.000000,0.000000,0.000000,0,7,0,0
85159,"Permelia","","","",59266,0,0,0,1065353216,0,0,0,50429.000000,0.000000,0.000000,0.000000,0,7,0,0
85160,"Pinkee Rizzo","","","",58680,0,0,0,1065353216,0,0,0,42274.000000,42277.000000,0.000000,0.000000,0,7,0,0
85161,"Zelena Moonbreak","","","",58682,0,0,0,1065353216,0,0,0,42274.000000,42277.000000,0.000000,0.000000,0,7,0,0
85163,"Skalliz Skullslice","","","",58683,0,0,0,1065353216,0,0,0,47255.000000,51846.000000,0.000000,0.000000,0,7,0,0
85166,"Jephet Nighthowler","","","",58685,0,0,0,1065353216,0,0,0,47255.000000,51846.000000,0.000000,0.000000,0,7,0,0
85167,"Arienne Black","","","",58687,0,0,0,1065353216,0,0,0,50428.000000,40350.000000,0.000000,0.000000,0,7,0,0
85171,"Ciarra Neil","","","",58690,0,0,0,1065353216,0,0,0,50428.000000,40350.000000,0.000000,0.000000,0,7,0,0
85175,"Magistrix Soulblaze","","","",58692,0,0,0,1065353216,0,0,0,21275.000000,0.000000,0.000000,0.000000,0,7,0,0
85178,"Mole Machine","","","",47399,11686,0,0,0,1065353216,0,0,0.000000,0.000000,0.000000,0.000000,0,10,0,0
85179,"Amie Chambers","","","",58694,0,0,0,1065353216,0,0,0,21275.000000,0.000000,0.000000,0.000000,0,7,0,0
85192,"Junglebeak","","","",58823,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,14,0,3
85217,"Lady Jaina Proudmoore","","Leader of the Kirin Tor","",51443,0,0,0,1065353216,0,0,0,153575.000000,0.000000,0.000000,0.000000,1,7,0,0
85231,"Stonegrinder","","","",58736,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85234,"Garrison Soldier","","","",53840,53909,53835,53910,1065353216,1065353216,1065353216,1065353216,1899.000000,143.000000,0.000000,0.000000,0,7,0,0
85236,"Garrison Magus","","","",56185,56186,0,0,1065353216,1065353216,0,0,0.000000,0.000000,0.000000,0.000000,0,7,0,0
85237,"Garrison Rifleman","","","",53107,53108,55344,55345,1065353216,1065353216,1065353216,1065353216,110314.000000,0.000000,110314.000000,0.000000,0,7,0,0
85242,"PetTemplate","","","",58736,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85251,"Thisalee Crow","","Druid of the Talon","",58743,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,0,7,0,0
85252,"Thisalee Crow","","Druid of the Talon","",58743,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,7,0,0
85253,"Twilight Wasp","","","",58744,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,14,0,0
85254,"Wood Wasp","","","",58745,58747,0,0,1120272384,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,14,0,3
85255,"Bloodsting Wasp","","","",58746,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,14,0,3
85256,"Shadow Ravager Wasp","","","",58747,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85257,"Amberbarb Wasp","","","",58748,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,14,0,3
85281,"Albino River Calf","","","",58768,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,14,0,0
85282,"Sunback Calf","","","",58767,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,14,0,0
85283,"Brightpaw","","","",64621,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85284,"Sky-Bo","","","",58770,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,3
85292,"Murgtar","","","",58773,0,0,0,1065353216,0,0,0,0.000000,0.000000,60727.000000,0.000000,0,7,0,0
85293,"Stigander Ironsnare","","","",58774,0,0,0,1065353216,0,0,0,0.000000,0.000000,60727.000000,0.000000,0,7,0,0
85295,"Mychele Morrowsong","","","",58775,0,0,0,1065353216,0,0,0,0.000000,0.000000,35590.000000,0.000000,0,7,0,0
85296,"Kendall Covington","","","",58776,0,0,0,1065353216,0,0,0,0.000000,0.000000,35590.000000,0.000000,0,7,0,0
85297,"Samantha Thornton","","","",58777,0,0,0,1065353216,0,0,0,0.000000,0.000000,93452.000000,0.000000,0,7,0,0
85298,"Kathrena Winterwisp","","","",29172,0,0,0,1065353216,0,0,0,0.000000,0.000000,5262.000000,0.000000,0,7,0,0
85300,"Rumelda Bloodslur","","","",58780,0,0,0,1065353216,0,0,0,0.000000,0.000000,50776.000000,0.000000,0,7,0,0
85301,"Anaeli","","","",58781,0,0,0,1065353216,0,0,0,0.000000,0.000000,50776.000000,0.000000,0,7,0,0
85305,"Halsteth Ravenwood","","","",57434,0,0,0,1065353216,0,0,0,50047.000000,59444.000000,0.000000,0.000000,0,7,0,0
85306,"Glaiveweaver Xuan","","","",58784,0,0,0,1065353216,0,0,0,51516.000000,71408.000000,0.000000,0.000000,0,7,0,0
85310,"Rakthoth","","Laughing Skull Headtaker","",56569,0,0,0,1065353216,0,0,0,60765.000000,0.000000,0.000000,0.000000,0,7,0,0
85311,"Audra Stoneshield","","","",58786,0,0,0,1065353216,0,0,0,51516.000000,71408.000000,0.000000,0.000000,0,7,0,0
85336,"Choluna","","Druid of the Talon","",58796,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,0,7,0,0
85360,"Protector Kaleena","","","",57908,0,0,0,1065353216,1065353216,1065353216,1065353216,94665.000000,110157.000000,0.000000,0.000000,0,7,0,0
85361,"Protector Garuun","","","",57683,0,0,0,1065353216,1065353216,1065353216,1065353216,94665.000000,110157.000000,0.000000,0.000000,0,7,0,0
85387,"Fruit Hunter","","","",58825,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,3
85388,"Bloodbeak","","","",58826,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,14,0,3
85389,"Axebeak Hatchling","","","",58824,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,14,0,3
85413,"Weldon Barov","","Barov Industries","",10457,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,0,7,0,0
85414,"Alexi Barov","","Barov Industries","",10456,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,0,7,0,0
85419,"Gnawface","","","",16143,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,14,0,0
85420,"Carrotus Maximus","","","",58843,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,14,0,0
85433,"Altauur","","Rangari Assassin","",58883,0,0,0,1065353216,0,0,0,30410.000000,107213.000000,0.000000,0.000000,0,7,0,0
85438,"Arakkoa Outcast","","","",60397,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,7,0,0
85442,"Penny's Rocket","","","",58890,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,10,0,0
85450,"Grom'kar Deadeye","","","",58851,58850,58849,58848,1065353216,1065353216,1065353216,1065353216,84900.000000,0.000000,84900.000000,0.000000,0,7,0,0
85454,"Grom'kar Bulwark","","","",58867,58866,58865,58864,1065353216,1065353216,1065353216,1065353216,103951.000000,108593.000000,0.000000,0.000000,0,7,0,0
85455,"Grom'kar Punisher","","","",58859,58858,58857,58856,1065353216,1065353216,1065353216,1065353216,106275.000000,106275.000000,0.000000,0.000000,0,7,0,0
85456,"Grom'kar Blademaster","","","",58888,0,0,0,1065353216,0,0,0,112685.000000,0.000000,0.000000,0.000000,0,7,0,0
85457,"Grom'kar Blademaster","","","",58887,0,0,0,1065353216,0,0,0,112685.000000,0.000000,0.000000,0.000000,0,7,0,0
85458,"Grom'kar Punisher","","","",58855,58854,58853,58852,1065353216,1065353216,1065353216,1065353216,106275.000000,106275.000000,0.000000,0.000000,0,7,0,0
85459,"Grom'kar Bulwark","","","",58860,58861,58862,58863,1065353216,1065353216,1065353216,1065353216,103951.000000,108593.000000,0.000000,0.000000,0,7,0,0
85460,"Grom'kar Deadeye","","","",58844,58845,58846,58847,1065353216,1065353216,1065353216,1065353216,84900.000000,0.000000,84900.000000,0.000000,0,7,0,0
85463,"Gorefu","","","",55961,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,14,0,0
85476,"Penny Clobberbottom","","","",58501,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,7,0,0
85493,"Protector Delaana","","","",57908,0,0,0,1065353216,1065353216,1065353216,1065353216,94665.000000,110157.000000,0.000000,0.000000,0,7,0,0
85494,"Protector Alkaan","","","",57683,0,0,0,1065353216,1065353216,1065353216,1065353216,94665.000000,110157.000000,0.000000,0.000000,0,7,0,0
85503,"Grom'kar Siegebreaker","","","",58916,58917,58918,58919,1065353216,1065353216,1065353216,1065353216,108282.000000,108593.000000,0.000000,0.000000,1,7,0,0
85511,"Grom'kar Sharpshooter","","","",58925,58926,58927,58928,1065353216,1065353216,1065353216,1065353216,84900.000000,0.000000,84900.000000,0.000000,1,7,0,0
85517,"Challenge Post","","Click to start a pet battle.","",58930,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,1,3,0
85519,"Christoph VonFeasel","","Grand Master Pet Tamer","",58931,0,0,0,0,0,0,0,7944.000000,0.000000,0.000000,0.000000,0,7,0,0
85521,"Protector Garuthan","","","",57683,0,0,0,1065353216,1065353216,1065353216,1065353216,94665.000000,110157.000000,0.000000,0.000000,0,7,0,0
85522,"Otto","","","",58933,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85523,"Mr. Pointy","","","",48212,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85525,"Syd","","","",47931,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,12,0,3
85527,"Syd the Squid","","","",47931,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,12,0,3
85555,"Nagidna","","","",55833,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,4,1,68,0
85561,"Brutus","","","",59169,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,0,12,5,0
85568,"Avalanche","","","",57985,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,4,4,0,0
85578,"Shieldmaster Daeun","","","",58985,0,0,0,1065353216,0,0,0,37065.000000,56314.000000,0.000000,0.000000,0,7,0,0
85581,"Walsh Atkins","","","",58987,0,0,0,1065353216,0,0,0,37065.000000,56314.000000,0.000000,0.000000,0,7,0,0
85582,"Ailsa Thundersong","","","",58988,0,0,0,1065353216,0,0,0,77221.000000,0.000000,0.000000,0.000000,0,7,0,0
85583,"Unkala Stormgrinder","","","",58989,0,0,0,1065353216,0,0,0,77221.000000,0.000000,0.000000,0.000000,0,7,0,0
85584,"Kiruud the Relentless","","","",58990,0,0,0,1065353216,0,0,0,45959.000000,45964.000000,0.000000,0.000000,0,7,0,0
85585,"Leoneras Sunrage","","","",58991,0,0,0,1065353216,0,0,0,45959.000000,45964.000000,0.000000,0.000000,0,7,0,0
85619,"Yrel","","","",55210,0,0,0,1065353216,0,0,0,118128.000000,111738.000000,0.000000,0.000000,1,7,0,0
85620,"Rexxar","","","",60766,0,0,0,1120403456,1065353216,1065353216,1065353216,10612.000000,10612.000000,0.000000,0.000000,1,7,0,0
85623,"Nisha","","Rexxar's Mount","",54173,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1,0,0
85636,"Beckoned Earthshaker","","","",59596,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,1,5,0,0
85637,"Beckoned Earthtwister","","","",59652,0,0,0,1065353216,0,0,0,118057.000000,0.000000,0.000000,0.000000,1,5,0,0
85649,"Quintessence of Light","","","",59016,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,0,12,0,3
85650,"Quintessence of Light","","","",23523,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,8,0,0
85652,"Quintessence of Light","","","",59017,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85655,"Rukus","","","",59169,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,0,12,5,0
85656,"Mr. Terrible","","","",44655,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85657,"Carroteye","","","",54848,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85658,"Sloppus","","","",54752,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85659,"The Beakinator","","","",59022,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,14,0,0
85660,"King Floret","","","",59023,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85661,"Queen Floret","","","",59024,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85662,"Kromli","","","",59025,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85663,"Gromli","","","",59026,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85664,"Grubbles","","","",9905,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85665,"Stings","","","",58748,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85666,"Scrags","","","",58615,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85667,"Ore Eater","","","",60875,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85674,"Jahan","","","",53878,0,0,0,1065353216,0,0,0,0.000000,0.000000,0.000000,0.000000,0,12,0,0
85675,"Samm","","","",58825,0,0,0,1065353216,1065353216,1065353216,1065353216,0.000000,0.000000,0.000000,0.000000,0,12,0,3
